instance,n,u,procs,elapsed
n_040_u_800_1,40,8,32,2.12086
n_035_u_700_4,35,7,24,1.41024000000001
n_007_u_140_3,7,1.4,9,0.075659999999989
n_035_u_700_3,35,7,28,1.50977999999999
n_009_u_180_3,9,1.8,7,0.100159999999996
n_018_u_360_4,18,3.6,17,0.418539999999994
n_019_u_380_4,19,3.8,14,0.468099999999976
n_037_u_740_2,37,7.4,32,1.6357
n_036_u_720_3,36,7.2,28,1.57586000000003
n_037_u_740_3,37,7.4,28,1.61918000000001
n_044_u_880_1,44,8.8,35,2.40388
n_037_u_740_4,37,7.4,29,1.51666000000001
n_036_u_720_4,36,7.2,28,1.5625
n_045_u_900_1,45,9,36,2.45240000000002
n_038_u_760_2,38,7.6,32,1.81392000000003
n_011_u_220_3,11,2.2,9,0.137519999999968
n_047_u_940_1,47,9.4,36,2.54194
n_043_u_860_1,43,8.6,33,2.55754
n_005_u_100_4,5,1,5,0.035020000000004
n_046_u_920_1,46,9.2,38,2.59101999999998
n_012_u_240_3,12,2.4,10,0.174979999999996
n_021_u_420_4,21,4.2,17,0.56188000000002
n_010_u_200_3,10,2,9,0.136460000000006
n_020_u_400_4,20,4,17,0.502760000000016
n_038_u_760_4,38,7.6,31,1.76835999999999
n_014_u_280_3,14,2.8,12,0.21043999999998
n_005_u_100_6,5,1,5,0.0292399999999906
n_013_u_260_3,13,2.6,10,0.205740000000006
n_022_u_440_4,22,4.4,20,0.578700000000026
n_039_u_780_2,39,7.8,34,1.96315999999999
n_040_u_800_2,40,8,35,2.05851999999998
n_049_u_980_1,49,9.8,42,2.82779999999998
n_039_u_780_3,39,7.8,32,1.78
n_048_u_960_1,48,9.6,38,2.85588000000004
n_006_u_120_4,6,1.2,6,0.0526399999999922
n_038_u_760_3,38,7.6,30,1.92894
n_007_u_140_4,7,1.4,7,0.0696199999999954
n_006_u_120_5,6,1.2,6,0.0464199999999982
n_005_u_100_5,5,1,4,0.0327000000000044
n_018_u_360_5,18,3.6,15,0.389000000000014
n_040_u_800_3,40,8,31,1.88
n_039_u_780_4,39,7.8,33,1.90478000000003
n_006_u_120_6,6,1.2,5,0.0388000000000102
n_041_u_819_2,41,8.2,33,2.07748
n_007_u_140_5,7,1.4,6,0.0552400000000126
n_040_u_800_4,40,8,31,1.92311999999998
n_042_u_840_2,42,8.4,39,2.11330000000002
n_008_u_160_4,8,1.6,7,0.0753399999999966
n_015_u_300_3,15,3,11,0.248580000000002
n_050_u_1000_1,50,10,40,3.10973999999998
n_016_u_320_3,16,3.2,14,0.286899999999986
n_007_u_140_6,7,1.4,6,0.061020000000026
n_018_u_360_7,18,3.6,15,0.362160000000004
n_043_u_860_2,43,8.6,39,2.07446
n_024_u_480_4,24,4.8,18,0.63018
n_009_u_180_4,9,1.8,8,0.11007999999998
n_041_u_819_3,41,8.2,31,1.88438000000002
n_008_u_160_5,8,1.6,7,0.0795200000000114
n_010_u_200_4,10,2,10,0.134599999999991
n_019_u_380_5,19,3.8,18,0.457280000000028
n_023_u_459_4,23,4.6,19,0.644860000000008
n_041_u_819_4,41,8.2,32,2.05366000000002
n_025_u_500_4,25,5,20,0.727820000000028
n_019_u_380_6,19,3.8,18,0.464140000000006
n_018_u_360_6,18,3.6,15,0.43923999999999
n_020_u_400_5,20,4,15,0.50441999999999
n_008_u_160_6,8,1.6,8,0.0746600000000034
n_042_u_840_3,42,8.4,33,2.13644
n_043_u_860_4,43,8.6,35,2.09076
n_031_u_620_5,31,6.2,26,1.17297999999999
n_019_u_380_7,19,3.8,15,0.429579999999988
n_044_u_880_2,44,8.8,34,2.3
n_017_u_340_3,17,3.4,13,0.359739999999984
n_020_u_400_6,20,4,18,0.466920000000028
n_009_u_180_5,9,1.8,7,0.0939000000000306
n_010_u_200_6,10,2,9,0.114420000000027
n_020_u_400_7,20,4,17,0.44214
n_026_u_520_4,26,5.2,21,0.799919999999984
n_011_u_220_4,11,2.2,9,0.139220000000023
n_027_u_540_4,27,5.4,27,0.86206000000002
n_021_u_420_5,21,4.2,16,0.545600000000014
n_032_u_640_5,32,6.4,26,1.31212000000003
n_043_u_860_3,43,8.6,35,2.225
n_045_u_900_2,45,9,36,2.49056
n_042_u_840_4,42,8.4,35,2.3811
n_021_u_420_6,21,4.2,15,0.488559999999998
n_010_u_200_5,10,2,7,0.10119999999999
n_044_u_880_4,44,8.8,32,2.18370000000002
n_022_u_440_5,22,4.4,17,0.607340000000004
n_044_u_880_3,44,8.8,36,2.2211
n_009_u_180_6,9,1.8,9,0.109480000000003
n_046_u_920_2,46,9.2,36,2.60202000000002
n_021_u_420_7,21,4.2,17,0.479780000000028
n_012_u_240_4,12,2.4,13,0.19369999999999
n_011_u_220_6,11,2.2,13,0.149720000000016
n_023_u_459_5,23,4.6,19,0.638679999999986
n_047_u_940_2,47,9.4,39,2.60984
n_044_u_880_5,44,8.8,33,2.48081999999998
n_011_u_220_5,11,2.2,10,0.160119999999988
n_033_u_660_5,33,6.6,27,1.30040000000001
n_034_u_680_5,34,6.8,27,1.39895999999997
n_046_u_920_4,46,9.2,36,2.28584000000002
n_028_u_560_4,28,5.6,25,0.971020000000026
n_031_u_620_6,31,6.2,30,1.14356
n_029_u_580_4,29,5.8,21,0.998580000000002
n_011_u_220_7,11,2.2,10,0.154400000000023
n_013_u_260_4,13,2.6,12,0.252639999999992
n_023_u_459_7,23,4.6,19,0.608140000000022
n_022_u_440_6,22,4.4,19,0.653580000000002
n_014_u_280_4,14,2.8,13,0.249720000000016
n_024_u_480_5,24,4.8,18,0.616000000000022
n_045_u_900_3,45,9,35,2.5241
n_046_u_920_3,46,9.2,38,2.46633999999998
n_013_u_260_6,13,2.6,12,0.201519999999982
n_045_u_900_4,45,9,35,2.46752
n_048_u_960_2,48,9.6,36,2.73937999999998
n_045_u_900_5,45,9,42,2.49732
n_031_u_620_8,31,6.2,29,1.23511999999999
n_035_u_700_5,35,7,27,1.58049999999999
n_012_u_240_5,12,2.4,11,0.152260000000024
n_022_u_440_7,22,4.4,16,0.569680000000008
n_013_u_260_5,13,2.6,12,0.202739999999976
n_012_u_240_6,12,2.4,11,0.190040000000008
n_023_u_459_6,23,4.6,19,0.693420000000006
n_046_u_920_5,46,9.2,38,2.64924000000002
n_031_u_620_7,31,6.2,26,1.13722000000002
n_032_u_640_7,32,6.4,24,1.16359999999997
n_012_u_240_7,12,2.4,11,0.174779999999992
n_047_u_940_3,47,9.4,37,2.5945
n_030_u_600_4,30,6,23,1.09921999999999
n_049_u_980_2,49,9.8,39,2.87171999999998
n_015_u_300_4,15,3,14,0.27989999999998
n_024_u_480_6,24,4.8,20,0.622839999999996
n_033_u_660_6,33,6.6,27,1.20902000000002
n_032_u_640_8,32,6.4,27,1.17575999999997
n_024_u_480_7,24,4.8,21,0.707220000000016
n_047_u_940_4,47,9.4,37,2.58774000000002
n_032_u_640_6,32,6.4,26,1.30931999999997
n_013_u_260_7,13,2.6,12,0.180459999999985
n_047_u_940_5,47,9.4,36,2.73366000000002
n_025_u_500_5,25,5,19,0.761039999999994
n_050_u_1000_2,50,10,40,3.02153999999998
n_033_u_660_7,33,6.6,26,1.27853999999999
n_033_u_660_8,33,6.6,28,1.21304
n_037_u_740_5,37,7.4,28,1.61568000000003
n_024_u_480_8,24,4.8,22,0.676980000000004
n_014_u_280_5,14,2.8,13,0.259679999999972
n_016_u_320_4,16,3.2,13,0.289520000000012
n_014_u_280_6,14,2.8,12,0.263559999999998
n_014_u_280_7,14,2.8,12,0.233739999999998
n_048_u_960_3,48,9.6,36,2.88288
n_026_u_520_5,26,5.2,24,0.801360000000022
n_048_u_960_4,48,9.6,36,2.75712
n_049_u_980_3,49,9.8,38,2.91442
n_048_u_960_5,48,9.6,43,2.84279999999998
n_034_u_680_6,34,6.8,28,1.38117999999999
n_017_u_340_4,17,3.4,15,0.343499999999986
n_038_u_760_5,38,7.6,31,1.70376
n_036_u_720_5,36,7.2,27,1.72420000000002
n_049_u_980_4,49,9.8,39,2.70684000000002
n_026_u_520_7,26,5.2,21,0.805119999999988
n_034_u_680_8,34,6.8,24,1.19117999999999
n_005_u_100_7,5,1,6,0.0358799999999974
n_034_u_680_7,34,6.8,26,1.35651999999998
n_027_u_540_5,27,5.4,24,0.900640000000022
n_025_u_500_6,25,5,18,0.749880000000012
n_050_u_1000_5,50,10,41,2.76851999999998
n_015_u_300_5,15,3,16,0.284599999999992
n_026_u_520_6,26,5.2,21,0.791200000000026
n_025_u_500_7,25,5,21,0.78507999999998
n_050_u_1000_4,50,10,37,2.85028000000002
n_015_u_300_7,15,3,14,0.25214
n_035_u_700_6,35,7,28,1.4632
n_015_u_300_6,15,3,13,0.291440000000002
n_025_u_500_8,25,5,20,0.737160000000004
n_016_u_320_5,16,3.2,15,0.324359999999978
n_016_u_320_6,16,3.2,13,0.28431999999997
n_049_u_980_5,49,9.8,41,2.90509999999998
n_040_u_800_5,40,8,30,1.77813999999998
n_039_u_780_5,39,7.8,32,1.82206000000002
n_007_u_140_7,7,1.4,7,0.0610000000000218
n_028_u_560_5,28,5.6,22,0.891399999999994
n_018_u_360_8,18,3.6,13,0.371059999999998
n_006_u_120_7,6,1.2,6,0.0497000000000116
n_036_u_720_6,36,7.2,31,1.53532000000003
n_026_u_520_8,26,5.2,21,0.862000000000008
n_017_u_340_7,17,3.4,15,0.350679999999994
n_050_u_1000_3,50,10,40,3.20984
n_035_u_700_7,35,7,26,1.38874
n_017_u_340_6,17,3.4,15,0.356320000000014
n_036_u_720_8,36,7.2,31,1.50437999999998
n_016_u_320_7,16,3.2,13,0.331100000000006
n_027_u_540_7,27,5.4,20,0.820720000000002
n_027_u_540_6,27,5.4,22,0.926260000000002
n_037_u_740_6,37,7.4,27,1.54212000000003
n_044_u_880_6,44,8.8,36,2.32644
n_027_u_540_8,27,5.4,23,0.92398000000001
n_029_u_580_5,29,5.8,28,0.982360000000008
n_035_u_700_8,35,7,30,1.44727999999999
n_020_u_400_8,20,4,15,0.46880000000001
n_011_u_220_8,11,2.2,11,0.162660000000033
n_017_u_340_5,17,3.4,14,0.381640000000006
n_019_u_380_8,19,3.8,16,0.503919999999998
n_036_u_720_7,36,7.2,27,1.53150000000001
n_030_u_600_5,30,6,23,1.01164000000001
n_041_u_819_5,41,8.2,31,2.01807999999998
n_028_u_560_6,28,5.6,21,0.903559999999998
n_028_u_560_7,28,5.6,23,0.890099999999984
n_008_u_160_7,8,1.6,5,0.0674599999999918
n_045_u_900_6,45,9,35,2.52225999999998
n_042_u_840_5,42,8.4,34,2.10736
n_037_u_740_8,37,7.4,28,1.61026000000002
n_037_u_740_7,37,7.4,28,1.6316
n_029_u_580_6,29,5.8,25,0.93239999999998
n_028_u_560_8,28,5.6,21,1.01649999999998
n_029_u_580_7,29,5.8,23,0.94130000000001
n_009_u_180_7,9,1.8,11,0.105400000000009
n_012_u_240_8,12,2.4,11,0.189219999999987
n_038_u_760_6,38,7.6,30,1.75651999999998
n_037_u_740_9,37,7.4,28,1.64453999999998
n_005_u_100_8,5,1,4,0.0353000000000248
n_046_u_920_6,46,9.2,33,2.50024000000002
n_030_u_600_8,30,6,25,1.09423999999999
n_024_u_480_9,24,4.8,17,0.706800000000002
n_031_u_620_9,31,6.2,25,1.17653999999999
n_044_u_880_7,44,8.8,36,2.56380000000002
n_030_u_600_7,30,6,23,1.08356
n_029_u_580_8,29,5.8,25,1.01115999999998
n_013_u_260_8,13,2.6,12,0.210400000000008
n_044_u_880_8,44,8.8,35,2.24884000000002
n_021_u_420_8,21,4.2,20,0.600320000000028
n_039_u_780_6,39,7.8,30,1.81686000000002
n_047_u_940_6,47,9.4,40,2.74088
n_011_u_220_9,11,2.2,11,0.154279999999999
n_006_u_120_8,6,1.2,6,0.0546600000000034
n_043_u_860_5,43,8.6,35,2.2605
n_018_u_360_9,18,3.6,16,0.401340000000018
n_038_u_760_7,38,7.6,30,1.74049999999999
n_039_u_780_8,39,7.8,32,1.81547999999999
n_045_u_900_8,45,9,36,2.36595999999998
n_044_u_880_9,44,8.8,34,2.52836
n_005_u_100_9,5,1,4,0.0305199999999968
n_011_u_220_10,11,2.2,11,0.1575
n_006_u_120_10,6,1.2,5,0.0527799999999842
n_022_u_440_8,22,4.4,19,0.613579999999966
n_010_u_200_7,10,2,8,0.122940000000017
n_014_u_280_8,14,2.8,10,0.219299999999966
n_038_u_760_8,38,7.6,28,1.76088
n_025_u_500_9,25,5,22,0.661360000000022
n_011_u_220_11,11,2.2,9,0.135040000000008
n_005_u_100_10,5,1,6,0.0334800000000178
n_030_u_600_6,30,6,24,1.09272000000001
n_012_u_240_10,12,2.4,11,0.161519999999982
n_039_u_780_7,39,7.8,31,1.81376
n_040_u_800_6,40,8,34,1.935
n_038_u_760_9,38,7.6,30,1.79554
n_045_u_900_7,45,9,33,2.45703999999998
n_006_u_120_9,6,1.2,5,0.045
n_046_u_920_7,46,9.2,36,2.49421999999998
n_007_u_140_8,7,1.4,6,0.0492199999999866
n_005_u_100_11,5,1,4,0.0333199999999852
n_033_u_660_9,33,6.6,26,1.26932000000001
n_039_u_780_9,39,7.8,31,1.70862000000001
n_046_u_920_9,46,9.2,39,2.45440000000002
n_032_u_640_9,32,6.4,26,1.27849999999999
n_006_u_120_11,6,1.2,4,0.0511200000000098
n_012_u_240_9,12,2.4,11,0.20112000000001
n_048_u_960_6,48,9.6,39,2.92135999999998
n_018_u_360_10,18,3.6,15,0.403220000000002
n_013_u_260_9,13,2.6,12,0.214099999999998
n_018_u_360_11,18,3.6,15,0.31286
n_019_u_380_9,19,3.8,18,0.529580000000024
n_019_u_380_11,19,3.8,15,0.459099999999998
n_045_u_900_9,45,9,33,2.78626
n_013_u_260_11,13,2.6,13,0.221679999999978
n_026_u_520_9,26,5.2,18,0.758379999999998
n_024_u_480_10,24,4.8,18,0.680620000000018
n_046_u_920_8,46,9.2,34,2.74490000000002
n_019_u_380_10,19,3.8,17,0.428099999999976
n_041_u_819_6,41,8.2,34,2.07862
n_015_u_300_8,15,3,12,0.257099999999992
n_018_u_360_12,18,3.6,14,0.446440000000002
n_020_u_400_9,20,4,16,0.453480000000018
n_012_u_240_11,12,2.4,11,0.159259999999995
n_023_u_459_8,23,4.6,21,0.623460000000014
n_008_u_160_8,8,1.6,8,0.0926599999999962
n_024_u_480_11,24,4.8,19,0.734260000000032
n_040_u_800_7,40,8,32,1.92968000000001
n_047_u_940_8,47,9.4,38,2.56866000000002
n_040_u_800_8,40,8,32,1.98326000000001
n_047_u_940_9,47,9.4,39,2.60650000000002
n_013_u_260_10,13,2.6,11,0.187939999999981
n_024_u_480_12,24,4.8,21,0.68076000000001
n_050_u_1000_6,50,10,37,2.95324
n_007_u_140_9,7,1.4,6,0.0675400000000082
n_019_u_380_12,19,3.8,18,0.474120000000002
n_007_u_140_10,7,1.4,6,0.0600399999999718
n_027_u_540_9,27,5.4,25,0.784860000000008
n_025_u_500_11,25,5,17,0.75637999999999
n_047_u_940_7,47,9.4,36,2.81489999999998
n_040_u_800_9,40,8,33,2.08596000000002
n_048_u_960_7,48,9.6,37,2.66394
n_014_u_280_10,14,2.8,13,0.257540000000008
n_014_u_280_11,14,2.8,11,0.25119999999999
n_007_u_140_11,7,1.4,5,0.0523400000000038
n_042_u_840_6,42,8.4,32,2.13666000000002
n_025_u_500_10,25,5,20,0.754279999999998
n_014_u_280_9,14,2.8,13,0.221620000000002
n_031_u_620_10,31,6.2,27,1.20988000000001
n_041_u_819_7,41,8.2,31,1.94432000000001
n_009_u_180_8,9,1.8,8,0.101180000000022
n_017_u_340_8,17,3.4,15,0.362940000000016
n_021_u_420_9,21,4.2,17,0.519699999999976
n_041_u_819_8,41,8.2,32,2.00370000000002
n_008_u_160_9,8,1.6,7,0.0894800000000032
n_015_u_300_9,15,3,10,0.237819999999992
n_034_u_680_9,34,6.8,26,1.41636000000002
n_026_u_520_10,26,5.2,21,0.863300000000018
n_020_u_400_11,20,4,17,0.442419999999984
n_049_u_980_6,49,9.8,39,3.16350000000002
n_041_u_819_9,41,8.2,32,1.96536
n_008_u_160_10,8,1.6,7,0.0777600000000166
n_049_u_980_7,49,9.8,39,2.78354
n_026_u_520_12,26,5.2,20,0.802099999999992
n_025_u_500_12,25,5,21,0.711399999999994
n_037_u_740_10,37,7.4,29,1.66260000000002
n_020_u_400_10,20,4,17,0.568420000000006
n_048_u_960_8,48,9.6,38,2.75276000000002
n_042_u_840_8,42,8.4,31,2.03756000000002
n_008_u_160_11,8,1.6,8,0.0996399999999994
n_043_u_860_6,43,8.6,33,2.30352000000002
n_042_u_840_7,42,8.4,32,2.10644
n_009_u_180_10,9,1.8,9,0.0911200000000098
n_028_u_560_9,28,5.6,25,0.874000000000014
n_009_u_180_9,9,1.8,8,0.100740000000005
n_010_u_200_8,10,2,10,0.133040000000001
n_031_u_620_11,31,6.2,26,1.17748
n_020_u_400_12,20,4,17,0.541280000000006
n_031_u_620_12,31,6.2,26,1.14925999999999
n_026_u_520_11,26,5.2,21,0.809219999999986
n_035_u_700_9,35,7,25,1.57362000000001
n_016_u_320_8,16,3.2,13,0.297300000000032
n_050_u_1000_7,50,10,37,2.77316000000002
n_032_u_640_10,32,6.4,24,1.18932000000001
n_016_u_320_9,16,3.2,15,0.319399999999986
n_049_u_980_9,49,9.8,38,2.92768
n_032_u_640_12,32,6.4,23,1.19857999999997
n_015_u_300_10,15,3,13,0.303819999999978
n_048_u_960_9,48,9.6,40,2.77456000000002
n_022_u_440_9,22,4.4,19,0.560639999999984
n_038_u_760_10,38,7.6,32,1.68776000000002
n_021_u_420_10,21,4.2,17,0.587079999999988
n_005_u_100_12,5,1,4,0.039300000000003
n_021_u_420_11,21,4.2,21,0.51637999999999
n_031_u_620_13,31,6.2,24,1.23153999999999
n_032_u_640_11,32,6.4,25,1.27206000000002
n_021_u_420_12,21,4.2,21,0.51296000000002
n_043_u_860_9,43,8.6,34,2.23894
n_027_u_540_10,27,5.4,23,0.803899999999994
n_043_u_860_8,43,8.6,31,2.175
n_033_u_660_10,33,6.6,27,1.30416000000001
n_042_u_840_9,42,8.4,32,2.17666000000002
n_017_u_340_9,17,3.4,14,0.337639999999992
n_016_u_320_11,16,3.2,14,0.303160000000026
n_015_u_300_11,15,3,14,0.266520000000018
n_049_u_980_8,49,9.8,40,2.94420000000002
n_022_u_440_11,22,4.4,19,0.519340000000012
n_027_u_540_12,27,5.4,22,0.990319999999992
n_027_u_540_11,27,5.4,21,1.01006000000001
n_009_u_180_11,9,1.8,7,0.0992199999999866
n_032_u_640_13,32,6.4,31,1.25345999999998
n_010_u_200_11,10,2,9,0.135499999999993
n_010_u_200_10,10,2,11,0.133799999999974
n_044_u_880_10,44,8.8,36,2.36394
n_036_u_720_9,36,7.2,34,1.48665999999997
n_022_u_440_10,22,4.4,17,0.608899999999994
n_023_u_459_9,23,4.6,16,0.617360000000008
n_028_u_560_10,28,5.6,21,0.967259999999988
n_018_u_360_13,18,3.6,14,0.386179999999986
n_011_u_220_12,11,2.2,9,0.14372000000003
n_043_u_860_7,43,8.6,30,2.12866000000002
n_030_u_600_9,30,6,24,1.09792000000001
n_037_u_740_11,37,7.4,31,1.71201999999997
n_050_u_1000_9,50,10,39,2.98986
n_039_u_780_10,39,7.8,25,1.76726000000002
n_016_u_320_10,16,3.2,14,0.347839999999996
n_010_u_200_9,10,2,8,0.118580000000002
n_006_u_120_12,6,1.2,5,0.0507600000000094
n_037_u_740_12,37,7.4,29,1.6843
n_050_u_1000_8,50,10,37,3.08874
n_037_u_740_13,37,7.4,28,1.68684000000001
n_033_u_660_12,33,6.6,27,1.26311999999998
n_028_u_560_11,28,5.6,22,0.869020000000018
n_038_u_760_12,38,7.6,29,1.70828000000001
n_029_u_580_9,29,5.8,28,1.00902000000002
n_017_u_340_11,17,3.4,13,0.318319999999986
n_046_u_920_10,46,9.2,36,2.36018
n_005_u_100_14,5,1,6,0.0377400000000126
n_023_u_459_11,23,4.6,19,0.55691999999999
n_034_u_680_10,34,6.8,26,1.40884000000002
n_022_u_440_12,22,4.4,21,0.598640000000014
n_033_u_660_11,33,6.6,25,1.33081999999999
n_029_u_580_10,29,5.8,23,1.07291999999998
n_023_u_459_12,23,4.6,19,0.648499999999986
n_017_u_340_10,17,3.4,14,0.334020000000018
n_019_u_380_13,19,3.8,16,0.428460000000014
n_045_u_900_10,45,9,35,2.48978
n_028_u_560_12,28,5.6,22,0.85268
n_013_u_260_12,13,2.6,13,0.203459999999978
n_038_u_760_11,38,7.6,27,1.72302
n_005_u_100_13,5,1,4,0.0365999999999986
n_024_u_480_13,24,4.8,19,0.661159999999982
n_030_u_600_10,30,6,23,1.00574000000001
n_023_u_459_10,23,4.6,17,0.598179999999994
n_033_u_660_13,33,6.6,24,1.40263999999999
n_050_u_1000_10,50,10,37,3.4555
n_029_u_580_12,29,5.8,25,1.01802
n_012_u_240_12,12,2.4,10,0.187580000000016
n_040_u_800_10,40,8,32,2.17252
n_038_u_760_13,38,7.6,30,1.71221999999998
n_039_u_780_13,39,7.8,31,1.74350000000002
n_018_u_360_15,18,3.6,14,0.455999999999986
n_034_u_680_12,34,6.8,25,1.26236000000001
n_005_u_100_15,5,1,4,0.033299999999981
n_007_u_140_12,7,1.4,7,0.0784600000000136
n_006_u_120_15,6,1.2,6,0.0470200000000114
n_035_u_700_10,35,7,24,1.48848000000002
n_039_u_780_11,39,7.8,32,1.97646000000001
n_034_u_680_11,34,6.8,25,1.42173999999999
n_006_u_120_13,6,1.2,6,0.055219999999972
n_018_u_360_14,18,3.6,14,0.441779999999998
n_035_u_700_12,35,7,26,1.34274000000001
n_034_u_680_13,34,6.8,28,1.44843999999997
n_031_u_620_14,31,6.2,22,1.16887999999999
n_017_u_340_12,17,3.4,14,0.40166000000001
n_039_u_780_12,39,7.8,33,1.84382000000001
n_041_u_819_10,41,8.2,32,1.95482
n_006_u_120_14,6,1.2,5,0.0491800000000148
n_018_u_360_16,18,3.6,16,0.390659999999988
n_029_u_580_11,29,5.8,23,1.15198
n_044_u_880_11,44,8.8,37,2.37938000000002
n_008_u_160_12,8,1.6,8,0.0861799999999858
n_026_u_520_13,26,5.2,24,0.739019999999982
n_019_u_380_16,19,3.8,17,0.450980000000018
n_035_u_700_11,35,7,28,1.45042000000001
n_020_u_400_13,20,4,17,0.543919999999998
n_011_u_220_13,11,2.2,9,0.135980000000018
n_030_u_600_12,30,6,26,1.06215999999997
n_025_u_500_13,25,5,23,0.720440000000016
n_030_u_600_11,30,6,28,1.02957999999999
n_036_u_720_10,36,7.2,28,1.59509999999998
n_019_u_380_14,19,3.8,14,0.51372000000003
n_044_u_880_13,44,8.8,34,2.28559999999998
n_047_u_940_10,47,9.4,40,2.64866000000002
n_019_u_380_15,19,3.8,16,0.434520000000012
n_044_u_880_12,44,8.8,35,2.36376
n_040_u_800_13,40,8,32,1.91034
n_040_u_800_11,40,8,32,2.01578000000002
n_007_u_140_15,7,1.4,6,0.0695000000000072
n_011_u_220_15,11,2.2,11,0.164739999999983
n_007_u_140_13,7,1.4,8,0.0766200000000026
