instance,n,u,procs,elapsed,passive
n_045_u_900_11,45,9,18,0.35,38
n_036_u_720_11,36,7.2,16,0.215,34
n_030_u_600_13,30,6,13,0.177,26
n_034_u_680_13,34,6.8,14,0.223,30
n_024_u_480_15,24,4.8,10,0.0960000000000001,21
n_045_u_900_14,45,9,19,0.328,40
n_042_u_840_10,42,8.4,17,0.305,37
n_035_u_700_13,35,7,16,0.196,31
n_019_u_380_15,19,3.8,9,0.0680000000000001,16
n_040_u_800_12,40,8,18,0.318,32
n_010_u_200_12,10,2,4,0.0329999999999999,9
n_048_u_960_10,48,9.6,21,0.395,42
n_030_u_600_11,30,6,13,0.152,28
n_047_u_940_11,47,9.4,19,0.331,43
n_012_u_240_13,12,2.4,6,0.036,11
n_012_u_240_16,12,2.4,6,0.0289999999999999,10
n_009_u_180_12,9,1.8,5,0.0230000000000001,7
n_041_u_819_12,41,8.2,18,0.3,35
n_007_u_140_14,7,1.4,4,0.0150000000000001,7
n_025_u_500_13,25,5,12,0.102,23
n_030_u_600_10,30,6,13,0.155,27
n_026_u_520_14,26,5.2,11,0.13,22
n_026_u_520_13,26,5.2,11,0.112,23
n_045_u_900_12,45,9,18,0.307,40
n_008_u_160_14,8,1.6,4,0.0169999999999999,6
n_028_u_560_16,28,5.6,14,0.0930000000000004,26
n_014_u_280_13,14,2.8,6,0.0350000000000001,11
n_041_u_819_11,41,8.2,16,0.292,35
n_019_u_380_16,19,3.8,9,0.0820000000000003,17
n_015_u_300_12,15,3,8,0.0489999999999999,13
n_031_u_620_16,31,6.2,15,0.192,28
n_050_u_1000_11,50,10,21,0.43,42
n_012_u_240_14,12,2.4,6,0.0369999999999999,10
n_008_u_160_13,8,1.6,4,0.02,7
n_039_u_780_16,39,7.8,16,0.209,35
n_046_u_920_14,46,9.2,19,0.302,40
n_042_u_840_13,42,8.4,18,0.282,37
n_031_u_620_15,31,6.2,13,0.199,25
n_040_u_800_13,40,8,15,0.261,36
n_006_u_120_18,6,1.2,5,0.0089999999999999,6
n_047_u_940_10,47,9.4,21,0.366,39
n_022_u_440_13,22,4.4,10,0.0780000000000003,18
n_009_u_180_15,9,1.8,4,0.0209999999999999,8
n_007_u_140_15,7,1.4,4,0.0189999999999997,7
n_020_u_400_15,20,4,9,0.0800000000000001,18
n_031_u_620_17,31,6.2,12,0.172,30
n_045_u_900_13,45,9,19,0.365,39
n_049_u_980_10,49,9.8,19,0.383,44
n_023_u_459_13,23,4.6,11,0.101,17
n_013_u_260_16,13,2.6,6,0.0409999999999999,12
n_021_u_420_15,21,4.2,10,0.0800000000000001,17
n_017_u_340_13,17,3.4,8,0.0539999999999998,15
n_050_u_1000_14,50,10,21,0.343,44
n_014_u_280_12,14,2.8,6,0.0390000000000001,13
n_046_u_920_13,46,9.2,19,0.352,38
n_043_u_860_13,43,8.6,20,0.284,37
n_050_u_1000_12,50,10,24,0.417,45
n_025_u_500_14,25,5,10,0.117,23
n_048_u_960_11,48,9.6,18,0.329,45
n_034_u_680_14,34,6.8,14,0.186,30
n_025_u_500_17,25,5,13,0.119,22
n_042_u_840_11,42,8.4,19,0.291,36
n_019_u_380_19,19,3.8,8,0.0580000000000003,19
n_012_u_240_15,12,2.4,6,0.0389999999999997,11
n_046_u_920_15,46,9.2,19,0.254,40
n_033_u_660_15,33,6.6,14,0.167,28
n_021_u_420_14,21,4.2,9,0.0760000000000001,18
n_010_u_200_15,10,2,5,0.0230000000000001,8
n_050_u_1000_13,50,10,21,0.46,42
n_037_u_740_14,37,7.4,16,0.229,34
n_013_u_260_15,13,2.6,6,0.036,12
n_016_u_320_12,16,3.2,7,0.056,14
n_009_u_180_13,9,1.8,4,0.0260000000000002,8
n_032_u_640_15,32,6.4,14,0.23,27
n_020_u_400_16,20,4,9,0.073,18
n_047_u_940_12,47,9.4,19,0.404,40
n_027_u_540_14,27,5.4,13,0.13,22
n_013_u_260_17,13,2.6,7,0.0309999999999997,11
n_032_u_640_16,32,6.4,13,0.177,30
n_022_u_440_16,22,4.4,9,0.0819999999999999,19
n_041_u_819_13,41,8.2,17,0.297,36
n_025_u_500_15,25,5,11,0.113,23
n_017_u_340_16,17,3.4,7,0.0619999999999998,14
n_015_u_300_13,15,3,8,0.0510000000000002,13
n_017_u_340_14,17,3.4,8,0.0640000000000001,16
n_037_u_740_15,37,7.4,17,0.284,31
n_008_u_160_15,8,1.6,4,0.0140000000000002,7
n_036_u_720_13,36,7.2,14,0.259,30
n_028_u_560_13,28,5.6,14,0.151,25
n_050_u_1000_18,50,10,21,0.348,43
n_037_u_740_16,37,7.4,16,0.232,31
n_017_u_340_15,17,3.4,8,0.0579999999999998,15
n_044_u_880_14,44,8.8,18,0.329,40
n_047_u_940_13,47,9.4,20,0.362,40
n_014_u_280_14,14,2.8,6,0.048,12
n_023_u_459_16,23,4.6,11,0.0830000000000002,19
n_026_u_520_17,26,5.2,12,0.126,24
n_042_u_840_12,42,8.4,17,0.345,35
n_011_u_220_16,11,2.2,6,0.0230000000000001,9
n_039_u_780_15,39,7.8,18,0.225,34
n_032_u_640_17,32,6.4,13,0.201,29
n_045_u_900_15,45,9,19,0.367,39
n_025_u_500_16,25,5,11,0.117,20
n_014_u_280_15,14,2.8,7,0.0389999999999997,12
n_006_u_120_17,6,1.2,4,0.012,4
n_017_u_340_20,17,3.4,8,0.0509999999999997,15
n_026_u_520_18,26,5.2,10,0.089,23
n_009_u_180_14,9,1.8,5,0.0220000000000002,9
n_049_u_980_11,49,9.8,22,0.431,43
n_041_u_819_17,41,8.2,16,0.234,36
n_021_u_420_16,21,4.2,9,0.0790000000000002,19
n_012_u_240_17,12,2.4,5,0.0249999999999999,10
n_026_u_520_16,26,5.2,11,0.123,24
n_027_u_540_13,27,5.4,12,0.164,23
n_030_u_600_14,30,6,12,0.168,27
n_008_u_160_19,8,1.6,5,0.0150000000000001,6
n_032_u_640_20,32,6.4,13,0.152,28
n_029_u_580_13,29,5.8,14,0.129,25
n_022_u_440_14,22,4.4,9,0.128,19
n_043_u_860_14,43,8.6,18,0.309,36
n_034_u_680_16,34,6.8,14,0.179,31
n_038_u_760_14,38,7.6,16,0.279,35
n_033_u_660_16,33,6.6,14,0.204,28
n_039_u_780_14,39,7.8,16,0.275,33
n_006_u_120_16,6,1.2,3,0.012,5
n_035_u_700_14,35,7,17,0.223,29
n_016_u_320_13,16,3.2,7,0.048,15
n_010_u_200_16,10,2,6,0.028,10
n_028_u_560_14,28,5.6,12,0.146,25
n_019_u_380_18,19,3.8,8,0.0659999999999998,15
n_034_u_680_15,34,6.8,14,0.189,30
n_048_u_960_12,48,9.6,20,0.391,42
n_033_u_660_17,33,6.6,13,0.163,30
n_043_u_860_12,43,8.6,18,0.333,38
n_049_u_980_13,49,9.8,22,0.368,42
n_048_u_960_14,48,9.6,20,0.348,42
n_021_u_420_20,21,4.2,10,0.0579999999999998,19
n_005_u_100_16,5,1,3,0.0450000000000004,4
n_038_u_760_18,38,7.6,16,0.215,34
n_024_u_480_17,24,4.8,11,0.109,20
n_035_u_700_17,35,7,14,0.179,30
n_030_u_600_17,30,6,13,0.178,26
n_030_u_600_16,30,6,13,0.143,26
n_005_u_100_20,5,1,3,0.00999999999999979,4
n_027_u_540_15,27,5.4,11,0.137,23
n_030_u_600_15,30,6,13,0.169,27
n_030_u_600_21,30,6,14,0.0979999999999999,26
n_010_u_200_14,10,2,5,0.0259999999999998,9
n_022_u_440_15,22,4.4,9,0.0979999999999999,19
n_043_u_860_11,43,8.6,19,0.343,37
n_044_u_880_17,44,8.8,18,0.315,38
n_036_u_720_14,36,7.2,15,0.267,32
n_047_u_940_14,47,9.4,21,0.391,40
n_044_u_880_15,44,8.8,19,0.428,36
n_019_u_380_17,19,3.8,8,0.0660000000000003,18
n_025_u_500_18,25,5,12,0.1,22
n_016_u_320_15,16,3.2,7,0.048,15
n_015_u_300_14,15,3,6,0.0550000000000002,12
n_027_u_540_16,27,5.4,12,0.128,23
n_010_u_200_13,10,2,6,0.0259999999999998,10
n_015_u_300_16,15,3,7,0.0499999999999998,14
n_038_u_760_15,38,7.6,15,0.266,33
n_018_u_360_17,18,3.6,10,0.0550000000000002,16
n_011_u_220_19,11,2.2,6,0.032,9
n_049_u_980_12,49,9.8,20,0.422,40
n_044_u_880_18,44,8.8,19,0.307,38
n_011_u_220_17,11,2.2,6,0.0270000000000001,8
n_040_u_800_15,40,8,18,0.24,36
n_044_u_880_16,44,8.8,17,0.337,39
n_005_u_100_17,5,1,3,0.016,4
n_014_u_280_16,14,2.8,7,0.04,12
n_023_u_459_17,23,4.6,10,0.097,19
n_007_u_140_17,7,1.4,4,0.0129999999999999,6
n_018_u_360_21,18,3.6,8,0.0670000000000002,15
n_011_u_220_20,11,2.2,6,0.0270000000000001,9
n_036_u_720_17,36,7.2,14,0.198,32
n_011_u_220_18,11,2.2,5,0.0289999999999999,9
n_016_u_320_14,16,3.2,7,0.0409999999999999,14
n_038_u_760_16,38,7.6,17,0.271,30
n_046_u_920_16,46,9.2,19,0.314,41
n_029_u_580_14,29,5.8,12,0.138,26
n_045_u_900_17,45,9,19,0.282,36
n_023_u_459_15,23,4.6,10,0.109,20
n_047_u_940_15,47,9.4,22,0.343,41
n_032_u_640_19,32,6.4,16,0.145,27
n_041_u_819_14,41,8.2,17,0.277,36
n_013_u_260_18,13,2.6,6,0.024,12
n_012_u_240_19,12,2.4,6,0.0289999999999999,11
n_018_u_360_18,18,3.6,8,0.0760000000000001,16
n_045_u_900_16,45,9,19,0.328,40
n_039_u_780_19,39,7.8,16,0.23,33
n_008_u_160_16,8,1.6,4,0.016,7
n_034_u_680_21,34,6.8,13,0.153,30
n_024_u_480_18,24,4.8,10,0.0899999999999999,22
n_020_u_400_18,20,4,9,0.0750000000000002,17
n_038_u_760_17,38,7.6,17,0.248,31
n_023_u_459_14,23,4.6,10,0.114,18
n_006_u_120_21,6,1.2,3,0.012,5
n_034_u_680_17,34,6.8,17,0.238,29
n_024_u_480_20,24,4.8,11,0.11,20
n_005_u_100_19,5,1,3,0.0089999999999999,5
n_040_u_800_14,40,8,15,0.241,36
n_029_u_580_16,29,5.8,13,0.14,26
n_039_u_780_17,39,7.8,17,0.245,32
n_012_u_240_18,12,2.4,5,0.032,10
n_024_u_480_21,24,4.8,10,0.0970000000000004,21
n_045_u_900_21,45,9,20,0.243,40
n_014_u_280_17,14,2.8,8,0.0590000000000002,11
n_007_u_140_16,7,1.4,6,0.0139999999999998,7
n_006_u_120_19,6,1.2,3,0.0109999999999997,5
n_035_u_700_15,35,7,14,0.253,30
n_028_u_560_17,28,5.6,12,0.152,24
n_032_u_640_18,32,6.4,15,0.162,28
n_035_u_700_16,35,7,15,0.184,30
n_024_u_480_19,24,4.8,12,0.114,22
n_027_u_540_17,27,5.4,12,0.144,24
n_028_u_560_15,28,5.6,11,0.169,23
n_039_u_780_18,39,7.8,17,0.325,34
n_019_u_380_22,19,3.8,9,0.0529999999999999,17
n_050_u_1000_17,50,10,20,0.35,45
n_012_u_240_23,12,2.4,7,0.032,9
n_021_u_420_17,21,4.2,10,0.0749999999999997,18
n_031_u_620_18,31,6.2,13,0.171,27
n_006_u_120_20,6,1.2,3,0.0110000000000001,5
n_043_u_860_22,43,8.6,17,0.219,36
n_041_u_819_15,41,8.2,19,0.252,36
n_026_u_520_19,26,5.2,14,0.105,22
n_050_u_1000_16,50,10,23,0.395,41
n_025_u_500_20,25,5,11,0.0979999999999999,24
n_018_u_360_20,18,3.6,8,0.0720000000000001,15
n_043_u_860_15,43,8.6,18,0.309,37
n_049_u_980_14,49,9.8,20,0.401,41
n_045_u_900_18,45,9,18,0.344,38
n_050_u_1000_15,50,10,20,0.437,44
n_008_u_160_17,8,1.6,4,0.0169999999999999,7
n_010_u_200_24,10,2,5,0.0209999999999999,8
n_031_u_620_22,31,6.2,13,0.178,28
n_042_u_840_14,42,8.4,19,0.319,36
n_037_u_740_18,37,7.4,17,0.262,32
n_010_u_200_17,10,2,5,0.024,9
n_017_u_340_19,17,3.4,6,0.0569999999999999,16
n_009_u_180_16,9,1.8,5,0.016,7
n_020_u_400_17,20,4,10,0.085,17
n_019_u_380_20,19,3.8,9,0.085,17
n_029_u_580_15,29,5.8,15,0.186,23
n_012_u_240_20,12,2.4,6,0.036,11
n_036_u_720_18,36,7.2,15,0.213,32
n_043_u_860_18,43,8.6,20,0.276,38
n_025_u_500_19,25,5,10,0.122,22
n_047_u_940_17,47,9.4,21,0.358,40
n_016_u_320_16,16,3.2,7,0.0580000000000003,14
n_019_u_380_21,19,3.8,9,0.0800000000000001,16
n_010_u_200_20,10,2,4,0.0249999999999999,9
n_038_u_760_19,38,7.6,16,0.279,33
n_017_u_340_17,17,3.4,8,0.0640000000000001,15
n_017_u_340_18,17,3.4,8,0.0750000000000002,14
n_040_u_800_17,40,8,17,0.272,35
n_031_u_620_19,31,6.2,12,0.171,27
n_043_u_860_16,43,8.6,18,0.309,36
n_047_u_940_16,47,9.4,19,0.34,41
n_043_u_860_17,43,8.6,20,0.316,35
n_046_u_920_18,46,9.2,18,0.348,41
n_048_u_960_15,48,9.6,22,0.368,43
n_027_u_540_18,27,5.4,14,0.149,22
n_033_u_660_19,33,6.6,13,0.182,28
n_007_u_140_19,7,1.4,4,0.02,5
n_010_u_200_18,10,2,5,0.0190000000000001,9
n_036_u_720_16,36,7.2,16,0.221,31
n_014_u_280_19,14,2.8,7,0.044,13
n_021_u_420_18,21,4.2,10,0.0989999999999998,17
n_010_u_200_19,10,2,7,0.0259999999999998,9
n_025_u_500_24,25,5,11,0.138,23
n_040_u_800_16,40,8,17,0.343,35
n_005_u_100_21,5,1,3,0.0449999999999999,4
n_048_u_960_18,48,9.6,22,0.354,41
n_023_u_459_18,23,4.6,10,0.0939999999999999,21
n_014_u_280_18,14,2.8,6,0.0409999999999999,12
n_007_u_140_18,7,1.4,5,0.0129999999999999,6
n_032_u_640_23,32,6.4,14,0.156,28
n_013_u_260_20,13,2.6,6,0.0369999999999999,12
n_037_u_740_21,37,7.4,19,0.209,30
n_015_u_300_17,15,3,8,0.0409999999999999,13
n_022_u_440_17,22,4.4,10,0.101,19
n_037_u_740_19,37,7.4,16,0.229,33
n_025_u_500_21,25,5,11,0.0999999999999996,22
n_023_u_459_25,23,4.6,11,0.134,20
n_036_u_720_15,36,7.2,15,0.232,32
n_042_u_840_15,42,8.4,18,0.285,34
n_049_u_980_15,49,9.8,20,0.377,42
n_037_u_740_22,37,7.4,17,0.219,30
n_015_u_300_20,15,3,7,0.04,13
n_037_u_740_20,37,7.4,14,0.2,34
n_009_u_180_17,9,1.8,4,0.0150000000000001,8
n_030_u_600_20,30,6,14,0.139,27
n_031_u_620_21,31,6.2,14,0.175,27
n_046_u_920_17,46,9.2,18,0.467,38
n_018_u_360_22,18,3.6,10,0.0580000000000003,15
n_023_u_459_21,23,4.6,10,0.11,20
n_034_u_680_18,34,6.8,14,0.202,29
n_020_u_400_20,20,4,9,0.104,17
n_042_u_840_17,42,8.4,17,0.267,36
n_005_u_100_18,5,1,3,0.348,5
n_032_u_640_21,32,6.4,13,0.173,28
n_023_u_459_19,23,4.6,9,0.108,19
n_020_u_400_19,20,4,8,0.0819999999999999,17
n_016_u_320_17,16,3.2,7,0.0579999999999998,15
n_032_u_640_22,32,6.4,12,0.15,29
n_040_u_800_18,40,8,16,0.249,36
n_013_u_260_19,13,2.6,6,0.0409999999999999,11
n_023_u_459_20,23,4.6,10,0.11,19
n_029_u_580_17,29,5.8,12,0.158,25
n_009_u_180_19,9,1.8,5,0.0219999999999998,7
n_007_u_140_20,7,1.4,4,0.0110000000000001,6
n_047_u_940_22,47,9.4,22,0.326,39
n_049_u_980_18,49,9.8,21,0.399,40
n_027_u_540_19,27,5.4,12,0.117,23
n_041_u_819_16,41,8.2,18,0.273,36
n_033_u_660_18,33,6.6,14,0.209,30
n_026_u_520_21,26,5.2,12,0.114,21
n_041_u_819_18,41,8.2,18,0.301,36
n_027_u_540_20,27,5.4,13,0.149,23
n_039_u_780_20,39,7.8,18,0.261,31
n_008_u_160_18,8,1.6,5,0.0139999999999998,7
n_030_u_600_18,30,6,13,0.188,26
n_044_u_880_19,44,8.8,18,0.282,40
n_028_u_560_18,28,5.6,12,0.13,25
n_022_u_440_18,22,4.4,8,0.0989999999999998,18
n_014_u_280_24,14,2.8,7,0.032,13
n_006_u_120_22,6,1.2,3,0.00900000000000034,5
n_030_u_600_19,30,6,13,0.197,24
n_008_u_160_20,8,1.6,5,0.0150000000000001,7
n_018_u_360_19,18,3.6,9,0.0749999999999997,15
n_038_u_760_21,38,7.6,17,0.285,31
n_028_u_560_21,28,5.6,12,0.123,25
n_044_u_880_23,44,8.8,20,0.272,40
n_038_u_760_20,38,7.6,16,0.229,32
n_005_u_100_23,5,1,4,0.00800000000000001,5
n_047_u_940_18,47,9.4,20,0.372,38
n_038_u_760_25,38,7.6,17,0.181,33
n_011_u_220_21,11,2.2,6,0.028,10
n_005_u_100_22,5,1,3,0.00699999999999967,5
n_016_u_320_20,16,3.2,8,0.0590000000000002,13
n_005_u_100_27,5,1,4,0.00700000000000012,5
n_048_u_960_17,48,9.6,20,0.348,43
n_045_u_900_19,45,9,21,0.35,38
n_034_u_680_19,34,6.8,14,0.197,31
n_020_u_400_21,20,4,9,0.0760000000000001,18
n_045_u_900_20,45,9,20,0.427,37
n_036_u_720_26,36,7.2,15,0.166,30
n_022_u_440_20,22,4.4,10,0.0940000000000003,19
n_035_u_700_18,35,7,15,0.188,31
n_011_u_220_25,11,2.2,5,0.0369999999999999,9
n_026_u_520_20,26,5.2,11,0.108,23
n_019_u_380_23,19,3.8,10,0.0609999999999999,17
n_014_u_280_20,14,2.8,7,0.0370000000000004,11
n_012_u_240_21,12,2.4,6,0.036,9
n_021_u_420_19,21,4.2,9,0.0830000000000002,20
n_012_u_240_22,12,2.4,6,0.028,10
n_018_u_360_28,18,3.6,7,0.0449999999999999,15
n_031_u_620_23,31,6.2,12,0.171,27
n_015_u_300_19,15,3,7,0.0449999999999999,13
n_042_u_840_16,42,8.4,19,0.315,36
n_027_u_540_25,27,5.4,11,0.093,24
n_048_u_960_16,48,9.6,23,0.41,40
n_018_u_360_24,18,3.6,9,0.0710000000000002,17
n_018_u_360_23,18,3.6,8,0.073,15
n_029_u_580_18,29,5.8,12,0.158,24
n_046_u_920_20,46,9.2,19,0.282,40
n_009_u_180_18,9,1.8,5,0.0249999999999999,9
n_050_u_1000_19,50,10,23,0.358,43
n_021_u_420_21,21,4.2,9,0.109,18
n_033_u_660_21,33,6.6,14,0.184,28
n_044_u_880_20,44,8.8,18,0.311,40
n_033_u_660_20,33,6.6,14,0.174,27
n_036_u_720_19,36,7.2,16,0.265,32
n_040_u_800_19,40,8,17,0.303,34
n_038_u_760_22,38,7.6,17,0.257,31
n_049_u_980_19,49,9.8,21,0.364,40
n_036_u_720_22,36,7.2,14,0.23,31
n_013_u_260_22,13,2.6,6,0.0350000000000001,11
n_015_u_300_18,15,3,8,0.0500000000000003,11
n_011_u_220_22,11,2.2,6,0.028,10
n_007_u_140_21,7,1.4,3,0.0180000000000002,6
n_024_u_480_26,24,4.8,11,0.101,21
n_024_u_480_22,24,4.8,9,0.138,20
n_029_u_580_21,29,5.8,12,0.135,26
n_017_u_340_21,17,3.4,8,0.0550000000000002,15
n_036_u_720_20,36,7.2,16,0.229,31
n_045_u_900_24,45,9,20,0.315,39
n_040_u_800_20,40,8,16,0.201,37
n_005_u_100_24,5,1,3,0.044,5
n_036_u_720_21,36,7.2,16,0.224,31
n_016_u_320_21,16,3.2,8,0.048,12
n_007_u_140_22,7,1.4,3,0.0139999999999998,6
n_025_u_500_22,25,5,11,0.12,22
n_044_u_880_22,44,8.8,18,0.291,39
n_012_u_240_26,12,2.4,7,0.0260000000000002,11
n_043_u_860_21,43,8.6,18,0.303,38
n_022_u_440_19,22,4.4,9,0.0910000000000002,19
n_031_u_620_20,31,6.2,15,0.191,26
n_028_u_560_20,28,5.6,14,0.126,24
n_027_u_540_21,27,5.4,12,0.148,23
n_031_u_620_29,31,6.2,12,0.134,27
n_050_u_1000_20,50,10,22,0.344,45
n_020_u_400_22,20,4,10,0.077,18
n_033_u_660_22,33,6.6,15,0.186,30
n_011_u_220_24,11,2.2,5,0.0339999999999998,10
n_010_u_200_23,10,2,5,0.0219999999999998,9
n_035_u_700_19,35,7,15,0.233,30
n_025_u_500_23,25,5,11,0.161,22
n_034_u_680_20,34,6.8,17,0.166,29
n_024_u_480_23,24,4.8,11,0.0960000000000001,21
n_039_u_780_22,39,7.8,19,0.272,33
n_018_u_360_25,18,3.6,7,0.0720000000000001,16
n_040_u_800_21,40,8,17,0.268,36
n_006_u_120_24,6,1.2,4,0.0089999999999999,5
n_045_u_900_23,45,9,19,0.314,40
n_035_u_700_21,35,7,15,0.216,29
n_007_u_140_23,7,1.4,3,0.0139999999999998,6
n_017_u_340_22,17,3.4,8,0.0569999999999999,14
n_031_u_620_24,31,6.2,12,0.172,28
n_039_u_780_21,39,7.8,16,0.224,34
n_025_u_500_27,25,5,11,0.0840000000000001,22
n_028_u_560_19,28,5.6,12,0.139,24
n_049_u_980_17,49,9.8,22,0.463,43
n_031_u_620_25,31,6.2,14,0.201,26
n_006_u_120_23,6,1.2,3,0.016,5
n_034_u_680_22,34,6.8,15,0.188,29
n_012_u_240_25,12,2.4,6,0.04,11
n_026_u_520_23,26,5.2,12,0.16,22
n_043_u_860_20,43,8.6,17,0.304,39
n_050_u_1000_21,50,10,20,0.409,42
n_032_u_640_24,32,6.4,14,0.252,26
n_050_u_1000_23,50,10,19,0.426,43
n_041_u_819_22,41,8.2,20,0.3,36
n_049_u_980_27,49,9.8,21,0.272,44
n_020_u_400_23,20,4,9,0.13,19
n_040_u_800_26,40,8,15,0.232,34
n_019_u_380_25,19,3.8,8,0.0679999999999996,15
n_050_u_1000_22,50,10,24,0.465,38
n_008_u_160_24,8,1.6,4,0.0129999999999999,7
n_042_u_840_18,42,8.4,18,0.378,36
n_046_u_920_19,46,9.2,19,0.359,40
n_007_u_140_28,7,1.4,4,0.012,6
n_045_u_900_22,45,9,19,0.398,37
n_023_u_459_24,23,4.6,10,0.107,20
n_029_u_580_22,29,5.8,12,0.167,26
n_016_u_320_19,16,3.2,8,0.0579999999999998,13
n_047_u_940_19,47,9.4,19,0.443,42
n_009_u_180_20,9,1.8,5,0.0289999999999999,8
n_041_u_819_19,41,8.2,15,0.366,36
n_043_u_860_19,43,8.6,20,0.375,35
n_016_u_320_29,16,3.2,7,0.0489999999999999,14
n_030_u_600_22,30,6,15,0.198,24
n_017_u_340_23,17,3.4,9,0.0620000000000003,15
n_049_u_980_16,49,9.8,23,0.494,41
n_017_u_340_25,17,3.4,8,0.0649999999999999,14
n_008_u_160_21,8,1.6,4,0.0170000000000003,7
n_037_u_740_23,37,7.4,14,0.22,33
n_013_u_260_21,13,2.6,6,0.0510000000000002,11
n_010_u_200_22,10,2,5,0.0800000000000001,10
n_044_u_880_24,44,8.8,18,0.307,39
n_047_u_940_20,47,9.4,20,0.352,42
n_010_u_200_21,10,2,6,0.0270000000000001,8
n_021_u_420_25,21,4.2,11,0.0649999999999999,18
n_014_u_280_21,14,2.8,7,0.0410000000000004,12
n_024_u_480_25,24,4.8,10,0.173,21
n_011_u_220_26,11,2.2,5,0.0169999999999999,9
n_020_u_400_29,20,4,8,0.0710000000000002,18
n_020_u_400_24,20,4,9,0.14,19
n_037_u_740_27,37,7.4,16,0.258,32
n_012_u_240_24,12,2.4,6,0.0980000000000003,11
n_044_u_880_30,44,8.8,18,0.225,40
n_038_u_760_24,38,7.6,16,0.206,34
n_017_u_340_24,17,3.4,8,0.114,14
n_042_u_840_19,42,8.4,17,0.339,38
n_035_u_700_20,35,7,15,0.239,30
n_019_u_380_24,19,3.8,8,0.148,17
n_005_u_100_26,5,1,4,0.00999999999999979,5
n_030_u_600_23,30,6,13,0.183,29
n_011_u_220_32,11,2.2,5,0.0199999999999996,10
n_033_u_660_23,33,6.6,14,0.234,28
n_009_u_180_21,9,1.8,4,0.0189999999999997,8
n_038_u_760_28,38,7.6,18,0.184,34
n_021_u_420_22,21,4.2,10,0.0880000000000001,20
n_014_u_280_22,14,2.8,7,0.0920000000000001,12
n_042_u_840_22,42,8.4,18,0.315,34
n_023_u_459_23,23,4.6,10,0.0989999999999998,21
n_025_u_500_26,25,5,10,0.188,21
n_029_u_580_30,29,5.8,12,0.129,27
n_016_u_320_18,16,3.2,8,0.123,13
n_031_u_620_26,31,6.2,14,0.255,28
n_024_u_480_27,24,4.8,10,0.0959999999999996,21
n_009_u_180_24,9,1.8,6,0.0219999999999998,9
n_018_u_360_27,18,3.6,8,0.052,16
n_033_u_660_24,33,6.6,14,0.188,28
n_039_u_780_24,39,7.8,15,0.214,32
n_041_u_819_21,41,8.2,15,0.314,36
n_027_u_540_22,27,5.4,13,0.122,24
n_026_u_520_22,26,5.2,10,0.143,22
n_022_u_440_22,22,4.4,11,0.0659999999999998,20
n_022_u_440_21,22,4.4,10,0.169,19
n_006_u_120_26,6,1.2,3,0.012,5
n_032_u_640_26,32,6.4,14,0.207,30
n_040_u_800_22,40,8,17,0.327,35
n_048_u_960_19,48,9.6,19,0.483,40
n_008_u_160_23,8,1.6,4,0.016,7
n_044_u_880_21,44,8.8,18,0.339,38
n_005_u_100_30,5,1,3,0.0789999999999997,5
n_007_u_140_24,7,1.4,4,0.0100000000000002,7
n_023_u_459_22,23,4.6,10,0.156,21
n_034_u_680_26,34,6.8,14,0.155,30
n_046_u_920_22,46,9.2,20,0.436,39
n_024_u_480_33,24,4.8,11,0.0899999999999999,20
n_025_u_500_25,25,5,11,0.112,21
n_038_u_760_23,38,7.6,16,0.36,33
n_033_u_660_30,33,6.6,13,0.148,29
n_037_u_740_24,37,7.4,17,0.321,34
n_036_u_720_25,36,7.2,17,0.225,31
n_005_u_100_25,5,1,3,0.0110000000000001,5
n_029_u_580_20,29,5.8,15,0.212,25
n_011_u_220_23,11,2.2,5,0.0270000000000001,10
n_045_u_900_25,45,9,19,0.264,40
n_046_u_920_21,46,9.2,19,0.463,38
n_015_u_300_21,15,3,6,0.0390000000000001,13
n_013_u_260_24,13,2.6,6,0.028,12
n_049_u_980_22,49,9.8,21,0.403,44
n_027_u_540_23,27,5.4,11,0.0999999999999996,26
n_049_u_980_20,49,9.8,22,0.468,42
n_030_u_600_24,30,6,15,0.218,24
n_022_u_440_25,22,4.4,10,0.081,20
n_049_u_980_23,49,9.8,20,0.449,41
n_030_u_600_25,30,6,15,0.147,26
n_018_u_360_31,18,3.6,8,0.0429999999999997,16
n_030_u_600_26,30,6,14,0.216,26
n_019_u_380_27,19,3.8,9,0.0659999999999998,16
n_037_u_740_26,37,7.4,15,0.197,32
n_012_u_240_27,12,2.4,5,0.0299999999999998,11
n_013_u_260_23,13,2.6,6,0.028,12
n_020_u_400_25,20,4,9,0.0619999999999998,18
n_033_u_660_25,33,6.6,14,0.2,27
n_032_u_640_25,32,6.4,12,0.168,29
n_041_u_819_20,41,8.2,17,0.332,36
n_018_u_360_26,18,3.6,9,0.0539999999999998,14
n_044_u_880_26,44,8.8,18,0.327,37
n_021_u_420_24,21,4.2,9,0.085,17
n_016_u_320_24,16,3.2,7,0.0470000000000002,14
n_047_u_940_21,47,9.4,18,0.392,41
n_016_u_320_22,16,3.2,8,0.0440000000000005,14
n_008_u_160_22,8,1.6,4,0.016,7
n_044_u_880_25,44,8.8,20,0.362000000000001,36
n_049_u_980_21,49,9.8,21,0.469,41
n_016_u_320_25,16,3.2,6,0.0480000000000005,15
n_031_u_620_28,31,6.2,12,0.133,28
n_029_u_580_19,29,5.8,13,0.145,24
n_011_u_220_28,11,2.2,7,0.0249999999999995,10
