n,u,Algorithm,mean,sd,min_p,max_p,n_obs,CI
37,"7,4",FTpEDF,"12,86","0,903733751653412",11,15,50,"0,256838290425259"
38,"7,6",FTpEDF,"13,62","1,00792775899215",12,16,50,"0,286449899672427"
39,"7,8",FTpEDF,"13,88","0,961291648072041",12,16,50,"0,273196063596382"
40,8,FTpEDF,"13,76","0,959591749928381",12,16,50,"0,272712957889291"
41,"8,2",FTpEDF,"14,34","1,17125434244398",12,17,50,"0,332866801108298"
42,"8,4",FTpEDF,"14,78","1,20017005597761",13,17,50,"0,341084555968972"
43,"8,6",FTpEDF,"15,04","0,902603942796075",13,17,50,"0,256517202300692"
44,"8,8",FTpEDF,"15,12","1,08119359590997",13,17,50,"0,307271820139735"
45,9,FTpEDF,"15,46","0,952119011597236",14,18,50,"0,270589229153637"
46,"9,2",FTpEDF,"15,68","0,913392420751187",14,18,50,"0,25958325381112"
47,"9,4",FTpEDF,"16,24","1,30243100800474",14,19,50,"0,370146796975081"
48,"9,6",FTpEDF,"16,38","0,966584561373558",14,18,50,"0,274700292913085"
49,"9,8",FTpEDF,"17,04","1,10582871316364",15,20,50,"0,314273042997995"
50,10,FTpEDF,"17,26","1,3063424559605",15,20,50,"0,371258418184542"
5,1,SA-FTpEDF,"3,02","0,14142135623731",3,4,50,"0,0401915047425848"
6,"1,2",SA-FTpEDF,"3,02","0,14142135623731",3,4,50,"0,0401915047425848"
7,"1,4",SA-FTpEDF,"3,24","0,4314191105869",3,4,50,"0,122607954629562"
8,"1,6",SA-FTpEDF,"3,54","0,503457433905888",3,4,50,"0,143081019592003"
9,"1,8",SA-FTpEDF,"3,98","0,377424137532083",3,5,50,"0,107262753074806"
10,2,SA-FTpEDF,"4,16","0,370328039909021",4,5,50,"0,105246064444041"
11,"2,2",SA-FTpEDF,"4,34","0,519418827505653",4,6,50,"0,147617197462385"
12,"2,4",SA-FTpEDF,"4,74","0,564602081296272",4,6,50,"0,160458136110745"
13,"2,6",SA-FTpEDF,"4,92","0,395897327444315",4,6,50,"0,112512775558838"
14,"2,8",SA-FTpEDF,"5,26","0,443087497693452",5,6,50,"0,125924073553951"
15,3,SA-FTpEDF,"5,4","0,534522483824849",5,7,50,"0,151909609094789"
16,"3,2",SA-FTpEDF,"5,78","0,545482374058194",5,7,50,"0,155024375435684"
17,"3,4",SA-FTpEDF,"6,1","0,505076272276105",5,8,50,"0,143541088366374"
18,"3,6",SA-FTpEDF,"6,56","0,704504457482169",6,9,50,"0,200217951499158"
19,"3,8",SA-FTpEDF,"6,7","0,580288457473997",6,8,50,"0,164916154894578"
20,4,SA-FTpEDF,"6,92","0,565685424949238",6,8,50,"0,160766018970339"
21,"4,2",SA-FTpEDF,"7,34","0,592814112035612",7,9,50,"0,168475906534014"
22,"4,4",SA-FTpEDF,"7,42","0,537947725250364",7,9,50,"0,152883051937234"
23,"4,6",SA-FTpEDF,"7,88","0,659003576838331",7,9,50,"0,187286744297892"
24,"4,8",SA-FTpEDF,8,"0,63887656499994",7,9,50,"0,181566710822896"
25,5,SA-FTpEDF,"8,4","0,534522483824849",7,9,50,"0,151909609094789"
26,"5,2",SA-FTpEDF,"8,6","0,63887656499994",8,10,50,"0,181566710822896"
27,"5,4",SA-FTpEDF,"9,18","0,719693812446286",8,11,50,"0,204534718416968"
28,"5,6",SA-FTpEDF,"9,3","0,677630927178938",8,12,50,"0,19258057869091"
29,"5,8",SA-FTpEDF,"9,68","0,68332918532008",9,11,50,"0,194200005736426"
30,6,SA-FTpEDF,"10,12","0,773014243341068",9,12,50,"0,219688217210942"
31,"6,2",SA-FTpEDF,"10,32","0,712569366476567",9,12,50,"0,202509973275225"
32,"6,4",SA-FTpEDF,"10,64","0,692820323027551",10,13,50,"0,196897357227966"
33,"6,6",SA-FTpEDF,"10,86","0,833238089795296",10,14,50,"0,236803644999092"
34,"6,8",SA-FTpEDF,"11,44","0,643967295404837",10,13,50,"0,183013480396144"
35,7,SA-FTpEDF,"11,76","1,07968249301092",10,16,50,"0,306842369447495"
36,"7,2",SA-FTpEDF,"11,9","0,994884876941723",10,16,50,"0,282743153607094"
37,"7,4",SA-FTpEDF,"12,1","0,788954358370519",11,14,50,"0,224218347778553"
38,"7,6",SA-FTpEDF,"12,58","0,78480466827545",11,14,50,"0,223039018902252"
39,"7,8",SA-FTpEDF,"12,78","0,789988375011342",11,14,50,"0,224512212056405"
40,8,SA-FTpEDF,"13,04","0,727309832077592",12,15,50,"0,206699167247579"
41,"8,2",SA-FTpEDF,"13,5","0,707106781186548",12,15,50,"0,200957523712924"
42,"8,4",SA-FTpEDF,"13,86","0,833238089795296",12,16,50,"0,236803644999092"
43,"8,6",SA-FTpEDF,"14,14","0,670363897522861",13,16,50,"0,190515311713859"
44,"8,8",SA-FTpEDF,"14,16","0,933721979335325",13,17,50,"0,265360850434348"
45,9,SA-FTpEDF,"14,68","0,84370417487048",13,17,50,"0,23977807346681"
46,"9,2",SA-FTpEDF,"14,88","0,939821954479916",13,18,50,"0,267094444189043"
47,"9,4",SA-FTpEDF,"15,3","1,09264703862703",13,18,50,"0,310526852544522"
48,"9,6",SA-FTpEDF,"15,52","0,838852471765897",14,17,50,"0,238399234700689"
49,"9,8",SA-FTpEDF,"16,06","0,890081399625441",14,18,50,"0,252958334908788"
50,10,SA-FTpEDF,"16,02","0,868731188314901",14,18,50,"0,246890671990164"
5,1,W-GA-FTpEDF,3,0,3,3,50,0
6,"1,2",W-GA-FTpEDF,"3,02","0,14142135623731",3,4,50,"0,0401915047425848"
7,"1,4",W-GA-FTpEDF,"3,28","0,453557367611073",3,4,50,"0,128899577661988"
8,"1,6",W-GA-FTpEDF,"3,68","0,471212071499161",3,4,50,"0,133916988991691"
9,"1,8",W-GA-FTpEDF,"4,02","0,318798765777449",3,5,50,"0,0906016067698706"
10,2,W-GA-FTpEDF,"4,2","0,404061017820884",4,5,50,"0,114832870693099"
11,"2,2",W-GA-FTpEDF,"4,54","0,503457433905888",4,5,50,"0,143081019592003"
12,"2,4",W-GA-FTpEDF,"4,94","0,469910977239958",4,6,50,"0,133547222094522"
13,"2,6",W-GA-FTpEDF,"5,14","0,404565778814466",4,6,50,"0,114976322180252"
14,"2,8",W-GA-FTpEDF,"5,6","0,494871659305394",5,6,50,"0,140640969448547"
15,3,W-GA-FTpEDF,"5,8","0,571428571428571",5,7,50,"0,162398203140417"
16,"3,2",W-GA-FTpEDF,"6,16","0,548095031235739",5,7,50,"0,155766884390031"
17,"3,4",W-GA-FTpEDF,"6,5","0,543983793275993",6,8,50,"0,154598483489677"
18,"3,6",W-GA-FTpEDF,7,"0,782460796435952",6,9,50,"0,222372897895782"
19,"3,8",W-GA-FTpEDF,"7,28","0,572855361593241",6,8,50,"0,162803692418668"
20,4,W-GA-FTpEDF,"7,48","0,735124590301063",6,10,50,"0,208920096961149"
21,"4,2",W-GA-FTpEDF,"7,82","0,719693812446286",7,9,50,"0,204534718416968"
22,"4,4",W-GA-FTpEDF,"8,06","0,585888475840282",7,9,50,"0,166507662504994"
23,"4,6",W-GA-FTpEDF,"8,62","0,752953368748825",7,10,50,"0,213986979733333"
24,"4,8",W-GA-FTpEDF,"8,68","0,740656079818041",7,10,50,"0,210492128888082"
25,5,W-GA-FTpEDF,"8,9","0,580288457473997",8,10,50,"0,164916154894578"
26,"5,2",W-GA-FTpEDF,"9,36","0,721676053732291",8,11,50,"0,205098065157284"
27,"5,4",W-GA-FTpEDF,"9,86","0,808374534331149",8,12,50,"0,229737500719738"
28,"5,6",W-GA-FTpEDF,"10,18","0,800255061380624",9,13,50,"0,227429972038916"
29,"5,8",W-GA-FTpEDF,"10,46","0,813408048313529",9,13,50,"0,231168009565624"
30,6,W-GA-FTpEDF,"11,06","0,818410604994429",10,13,50,"0,232589720443775"
31,"6,2",W-GA-FTpEDF,"11,14","0,808374534331149",10,13,50,"0,229737500719738"
32,"6,4",W-GA-FTpEDF,"11,48","0,735124590301063",10,14,50,"0,208920096961149"
33,"6,6",W-GA-FTpEDF,"11,62","0,987472551930597",10,14,50,"0,28063659414702"
34,"6,8",W-GA-FTpEDF,"12,08","0,751596939312338",10,14,50,"0,213601486752781"
35,7,W-GA-FTpEDF,"12,56","1,19795744532781",11,17,50,"0,340455738979861"
36,"7,2",W-GA-FTpEDF,"12,96","1,10582871316364",11,17,50,"0,314273042997995"
37,"7,4",W-GA-FTpEDF,"12,86","0,903733751653412",11,15,50,"0,256838290425259"
38,"7,6",W-GA-FTpEDF,"13,62","1,00792775899215",12,16,50,"0,286449899672427"
39,"7,8",W-GA-FTpEDF,"13,88","0,961291648072041",12,16,50,"0,273196063596382"
40,8,W-GA-FTpEDF,"13,76","0,959591749928381",12,16,50,"0,272712957889291"
41,"8,2",W-GA-FTpEDF,"14,34","1,17125434244398",12,17,50,"0,332866801108298"
42,"8,4",W-GA-FTpEDF,"14,78","1,20017005597761",13,17,50,"0,341084555968972"
43,"8,6",W-GA-FTpEDF,"15,04","0,902603942796075",13,17,50,"0,256517202300692"
44,"8,8",W-GA-FTpEDF,"15,12","1,08119359590997",13,17,50,"0,307271820139735"
45,9,W-GA-FTpEDF,"15,46","0,952119011597236",14,18,50,"0,270589229153637"
46,"9,2",W-GA-FTpEDF,"15,68","0,913392420751187",14,18,50,"0,25958325381112"
47,"9,4",W-GA-FTpEDF,"16,24","1,30243100800474",14,19,50,"0,370146796975081"
48,"9,6",W-GA-FTpEDF,"16,38","0,966584561373558",14,18,50,"0,274700292913085"
49,"9,8",W-GA-FTpEDF,"17,04","1,10582871316364",15,20,50,"0,314273042997995"
50,10,W-GA-FTpEDF,"17,26","1,3063424559605",15,20,50,"0,371258418184542"
5,1,S-GA-FTpEDF,"3,02","0,14142135623731",3,4,50,"0,0401915047425848"
6,"1,2",S-GA-FTpEDF,"3,02","0,14142135623731",3,4,50,"0,0401915047425848"
7,"1,4",S-GA-FTpEDF,"3,24","0,4314191105869",3,4,50,"0,122607954629562"
8,"1,6",S-GA-FTpEDF,"3,54","0,503457433905888",3,4,50,"0,143081019592003"
9,"1,8",S-GA-FTpEDF,"3,98","0,377424137532083",3,5,50,"0,107262753074806"
10,2,S-GA-FTpEDF,"4,16","0,370328039909021",4,5,50,"0,105246064444041"
11,"2,2",S-GA-FTpEDF,"4,3","0,505076272276105",4,6,50,"0,143541088366374"
12,"2,4",S-GA-FTpEDF,"4,74","0,564602081296272",4,6,50,"0,160458136110745"
13,"2,6",S-GA-FTpEDF,"4,9","0,416496563917521",4,6,50,"0,118367013790136"
14,"2,8",S-GA-FTpEDF,"5,2","0,404061017820884",5,6,50,"0,114832870693099"
15,3,S-GA-FTpEDF,"5,34","0,519418827505653",5,7,50,"0,147617197462385"
16,"3,2",S-GA-FTpEDF,"5,7","0,580288457473997",5,7,50,"0,164916154894578"
17,"3,4",S-GA-FTpEDF,"6,06","0,549953615854862",5,8,50,"0,156295088294458"
18,"3,6",S-GA-FTpEDF,"6,52","0,677329690921697",6,9,50,"0,192494968293841"
19,"3,8",S-GA-FTpEDF,"6,58","0,574633867460536",6,8,50,"0,163309138193634"
20,4,S-GA-FTpEDF,"6,82","0,560247758603645",6,8,50,"0,159220651293687"
21,"4,2",S-GA-FTpEDF,"7,22","0,615778916064352",6,9,50,"0,175002431626058"
22,"4,4",S-GA-FTpEDF,"7,26","0,486973158544552",7,9,50,"0,138396240369185"
23,"4,6",S-GA-FTpEDF,"7,76","0,686903730295503",7,9,50,"0,195215880178269"
24,"4,8",S-GA-FTpEDF,"7,92","0,600679886903675",7,9,50,"0,170711335017555"
25,5,S-GA-FTpEDF,"8,14","0,571785602748271",7,9,50,"0,162499670318789"
26,"5,2",S-GA-FTpEDF,"8,44","0,643967295404837",7,10,50,"0,183013480396144"
27,"5,4",S-GA-FTpEDF,9,"0,728431359084684",8,11,50,"0,207017901696348"
28,"5,6",S-GA-FTpEDF,"9,1","0,677630927178938",8,12,50,"0,19258057869091"
29,"5,8",S-GA-FTpEDF,"9,48","0,706818107248742",8,11,50,"0,200875483487536"
30,6,S-GA-FTpEDF,"9,78","0,789988375011342",9,12,50,"0,224512212056405"
31,"6,2",S-GA-FTpEDF,"10,02","0,5886685079439",9,11,50,"0,16729773888702"
32,"6,4",S-GA-FTpEDF,"10,24","0,686903730295503",9,13,50,"0,195215880178269"
33,"6,6",S-GA-FTpEDF,"10,64","0,827092275778864",10,14,50,"0,23505702398116"
34,"6,8",S-GA-FTpEDF,11,"0,728431359084684",10,13,50,"0,207017901696348"
35,7,S-GA-FTpEDF,"11,36","1,12049551720729",10,16,50,"0,318441302587373"
36,"7,2",S-GA-FTpEDF,"11,52","0,95276182860189",10,16,50,"0,270771915725019"
37,"7,4",S-GA-FTpEDF,"11,62","0,752953368748825",10,14,50,"0,213986979733333"
38,"7,6",S-GA-FTpEDF,"12,22","0,763718080264209",11,14,50,"0,217046276896324"
39,"7,8",S-GA-FTpEDF,"12,46","0,57887998826728",11,14,50,"0,164515872374966"
40,8,S-GA-FTpEDF,"12,54","0,761577310586391",11,15,50,"0,216437876885547"
41,"8,2",S-GA-FTpEDF,"12,94","0,818410604994429",11,15,50,"0,232589720443775"
42,"8,4",S-GA-FTpEDF,"13,36","0,827092275778864",12,15,50,"0,23505702398116"
43,"8,6",S-GA-FTpEDF,"13,62","0,779586494265272",12,15,50,"0,22155603025713"
44,"8,8",S-GA-FTpEDF,"13,74","0,899205998963212",13,17,50,"0,255551517348241"
45,9,S-GA-FTpEDF,"14,1","0,735402152927643",13,16,50,"0,208998979386826"
46,"9,2",S-GA-FTpEDF,"14,16","0,841766849294642",13,17,50,"0,239227491630085"
47,"9,4",S-GA-FTpEDF,"14,76","1,00122374102487",13,18,50,"0,284544638846939"
48,"9,6",S-GA-FTpEDF,"14,8","0,699854212223765",13,16,50,"0,198896366419435"
49,"9,8",S-GA-FTpEDF,"15,52","0,8628382211738",14,18,50,"0,245215909259123"
50,10,S-GA-FTpEDF,"15,58","0,78480466827545",14,17,50,"0,223039018902252"
