n,u,Algorithm,mean,sd,min_time,max_time,n_obs,CI
49,"9,8",FTpEDF,"0,61578","0,102760130837771","0,425000000000001","1,041",50,"0,0292041060544244"
50,10,FTpEDF,"0,63762","0,119720574331931","0,462","1,152",50,"0,0340242107632775"
5,1,SA-FTpEDF,"0,656039999999957","0,0996358594573084","0,5049999999992","1,15200000000004",50,"0,0283161979523815"
6,"1,2",SA-FTpEDF,"0,8667400000001","0,133613027899552","0,570999999999913","1,46299999999974",50,"0,0379724023823159"
7,"1,4",SA-FTpEDF,"1,09457999999988","0,134291806852469","0,850000000000364","1,51699999999983",50,"0,0381653092263116"
8,"1,6",SA-FTpEDF,"1,35930000000011","0,146835497293078","1,02900000000045","1,621000000001",50,"0,0417301866058446"
9,"1,8",SA-FTpEDF,"1,67185999999998","0,224909415779096","1,26900000000023","2,36599999999999",50,"0,0639185487358007"
10,2,SA-FTpEDF,"2,10553999999993","0,266459876368259","1,53000000000065","2,79599999999846",50,"0,0757270589796402"
11,"2,2",SA-FTpEDF,"2,40741999999995","0,365773102971317","1,84099999999853","4,10399999999936",50,"0,103951565689364"
12,"2,4",SA-FTpEDF,"2,77185999999972","0,279949194370147","2,13800000000083","3,7559999999994",50,"0,0795606807385585"
13,"2,6",SA-FTpEDF,"3,28910000000011","0,416142648717322","2,65200000000004","4,4989999999998",50,"0,118266432203127"
14,"2,8",SA-FTpEDF,"3,64544000000013","0,423594731230824","2,82200000000012","4,61700000000019",50,"0,120384290620359"
15,3,SA-FTpEDF,"4,10433999999994","0,430897241881727","3,3070000000007","5,12700000000041",50,"0,12245964118457"
16,"3,2",SA-FTpEDF,"4,7232","0,536606495126808","3,74799999999959","6,08699999999953",50,"0,152501878553624"
17,"3,4",SA-FTpEDF,"5,21416000000008","0,593128487301766","4,08300000000054","6,62700000000041",50,"0,168565250996101"
18,"3,6",SA-FTpEDF,"5,9343399999999","0,605119303804398","4,33899999999994","7,57999999999993",50,"0,171973003340975"
19,"3,8",SA-FTpEDF,"6,49213999999993","0,660416968162171","4,79100000000108","8,32300000000032",50,"0,187688425667713"
20,4,SA-FTpEDF,"7,18167999999994","0,75730182805496","5,50699999999961","9,58699999999953",50,"0,215222798194388"
21,"4,2",SA-FTpEDF,"7,96803999999989","0,898735005778782","6,42799999999988","10,009",50,"0,255417662566266"
22,"4,4",SA-FTpEDF,"8,58252","0,865660234993657","7,10099999999875","10,7600000000002",50,"0,246017916712892"
23,"4,6",SA-FTpEDF,"9,30732000000011","0,908665705800673","7,12299999999959","12,4240000000009",50,"0,258239936285359"
24,"4,8",SA-FTpEDF,"10,0632399999999","0,982185745764657","7,34100000000035","12,0939999999991",50,"0,279134100459044"
25,5,SA-FTpEDF,"10,7917400000001","1,04000525528512","8,91200000000026","13,2849999999999",50,"0,295566223251065"
26,"5,2",SA-FTpEDF,"11,92834","1,18796477667137","9,57699999999932","14,9989999999998",50,"0,337615853969689"
27,"5,4",SA-FTpEDF,"12,3765600000001","1,25675830417065","9,78200000000106","15,2989999999991",50,"0,357166758163445"
28,"5,6",SA-FTpEDF,"13,2271600000001","0,925138806132413","11,2700000000004","15,4500000000007",50,"0,262921539599906"
29,"5,8",SA-FTpEDF,"14,1155000000001","1,22385353682219","11,8099999999995","16,6240000000016",50,"0,347815326752193"
30,6,SA-FTpEDF,"15,1197600000001","1,72048352909214","11,5300000000007","19,9339999999993",50,"0,488956008900181"
31,"6,2",SA-FTpEDF,"16,4487599999999","1,63091130854083","13,0650000000005","19,9449999999997",50,"0,463499865479731"
32,"6,4",SA-FTpEDF,"16,9431399999999","1,84254625295699","12,2669999999998","20,7240000000002",50,"0,523645851195815"
33,"6,6",SA-FTpEDF,"18,4166599999999","1,77295065495283","14,7129999999997","21,7669999999998",50,"0,50386700108669"
34,"6,8",SA-FTpEDF,"19,2821600000001","1,80757238667264","15,6970000000001","23,0770000000011",50,"0,513706388373276"
35,7,SA-FTpEDF,"20,21974","1,77298829732432","15,6299999999992","23,4140000000007",50,"0,503877698930301"
36,"7,2",SA-FTpEDF,"21,6896600000001","1,88896272810329","18,4629999999997","27,5460000000003",50,"0,536837267475591"
37,"7,4",SA-FTpEDF,"23,0071199999999","2,11877103038142","17,6910000000007","29,7209999999995",50,"0,602148064349846"
38,"7,6",SA-FTpEDF,"23,5553599999998","2,04205905249533","19,4740000000002","29,8130000000001",50,"0,580346761455762"
39,"7,8",SA-FTpEDF,"25,04096","2,49378603209608","16,4339999999993","30,2330000000002",50,"0,70872614860088"
40,8,SA-FTpEDF,"26,5603999999998","2,43245090140687","19,4979999999996","31,8349999999991",50,"0,691294897327588"
41,"8,2",SA-FTpEDF,"26,9883399999999","3,03858587954111","19,6880000000001","35,7340000000004",50,"0,86355655211931"
42,"8,4",SA-FTpEDF,"28,8750599999999","2,96743704030315","22,982","35,3310000000001",50,"0,84333627573571"
43,"8,6",SA-FTpEDF,"30,38226","3,19819995807582","25,2999999999993","38,6880000000001",50,"0,908918371331725"
44,"8,8",SA-FTpEDF,"31,88554","2,97211566376135","26,3979999999992","38,8330000000005",50,"0,844665925810581"
45,9,SA-FTpEDF,"32,4154800000002","3,47490544425745","25,0210000000006","41,3199999999997",50,"0,987557200402958"
46,"9,2",SA-FTpEDF,"35,0855000000001","3,09257855063321","28,3330000000005","41,8770000000004",50,"0,878901099463499"
47,"9,4",SA-FTpEDF,"35,86816","3,1431199134304","28,7760000000017","43,5349999999999",50,"0,893264795842929"
48,"9,6",SA-FTpEDF,"37,4769","3,15144567570818","31,3259999999991","45,4390000000003",50,"0,895630951301879"
49,"9,8",SA-FTpEDF,"38,9331400000001","3,23725802348421","32,5750000000007","47,866",50,"0,920018550702533"
50,10,SA-FTpEDF,"40,0645799999999","3,82288049902102","30,7780000000002","51,3430000000008",50,"1,08645061675772"
5,1,W-GA-FTpEDF,"0,0357448000000011","0,00460873095109783","0,0277800000000206","0,0469000000000232",50,"0,00130978684412785"
6,"1,2",W-GA-FTpEDF,"0,0483104000000014","0,00629514518481687","0,0321399999999994","0,0696599999999672",50,"0,00178906046641404"
7,"1,4",W-GA-FTpEDF,"0,0651204000000034","0,00988130330162871","0,0394400000000314","0,0907400000000052",50,"0,00280823532652245"
8,"1,6",W-GA-FTpEDF,"0,0815619999999966","0,00886005320848194","0,066840000000011","0,0996399999999994",50,"0,00251799926137542"
9,"1,8",W-GA-FTpEDF,"0,103344000000002","0,0122549135501839","0,0791400000000066","0,127880000000005",50,"0,00348280789533426"
10,2,W-GA-FTpEDF,"0,130108800000005","0,015807293671738","0,10119999999999","0,194240000000027",50,"0,0044923831554055"
11,"2,2",W-GA-FTpEDF,"0,150008000000003","0,0139932852701928","0,121540000000023","0,184039999999986",50,"0,00397684767184352"
12,"2,4",W-GA-FTpEDF,"0,177675199999998","0,0188148623666953","0,127439999999988","0,237459999999992",50,"0,00534712472119974"
13,"2,6",W-GA-FTpEDF,"0,207551999999994","0,0256024935010126","0,128799999999974","0,255479999999988",50,"0,00727614814583764"
14,"2,8",W-GA-FTpEDF,"0,238897199999997","0,0264004415578451","0,159939999999988","0,332000000000008",50,"0,00750292247443837"
15,3,W-GA-FTpEDF,"0,280653999999999","0,0291820566199716","0,232639999999992","0,343559999999998",50,"0,00829344872829428"
16,"3,2",W-GA-FTpEDF,"0,315053599999996","0,0289778765549273","0,234399999999986","0,37377999999997",50,"0,00823542139585377"
17,"3,4",W-GA-FTpEDF,"0,361223999999998","0,0261765316297501","0,30833999999999","0,421500000000014",50,"0,00743928797695949"
18,"3,6",W-GA-FTpEDF,"0,4018176","0,0332387390512077","0,31286","0,486380000000026",50,"0,00944634511899636"
19,"3,8",W-GA-FTpEDF,"0,4422852","0,0389280573093216","0,363159999999988","0,541039999999994",50,"0,0110632314778668"
20,4,W-GA-FTpEDF,"0,493106400000004","0,0452470514434527","0,38326000000001","0,583240000000006",50,"0,0128590697406828"
21,"4,2",W-GA-FTpEDF,"0,532033200000005","0,039705979318394","0,424079999999958","0,60956000000002",50,"0,0112843144666661"
22,"4,4",W-GA-FTpEDF,"0,585244399999997","0,0378714968561115","0,48939999999995","0,689439999999996",50,"0,0107629603194233"
23,"4,6",W-GA-FTpEDF,"0,645075600000001","0,0446705424170859","0,55691999999999","0,78793999999998",50,"0,0126952276882244"
24,"4,8",W-GA-FTpEDF,"0,700674400000002","0,0542138986682959","0,593719999999994","0,816759999999994",50,"0,0154074195256938"
25,5,W-GA-FTpEDF,"0,739060400000001","0,0650857563639659","0,492119999999996","0,941680000000014",50,"0,0184971672962003"
26,"5,2",W-GA-FTpEDF,"0,795265200000002","0,0609158804146658","0,64576000000001","0,977259999999988",50,"0,0173121016636019"
27,"5,4",W-GA-FTpEDF,"0,8675124","0,0662583185862584","0,672819999999992","1,01006000000001",50,"0,0188304057926489"
28,"5,6",W-GA-FTpEDF,"0,942546800000003","0,0599537483786715","0,7325","1,04768",50,"0,0170386667644006"
29,"5,8",W-GA-FTpEDF,"1,015486","0,0646491960585747","0,801840000000012","1,16304",50,"0,0183730982301739"
30,6,W-GA-FTpEDF,"1,0815944","0,0682334200287232","0,94601999999999","1,27092000000001",50,"0,0193917234118825"
31,"6,2",W-GA-FTpEDF,"1,151518","0,0565862510523821","1,02044000000002","1,25830000000002",50,"0,0160816346133789"
32,"6,4",W-GA-FTpEDF,"1,2191672","0,0839961523666937","0,979000000000014","1,44688000000002",50,"0,0238714423763546"
33,"6,6",W-GA-FTpEDF,"1,3037036","0,0905232782049989","0,981140000000014","1,57726000000002",50,"0,0257264310150258"
34,"6,8",W-GA-FTpEDF,"1,3891936","0,0859192997197211","1,09797999999995","1,69256000000001",50,"0,0244179948067399"
35,7,W-GA-FTpEDF,"1,4891828","0,0764146588148847","1,34274000000001","1,62119999999999",50,"0,0217168057489693"
36,"7,2",W-GA-FTpEDF,"1,5530452","0,0902488098002779","1,35362000000001","1,76045999999998",50,"0,0256484279574712"
37,"7,4",W-GA-FTpEDF,"1,6489956","0,103745812625803","1,46371999999999","1,95522000000001",50,"0,0294842337191024"
38,"7,6",W-GA-FTpEDF,"1,7463312","0,0970130124796012","1,44082000000002","2,06094",50,"0,0275707930888707"
39,"7,8",W-GA-FTpEDF,"1,809076","0,125465408908806","1,29858","2,04262000000002",50,"0,0356568746853685"
40,8,W-GA-FTpEDF,"1,9028128","0,151662650818268","1,49555999999997","2,23397999999998",50,"0,0431020484586985"
41,"8,2",W-GA-FTpEDF,"2,0185456","0,127816729513427","1,67446000000004","2,30986",50,"0,0363251126074642"
42,"8,4",W-GA-FTpEDF,"2,1600364","0,121683316226996","1,81084000000003","2,4484",50,"0,0345820158380047"
43,"8,6",W-GA-FTpEDF,"2,2319192","0,120614446081009","2,06392","2,55754",50,"0,0342782463035821"
44,"8,8",W-GA-FTpEDF,"2,344462","0,115215232287318","2,10424","2,68996",50,"0,0327438067212657"
45,9,W-GA-FTpEDF,"2,4064404","0,179779341960519","1,80693999999996","2,8232",50,"0,0510927236682711"
46,"9,2",W-GA-FTpEDF,"2,48731960000001","0,160748528592751","1,99972000000002","2,85124",50,"0,0456842263516251"
47,"9,4",W-GA-FTpEDF,"2,6461636","0,185509148624834","2,13616000000002","3,06440000000002",50,"0,0527211167048677"
48,"9,6",W-GA-FTpEDF,"2,7857728","0,149873932642998","2,40470000000002","3,1555",50,"0,0425937003779187"
49,"9,8",W-GA-FTpEDF,"2,8874476","0,149207112698549","2,6061","3,23888000000002",50,"0,0424041922465247"
50,10,W-GA-FTpEDF,"3,0111652","0,15773263939842","2,75084000000002","3,4555",50,"0,0448271201260728"
5,1,S-GA-FTpEDF,"14,2776000000001","3,87796663529866","11,3690000000006","38,716",50,"1,10210592346923"
6,"1,2",S-GA-FTpEDF,"18,0946800000001","2,09871738712493","11,2150000000001","23,2270000000008",50,"0,596448881995121"
7,"1,4",S-GA-FTpEDF,"23,12272","2,69456833875948","17,0670000000009","31,857",50,"0,765787848793796"
8,"1,6",S-GA-FTpEDF,"28,6461599999999","3,30274311691456","21,174","36,7679999999996",50,"0,938629208337285"
9,"1,8",S-GA-FTpEDF,"36,0409799999999","3,78313134790626","26,1599999999999","44,4669999999999",50,"1,07515403300228"
10,2,S-GA-FTpEDF,"44,31414","5,28972490319006","34,9539999999997","56,53",50,"1,50332318392407"
11,"2,2",S-GA-FTpEDF,"51,2097799999999","6,69354628953922","37,2520000000004","67,0060000000003",50,"1,90228480760216"
12,"2,4",S-GA-FTpEDF,"58,0948999999999","6,97995720778068","40,9599999999991","72,9650000000001",50,"1,98368188994603"
13,"2,6",S-GA-FTpEDF,"67,48008","8,26354168978254","50,7739999999994","91,732",50,"2,34847256349407"
14,"2,8",S-GA-FTpEDF,"76,76982","8,65526338082376","60,875","95,357",50,"2,45979863631745"
15,3,S-GA-FTpEDF,"87,59408","9,98940449051404","64,1519999999999","114,203",50,"2,83895734447901"
16,"3,2",S-GA-FTpEDF,"102,5048","10,0083562719012","81,701","127,91",50,"2,84434338115528"
17,"3,4",S-GA-FTpEDF,"111,50164","14,305428506889","85,8000000000002","151,977",50,"4,06555779817683"
18,"3,6",S-GA-FTpEDF,"128,94318","12,920887804668","107,986999999999","154,511",50,"3,67207568429978"
19,"3,8",S-GA-FTpEDF,"138,96402","15,9213574689049","111,066999999999","171,765",50,"4,52479972788622"
20,4,S-GA-FTpEDF,"152,22292","14,2508022557416","98,5049999999992","175,861",50,"4,05003318937323"
21,"4,2",S-GA-FTpEDF,"167,54864","12,3172899712194","142,934000000001","197,689",50,"3,50053507804965"
22,"4,4",S-GA-FTpEDF,"187,28674","20,8601352381884","152,254","258,365",50,"5,92838483990882"
23,"4,6",S-GA-FTpEDF,"197,3865","18,6169790785241","159,932","236,527",50,"5,29088691294633"
24,"4,8",S-GA-FTpEDF,"215,41688","20,2785685207465","180,268","266,462",50,"5,76310540755084"
25,5,S-GA-FTpEDF,"228,98852","25,9337674543661","172,376","305,130999999999",50,"7,37029516168833"
26,"5,2",S-GA-FTpEDF,"250,50514","22,1261854602373","186,596","312,314",50,"6,28819233191477"
27,"5,4",S-GA-FTpEDF,"268,63324","28,3994932209455","199,343999999999","338,112",50,"8,07104667106501"
28,"5,6",S-GA-FTpEDF,"290,46512","25,1163026052151","250,104","358,283",50,"7,13797422208134"
29,"5,8",S-GA-FTpEDF,"305,59142","30,2646688812792","226,895","386,656",50,"8,60112372867903"
30,6,S-GA-FTpEDF,"329,57792","34,3877527236257","274,289000000001","428,375",50,"9,77289119161914"
31,"6,2",S-GA-FTpEDF,"354,42218","32,2400789895535","284,748","453,026",50,"9,16252906976504"
32,"6,4",S-GA-FTpEDF,"368,50154","34,240369975954","285,023000000001","436,533",50,"9,73100547817652"
33,"6,6",S-GA-FTpEDF,"395,46548","37,7648549835447","317,104","531,918",50,"10,7326530345757"
34,"6,8",S-GA-FTpEDF,"416,77828","33,7405984311398","349,647999999999","527,696",50,"9,5889719766741"
35,7,S-GA-FTpEDF,"432,13928","28,0592579141986","364,555","482,851",50,"7,97435286675891"
36,"7,2",S-GA-FTpEDF,"467,283","43,5935609245406","382,922","607,89",50,"12,389152934616"
37,"7,4",S-GA-FTpEDF,"489,67902","25,2592950670701","449,543","551,877",50,"7,17861223010011"
38,"7,6",S-GA-FTpEDF,"504,32582","38,23750755886","386,251","583,298",50,"10,8669794102222"
39,"7,8",S-GA-FTpEDF,"539,23192","42,5242141084876","442,651","640,095",50,"12,0852479320593"
40,8,S-GA-FTpEDF,"572,18658","45,4672941678132","502,521","685,327",50,"12,9216620303918"
41,"8,2",S-GA-FTpEDF,"591,86322","37,3035186518344","508,139000000001","684,854",50,"10,6015426997777"
42,"8,4",S-GA-FTpEDF,"629,95558","51,8443892676372","540,552","767,476",50,"14,7340124049591"
43,"8,6",S-GA-FTpEDF,"653,92778","44,7032215810688","556,534","747,823",50,"12,7045150038686"
44,"8,8",S-GA-FTpEDF,"686,29422","55,3363865777412","600,116","861,086",50,"15,7264270598902"
45,9,S-GA-FTpEDF,"704,07572","48,6773996576462","609,012999999999","800,319",50,"13,833963916412"
46,"9,2",S-GA-FTpEDF,"748,64964","56,3937587293385","658,307","884,188",50,"16,0269289004629"
47,"9,4",S-GA-FTpEDF,"775,9391","54,440255869276","637,126","878,324",50,"15,4717495304312"
48,"9,6",S-GA-FTpEDF,"822,61972","57,3666610021207","725,937","951,763000000001",50,"16,3034246670922"
49,"9,8",S-GA-FTpEDF,"844,13486","52,2796454752786","704,221","975,859",50,"14,8577108505057"
50,10,S-GA-FTpEDF,"876,682","62,8144506447037","771,214","1055,756",50,"17,8516693529165"
