instance,n,u,procs,elapsed
n_049_u_980_1,49,9.8,19,21.6220000000012
n_020_u_400_4,20,4,7,4.753999999999
n_036_u_720_3,36,7.2,14,13.8179999999993
n_013_u_260_3,13,2.6,6,2.33899999999994
n_036_u_720_4,36,7.2,16,14.018
n_012_u_240_3,12,2.4,5,2.27599999999984
n_039_u_780_2,39,7.8,16,14.9850000000006
n_037_u_740_3,37,7.4,15,12.737000000001
n_010_u_200_3,10,2,5,1.38400000000001
n_047_u_940_1,47,9.4,19,22.5280000000002
n_006_u_120_4,6,1.2,3,0.673000000000684
n_038_u_760_2,38,7.6,15,14.5100000000002
n_040_u_800_2,40,8,16,13.6569999999992
n_005_u_100_4,5,1,3,0.597999999999956
n_038_u_760_3,38,7.6,15,13.3950000000004
n_039_u_780_4,39,7.8,16,13.4500000000007
n_007_u_140_4,7,1.4,4,0.852000000000771
n_005_u_100_5,5,1,3,0.529999999998836
n_040_u_800_3,40,8,15,12.884
n_006_u_120_6,6,1.2,3,0.60399999999936
n_041_u_819_2,41,8.2,17,14.9799999999996
n_050_u_1000_1,50,10,20,24.6859999999997
n_016_u_320_3,16,3.2,7,3.10699999999997
n_007_u_140_5,7,1.4,3,0.773000000001048
n_008_u_160_4,8,1.6,4,0.953999999999724
n_014_u_280_3,14,2.8,6,2.76000000000022
n_038_u_760_4,38,7.6,16,16.6880000000001
n_024_u_480_4,24,4.8,10,6.31100000000151
n_018_u_360_5,18,3.6,8,3.21800000000076
n_039_u_780_3,39,7.8,15,15.8439999999991
n_041_u_819_3,41,8.2,16,14.6319999999996
n_048_u_960_1,48,9.6,19,26.9219999999987
n_019_u_380_5,19,3.8,8,4.27299999999923
n_006_u_120_5,6,1.2,4,0.818999999999505
n_040_u_800_4,40,8,16,16.8349999999991
n_031_u_620_5,31,6.2,11,9.27700000000004
n_018_u_360_6,18,3.6,9,3.84000000000015
n_008_u_160_5,8,1.6,4,1.04600000000028
n_023_u_459_4,23,4.6,9,5.52800000000025
n_020_u_400_5,20,4,7,4.24799999999959
n_019_u_380_7,19,3.8,8,4.03299999999945
n_017_u_340_3,17,3.4,8,3.58299999999872
n_007_u_140_6,7,1.4,3,0.886000000000422
n_042_u_840_2,42,8.4,20,19.8149999999987
n_042_u_840_3,42,8.4,17,16.4370000000017
n_020_u_400_6,20,4,8,4.0729999999985
n_043_u_860_3,43,8.6,17,17.027
n_005_u_100_6,5,1,3,3.47600000000057
n_043_u_860_4,43,8.6,16,16.652
n_032_u_640_5,32,6.4,12,10.1269999999986
n_045_u_900_2,45,9,19,17.1710000000003
n_021_u_420_5,21,4.2,8,4.59900000000016
n_009_u_180_5,9,1.8,4,1.04500000000007
n_009_u_180_4,9,1.8,4,1.19599999999991
n_043_u_860_2,43,8.6,18,20.2150000000001
n_015_u_300_3,15,3,7,3.11499999999978
n_026_u_520_4,26,5.2,9,8.50900000000001
n_010_u_200_5,10,2,5,1.16300000000047
n_046_u_920_2,46,9.2,18,19.5420000000013
n_025_u_500_4,25,5,11,8.70800000000054
n_010_u_200_6,10,2,5,1.40100000000166
n_012_u_240_4,12,2.4,7,1.70199999999932
n_042_u_840_4,42,8.4,16,18.4699999999993
n_010_u_200_4,10,2,5,1.70900000000074
n_041_u_819_4,41,8.2,17,20.0910000000003
n_029_u_580_4,29,5.8,11,7.61200000000099
n_013_u_260_4,13,2.6,6,1.99700000000121
n_019_u_380_6,19,3.8,8,4.87799999999879
n_021_u_420_6,21,4.2,8,4.81500000000051
n_044_u_880_2,44,8.8,18,21.9480000000003
n_008_u_160_6,8,1.6,5,1.16499999999905
n_009_u_180_6,9,1.8,6,1.32099999999991
n_044_u_880_5,44,8.8,18,16.8909999999996
n_033_u_660_5,33,6.6,14,11.7909999999993
n_044_u_880_4,44,8.8,18,19.9110000000001
n_020_u_400_7,20,4,8,4.81999999999971
n_027_u_540_4,27,5.4,12,8.4380000000001
n_034_u_680_5,34,6.8,14,12.9650000000001
n_018_u_360_7,18,3.6,7,4.44000000000051
n_049_u_980_2,49,9.8,20,21.4850000000006
n_011_u_220_4,11,2.2,5,1.60499999999956
n_044_u_880_3,44,8.8,19,20.6790000000001
n_047_u_940_2,47,9.4,17,24.0519999999997
n_022_u_440_6,22,4.4,9,4.93599999999969
n_045_u_900_5,45,9,19,19.5569999999989
n_011_u_220_7,11,2.2,5,1.59799999999996
n_045_u_900_4,45,9,20,19.1329999999998
n_011_u_220_6,11,2.2,5,1.76699999999983
n_035_u_700_5,35,7,16,14.2639999999992
n_022_u_440_5,22,4.4,10,5.64999999999964
n_046_u_920_3,46,9.2,18,19.9619999999995
n_031_u_620_6,31,6.2,13,9.21799999999894
n_046_u_920_5,46,9.2,19,18.5329999999994
n_011_u_220_5,11,2.2,6,1.77100000000064
n_031_u_620_7,31,6.2,12,8.67400000000089
n_012_u_240_7,12,2.4,5,1.80299999999988
n_016_u_320_4,16,3.2,6,2.65599999999904
n_047_u_940_5,47,9.4,19,19.5379999999986
n_023_u_459_6,23,4.6,10,6.46600000000035
n_012_u_240_6,12,2.4,6,1.83300000000054
n_030_u_600_4,30,6,12,8.91600000000108
n_032_u_640_8,32,6.4,13,9.03900000000067
n_048_u_960_2,48,9.6,20,23.280999999999
n_046_u_920_4,46,9.2,18,20.485999999999
n_023_u_459_7,23,4.6,10,6.49099999999999
n_021_u_420_7,21,4.2,8,4.7450000000008
n_045_u_900_3,45,9,17,21.8509999999987
n_014_u_280_4,14,2.8,6,3.14899999999943
n_025_u_500_5,25,5,11,6.5580000000009
n_033_u_660_6,33,6.6,13,9.97199999999975
n_013_u_260_5,13,2.6,6,2.21900000000096
n_013_u_260_7,13,2.6,6,2.08299999999872
n_022_u_440_7,22,4.4,10,5.28600000000006
n_050_u_1000_2,50,10,18,24.1380000000008
n_032_u_640_6,32,6.4,13,11.4110000000001
n_028_u_560_4,28,5.6,11,8.6830000000009
n_023_u_459_5,23,4.6,9,7.22900000000118
n_048_u_960_4,48,9.6,19,20.2170000000006
n_014_u_280_7,14,2.8,7,2.27599999999984
n_047_u_940_4,47,9.4,18,19.9879999999994
n_012_u_240_5,12,2.4,6,1.89000000000124
n_026_u_520_5,26,5.2,11,7.04699999999866
n_013_u_260_6,13,2.6,6,2.2440000000006
n_036_u_720_5,36,7.2,16,12.1329999999998
n_015_u_300_4,15,3,6,2.80600000000049
n_024_u_480_8,24,4.8,9,5.37799999999879
n_048_u_960_5,48,9.6,19,21.0200000000004
n_024_u_480_5,24,4.8,10,6.25699999999961
n_024_u_480_7,24,4.8,9,5.59300000000076
n_047_u_940_3,47,9.4,19,23.6640000000007
n_033_u_660_7,33,6.6,15,12.6100000000006
n_037_u_740_5,37,7.4,15,15
n_015_u_300_6,15,3,7,2.53800000000047
n_034_u_680_6,34,6.8,13,11.8220000000001
n_017_u_340_4,17,3.4,7,3.28199999999924
n_048_u_960_3,48,9.6,20,22.6029999999992
n_050_u_1000_4,50,10,21,19.5730000000003
n_049_u_980_3,49,9.8,19,23.9449999999997
n_014_u_280_6,14,2.8,6,2.51000000000022
n_024_u_480_6,24,4.8,10,6.17799999999988
n_025_u_500_8,25,5,10,5.85300000000097
n_025_u_500_7,25,5,10,5.86499999999978
n_015_u_300_7,15,3,7,2.77500000000146
n_034_u_680_7,34,6.8,13,10.7000000000007
n_049_u_980_4,49,9.8,19,22.0769999999993
n_050_u_1000_5,50,10,20,22.9089999999997
n_050_u_1000_3,50,10,19,22.871000000001
n_014_u_280_5,14,2.8,6,2.77600000000166
n_032_u_640_7,32,6.4,13,11.6970000000001
n_015_u_300_5,15,3,7,2.7489999999998
n_017_u_340_6,17,3.4,8,2.95499999999993
n_026_u_520_6,26,5.2,10,6.76800000000003
n_031_u_620_8,31,6.2,12,10.8139999999985
n_029_u_580_5,29,5.8,11,8.04500000000007
n_026_u_520_8,26,5.2,11,7.03000000000065
n_016_u_320_5,16,3.2,7,3.32999999999993
n_027_u_540_5,27,5.4,9,7.8119999999999
n_049_u_980_5,49,9.8,19,23.7819999999992
n_033_u_660_8,33,6.6,13,12.2389999999996
n_039_u_780_5,39,7.8,16,15.4799999999996
n_025_u_500_6,25,5,10,6.57500000000073
n_038_u_760_5,38,7.6,15,15.851999999999
n_006_u_120_7,6,1.2,3,0.731999999999971
n_016_u_320_6,16,3.2,7,2.82200000000012
n_017_u_340_7,17,3.4,7,2.86200000000099
n_027_u_540_8,27,5.4,11,7.64400000000023
n_026_u_520_7,26,5.2,9,7.08200000000033
n_005_u_100_7,5,1,4,0.541999999999462
n_017_u_340_5,17,3.4,7,3.05099999999948
n_035_u_700_7,35,7,16,12.8189999999995
n_035_u_700_6,35,7,14,12.014000000001
n_045_u_900_6,45,9,17,18.2029999999995
n_036_u_720_7,36,7.2,14,11.3439999999991
n_042_u_840_5,42,8.4,19,15.9420000000009
n_034_u_680_8,34,6.8,13,11.0299999999988
n_044_u_880_6,44,8.8,17,20.848
n_016_u_320_7,16,3.2,7,3.32899999999972
n_028_u_560_7,28,5.6,11,7.5
n_027_u_540_7,27,5.4,10,7.44000000000051
n_028_u_560_5,28,5.6,12,9.12299999999959
n_040_u_800_5,40,8,17,15.6509999999998
n_009_u_180_7,9,1.8,5,1.21699999999873
n_012_u_240_8,12,2.4,5,1.83400000000074
n_038_u_760_6,38,7.6,14,12.2139999999999
n_007_u_140_7,7,1.4,4,0.880000000001019
n_030_u_600_5,30,6,12,8.88199999999961
n_011_u_220_8,11,2.2,5,1.83899999999994
n_005_u_100_8,5,1,4,0.516000000001441
n_036_u_720_8,36,7.2,15,13.719000000001
n_019_u_380_8,19,3.8,8,4.66699999999946
n_028_u_560_6,28,5.6,10,6.81700000000092
n_035_u_700_8,35,7,14,13.1849999999995
n_018_u_360_8,18,3.6,7,4.34000000000015
n_028_u_560_8,28,5.6,13,8.29600000000028
n_047_u_940_6,47,9.4,18,17.9540000000015
n_037_u_740_8,37,7.4,16,11.1420000000016
n_044_u_880_8,44,8.8,17,15.7240000000002
n_037_u_740_9,37,7.4,13,12.0339999999997
n_030_u_600_7,30,6,12,7.78600000000006
n_027_u_540_6,27,5.4,11,8.53700000000026
n_014_u_280_8,14,2.8,6,1.996000000001
n_018_u_360_9,18,3.6,9,3.18900000000031
n_011_u_220_10,11,2.2,5,1.64300000000003
n_037_u_740_6,37,7.4,15,13.4770000000008
n_029_u_580_6,29,5.8,11,8.92000000000007
n_045_u_900_9,45,9,17,16.9470000000001
n_044_u_880_7,44,8.8,18,18.3729999999996
n_029_u_580_7,29,5.8,12,7.89699999999903
n_036_u_720_6,36,7.2,14,15.6639999999989
n_039_u_780_6,39,7.8,14,15.1730000000007
n_022_u_440_8,22,4.4,9,5.3070000000007
n_020_u_400_8,20,4,9,4.83299999999872
n_006_u_120_8,6,1.2,4,0.712999999999738
n_030_u_600_8,30,6,13,8.73499999999876
n_041_u_819_5,41,8.2,17,16.9000000000015
n_011_u_220_9,11,2.2,5,1.51300000000083
n_025_u_500_9,25,5,11,6.14699999999903
n_038_u_760_8,38,7.6,14,13.012999999999
n_012_u_240_11,12,2.4,5,1.79400000000169
n_046_u_920_7,46,9.2,19,18.0939999999991
n_024_u_480_9,24,4.8,9,5.63500000000022
n_043_u_860_5,43,8.6,17,19.0350000000017
n_038_u_760_9,38,7.6,17,13.723
n_005_u_100_10,5,1,4,0.488999999999578
n_046_u_920_6,46,9.2,18,23.1149999999998
n_030_u_600_6,30,6,12,9.32300000000032
n_008_u_160_7,8,1.6,4,0.979999999999563
n_037_u_740_7,37,7.4,15,14.4509999999991
n_005_u_100_11,5,1,3,1.17499999999927
n_010_u_200_7,10,2,5,1.48100000000159
n_029_u_580_8,29,5.8,12,8.85399999999936
n_048_u_960_6,48,9.6,20,22.4840000000004
n_013_u_260_9,13,2.6,6,2.29000000000087
n_039_u_780_7,39,7.8,15,13.7030000000013
n_013_u_260_8,13,2.6,6,2.14700000000084
n_006_u_120_9,6,1.2,3,0.606999999999971
n_024_u_480_11,24,4.8,9,5.76000000000022
n_019_u_380_9,19,3.8,9,4.36399999999958
n_038_u_760_7,38,7.6,17,13.7800000000007
n_045_u_900_7,45,9,17,21.4549999999999
n_018_u_360_11,18,3.6,9,3.58300000000054
n_005_u_100_9,5,1,4,0.498000000001412
n_015_u_300_8,15,3,6,2.36000000000058
n_039_u_780_9,39,7.8,16,15.3410000000003
n_040_u_800_9,40,8,16,13.8330000000005
n_049_u_980_6,49,9.8,19,20.628999999999
n_018_u_360_12,18,3.6,7,3.34299999999894
n_027_u_540_9,27,5.4,11,7.14899999999943
n_042_u_840_6,42,8.4,16,16.0869999999995
n_006_u_120_11,6,1.2,3,0.677999999999884
n_007_u_140_11,7,1.4,4,0.766999999999825
n_031_u_620_9,31,6.2,11,10.1389999999992
n_021_u_420_8,21,4.2,8,5.03499999999985
n_025_u_500_12,25,5,10,5.71000000000095
n_046_u_920_8,46,9.2,20,20.509
n_009_u_180_8,9,1.8,5,1.20700000000033
n_012_u_240_9,12,2.4,5,2.40199999999822
n_024_u_480_10,24,4.8,9,6.67099999999846
n_031_u_620_10,31,6.2,12,8.54800000000068
n_032_u_640_9,32,6.4,13,11.5339999999997
n_019_u_380_10,19,3.8,9,3.72900000000118
n_041_u_819_8,41,8.2,15,13.9519999999993
n_047_u_940_8,47,9.4,19,19.6320000000014
n_039_u_780_8,39,7.8,16,16.3459999999995
n_040_u_800_6,40,8,16,17.9009999999998
n_047_u_940_7,47,9.4,19,22.0640000000003
n_045_u_900_8,45,9,17,19.5650000000005
n_016_u_320_8,16,3.2,6,3.11700000000019
n_006_u_120_10,6,1.2,3,0.773999999999432
n_008_u_160_10,8,1.6,4,0.907000000001062
n_013_u_260_10,13,2.6,7,2.1239999999998
n_018_u_360_10,18,3.6,7,3.81499999999869
n_044_u_880_9,44,8.8,18,19.4120000000003
n_023_u_459_8,23,4.6,10,6.52700000000004
n_007_u_140_8,7,1.4,3,0.93199999999888
n_040_u_800_8,40,8,15,15.2060000000001
n_041_u_819_6,41,8.2,17,15.2489999999998
n_026_u_520_10,26,5.2,9,6.52699999999822
n_019_u_380_12,19,3.8,8,4.02300000000105
n_046_u_920_9,46,9.2,17,19.473
n_007_u_140_10,7,1.4,4,0.699000000000524
n_014_u_280_10,14,2.8,6,2.26600000000144
n_012_u_240_10,12,2.4,5,1.59699999999975
n_033_u_660_9,33,6.6,13,10.3270000000011
n_026_u_520_9,26,5.2,10,6.84099999999853
n_041_u_819_7,41,8.2,15,14.3909999999996
n_011_u_220_11,11,2.2,5,1.45199999999932
n_020_u_400_12,20,4,8,4.31599999999889
n_008_u_160_8,8,1.6,5,1.13400000000001
n_014_u_280_9,14,2.8,7,2.43000000000029
n_050_u_1000_6,50,10,20,24.7980000000007
n_008_u_160_9,8,1.6,4,0.942999999999302
n_022_u_440_9,22,4.4,10,4.91799999999967
n_035_u_700_9,35,7,15,12.3379999999997
n_013_u_260_11,13,2.6,5,2.29500000000007
n_028_u_560_9,28,5.6,11,7.52199999999903
n_043_u_860_6,43,8.6,16,17.4060000000009
n_021_u_420_11,21,4.2,8,4.11700000000019
n_019_u_380_11,19,3.8,9,4.58299999999872
n_040_u_800_7,40,8,15,16.1730000000007
n_031_u_620_12,31,6.2,13,8.9479999999985
n_041_u_819_9,41,8.2,15,17.505000000001
n_025_u_500_10,25,5,10,6.71500000000015
n_020_u_400_9,20,4,8,4.98999999999978
n_017_u_340_8,17,3.4,7,3.09499999999935
n_010_u_200_8,10,2,5,1.48599999999897
n_049_u_980_8,49,9.8,19,21.4509999999991
n_038_u_760_10,38,7.6,16,13.9549999999999
n_043_u_860_8,43,8.6,17,17.3919999999998
n_007_u_140_9,7,1.4,3,1.07699999999932
n_008_u_160_11,8,1.6,5,1.20799999999872
n_032_u_640_10,32,6.4,14,10.4639999999999
n_042_u_840_8,42,8.4,16,15.8169999999991
n_005_u_100_12,5,1,3,0.691000000000713
n_031_u_620_13,31,6.2,13,9.78300000000127
n_020_u_400_11,20,4,10,5.3739999999998
n_047_u_940_9,47,9.4,17,22.3340000000007
n_037_u_740_10,37,7.4,14,14.7870000000003
n_021_u_420_9,21,4.2,8,5.48600000000079
n_026_u_520_11,26,5.2,11,7.23699999999917
n_048_u_960_7,48,9.6,20,23.9330000000009
n_010_u_200_10,10,2,5,1.55000000000109
n_021_u_420_10,21,4.2,8,4.96700000000055
n_009_u_180_10,9,1.8,5,1.22400000000016
n_048_u_960_8,48,9.6,20,24.228000000001
n_037_u_740_12,37,7.4,14,12.2139999999999
n_024_u_480_12,24,4.8,9,6.26699999999983
n_042_u_840_7,42,8.4,17,17.9290000000001
n_043_u_860_9,43,8.6,18,16.8420000000006
n_050_u_1000_10,50,10,20,20.027
n_016_u_320_10,16,3.2,6,2.76499999999942
n_027_u_540_11,27,5.4,12,7.26000000000022
n_025_u_500_11,25,5,10,7.5059999999994
n_032_u_640_11,32,6.4,15,10.1750000000011
n_014_u_280_11,14,2.8,6,2.27900000000045
n_009_u_180_9,9,1.8,4,1.1880000000001
n_027_u_540_10,27,5.4,10,7.28099999999904
n_048_u_960_9,48,9.6,20,22.1170000000002
n_029_u_580_9,29,5.8,12,9.82699999999932
n_010_u_200_11,10,2,4,1.36700000000019
n_043_u_860_7,43,8.6,17,17.3230000000003
n_049_u_980_9,49,9.8,19,22.7439999999988
n_018_u_360_13,18,3.6,8,3.51400000000103
n_020_u_400_10,20,4,8,4.24399999999878
n_034_u_680_9,34,6.8,15,12.6829999999991
n_032_u_640_13,32,6.4,13,9.46899999999914
n_015_u_300_10,15,3,6,2.90900000000147
n_033_u_660_13,33,6.6,14,9.04199999999946
n_015_u_300_9,15,3,7,3.27299999999923
n_023_u_459_9,23,4.6,10,5.33899999999994
n_026_u_520_12,26,5.2,11,7.28600000000006
n_050_u_1000_9,50,10,20,22.8250000000007
n_031_u_620_11,31,6.2,13,10.6790000000001
n_010_u_200_9,10,2,5,1.35000000000036
n_017_u_340_12,17,3.4,7,2.92200000000048
n_040_u_800_10,40,8,17,14.4850000000006
n_038_u_760_13,38,7.6,17,14.1790000000001
n_021_u_420_12,21,4.2,9,5.76400000000103
n_007_u_140_12,7,1.4,4,0.755999999999403
n_015_u_300_11,15,3,6,2.70699999999852
n_023_u_459_11,23,4.6,10,4.85999999999876
n_022_u_440_11,22,4.4,8,4.95000000000073
n_005_u_100_15,5,1,3,0.70299999999952
n_042_u_840_9,42,8.4,17,18.7299999999996
n_037_u_740_11,37,7.4,15,14.3099999999995
n_050_u_1000_7,50,10,19,22.5840000000007
n_016_u_320_11,16,3.2,7,2.9989999999998
n_036_u_720_9,36,7.2,15,13.4920000000002
n_022_u_440_10,22,4.4,9,4.57400000000052
n_009_u_180_11,9,1.8,5,1.3809999999994
n_017_u_340_11,17,3.4,7,3.45000000000073
n_044_u_880_11,44,8.8,16,15.869999999999
n_039_u_780_11,39,7.8,15,13.9500000000007
n_030_u_600_9,30,6,11,9.56500000000051
n_023_u_459_12,23,4.6,9,5.4890000000014
n_034_u_680_12,34,6.8,14,11.2569999999996
n_039_u_780_10,39,7.8,15,13.8490000000002
n_006_u_120_13,6,1.2,3,0.655000000000655
n_018_u_360_16,18,3.6,8,3.33100000000013
n_006_u_120_12,6,1.2,3,0.77599999999984
n_011_u_220_13,11,2.2,6,1.86700000000019
n_035_u_700_10,35,7,14,13.2669999999998
n_020_u_400_13,20,4,10,4.3179999999993
n_017_u_340_9,17,3.4,8,3.93299999999908
n_027_u_540_12,27,5.4,11,7.5010000000002
n_029_u_580_11,29,5.8,12,8.29700000000048
n_023_u_459_10,23,4.6,9,5.55400000000009
n_032_u_640_12,32,6.4,16,12.3050000000003
n_033_u_660_10,33,6.6,14,11.6509999999998
n_049_u_980_7,49,9.8,20,26.4920000000002
n_044_u_880_10,44,8.8,17,20.4310000000005
n_034_u_680_11,34,6.8,14,10.5670000000009
n_033_u_660_12,33,6.6,13,11.8140000000003
n_031_u_620_14,31,6.2,12,8.56099999999969
n_028_u_560_11,28,5.6,11,7.8640000000014
n_045_u_900_10,45,9,17,20.0350000000017
n_019_u_380_14,19,3.8,9,3.46700000000055
n_041_u_819_10,41,8.2,16,15.1090000000004
n_034_u_680_10,34,6.8,14,12.226999999999
n_028_u_560_10,28,5.6,10,8.73199999999997
n_046_u_920_10,46,9.2,16,18.375
n_030_u_600_13,30,6,12,8.43499999999949
n_011_u_220_12,11,2.2,5,1.97099999999955
n_022_u_440_12,22,4.4,10,6.07999999999993
n_008_u_160_12,8,1.6,3,1.01899999999841
n_019_u_380_13,19,3.8,8,3.94599999999991
n_050_u_1000_8,50,10,20,27.2439999999988
n_016_u_320_9,16,3.2,8,3.47400000000016
n_037_u_740_13,37,7.4,14,12.7600000000002
n_028_u_560_12,28,5.6,11,8.7450000000008
n_012_u_240_12,12,2.4,5,2.34400000000096
n_039_u_780_12,39,7.8,17,14.0820000000003
n_033_u_660_11,33,6.6,13,11.5500000000011
n_024_u_480_14,24,4.8,9,5.6869999999999
n_006_u_120_14,6,1.2,3,0.602999999999156
n_013_u_260_12,13,2.6,6,2.50400000000081
n_038_u_760_11,38,7.6,13,17.2939999999999
n_029_u_580_12,29,5.8,12,9.6309999999994
n_030_u_600_12,30,6,13,8.82200000000012
n_005_u_100_13,5,1,3,0.835999999999331
n_036_u_720_12,36,7.2,14,11.1470000000008
n_040_u_800_11,40,8,15,14.1810000000005
n_034_u_680_13,34,6.8,13,11.7440000000006
n_017_u_340_10,17,3.4,7,3.58300000000054
n_044_u_880_14,44,8.8,17,17.232
n_038_u_760_12,38,7.6,15,15.0139999999992
n_036_u_720_10,36,7.2,15,13.2299999999996
n_048_u_960_10,48,9.6,19,20.8629999999994
n_031_u_620_17,31,6.2,11,8.51499999999942
n_007_u_140_13,7,1.4,5,0.864999999999782
n_021_u_420_13,21,4.2,9,4.55500000000029
n_035_u_700_12,35,7,14,12.0729999999985
n_044_u_880_13,44,8.8,18,19.8600000000006
n_005_u_100_14,5,1,3,0.908999999999651
n_030_u_600_10,30,6,12,8.39600000000064
n_011_u_220_16,11,2.2,5,1.6830000000009
n_019_u_380_15,19,3.8,8,3.78700000000026
n_039_u_780_13,39,7.8,15,15.2559999999994
n_045_u_900_12,45,9,18,17.0429999999997
n_035_u_700_11,35,7,14,12.4210000000003
