instance,n,u,procs,elapsed
n_032_u_640_1,32,6.4,31,374.268
n_029_u_580_3,29,5.8,22,258.516
n_027_u_540_3,27,5.4,20,327.152
n_034_u_680_1,34,6.8,22,426.304
n_036_u_720_1,36,7.2,24,444.781
n_031_u_620_3,31,6.2,21,317.159
n_038_u_760_1,38,7.6,25,456.643
n_028_u_560_3,28,5.6,20,358.283
n_031_u_620_2,31,6.2,25,338.461
n_035_u_700_1,35,7,25,467.09
n_031_u_620_4,31,6.2,21,319.963
n_005_u_100_3,5,1,4,12.915
n_032_u_640_2,32,6.4,22,330.664
n_029_u_580_2,29,5.8,25,386.656
n_030_u_600_2,30,6,20,351.72
n_032_u_640_3,32,6.4,24,351.701
n_030_u_600_3,30,6,20,386.978
n_033_u_660_2,33,6.6,29,385.037
n_032_u_640_4,32,6.4,26,388.738
n_037_u_740_1,37,7.4,33,525.647
n_040_u_800_1,40,8,31,537.167
n_034_u_680_2,34,6.8,21,365.587
n_033_u_660_4,33,6.6,25,360.572
n_007_u_140_3,7,1.4,9,31.857
n_039_u_780_1,39,7.8,28,588.667
n_043_u_860_1,43,8.6,32,600.816
n_034_u_680_4,34,6.8,23,414.779
n_006_u_120_3,6,1.2,5,18.133
n_018_u_360_4,18,3.6,15,150.707
n_041_u_819_1,41,8.2,36,626.49
n_034_u_680_3,34,6.8,27,445.389
n_033_u_660_3,33,6.6,24,481.062
n_008_u_160_3,8,1.6,7,30.0329999999999
n_010_u_200_3,10,2,8,56.53
n_035_u_700_2,35,7,25,482.652
n_035_u_700_3,35,7,27,472.447
n_044_u_880_1,44,8.8,31,680.161
n_035_u_700_4,35,7,22,436.102
n_037_u_740_2,37,7.4,30,482.545
n_042_u_840_1,42,8.4,30,693.227
n_011_u_220_3,11,2.2,8,44.6809999999999
n_037_u_740_4,37,7.4,27,489.8
n_009_u_180_3,9,1.8,7,37.6339999999999
n_020_u_400_4,20,4,16,164.297
n_036_u_720_2,36,7.2,28,522.594
n_037_u_740_3,37,7.4,25,478.615
n_038_u_760_2,38,7.6,28,513.266
n_019_u_380_4,19,3.8,14,133.994
n_045_u_900_1,45,9,35,743.273
n_036_u_720_4,36,7.2,25,469.03
n_046_u_920_1,46,9.2,35,750.852
n_036_u_720_3,36,7.2,27,487.096
n_005_u_100_4,5,1,5,16.072
n_038_u_760_4,38,7.6,29,508.953
n_038_u_760_3,38,7.6,28,505.603
n_005_u_100_6,5,1,5,13.1709999999999
n_005_u_100_5,5,1,4,12.356
n_012_u_240_3,12,2.4,11,61.958
n_039_u_780_2,39,7.8,32,569.811
n_013_u_260_3,13,2.6,10,65.1469999999999
n_023_u_459_4,23,4.6,18,159.932
n_040_u_800_2,40,8,31,565.988
n_047_u_940_1,47,9.4,33,828.499
n_006_u_120_4,6,1.2,6,20.564
n_021_u_420_4,21,4.2,16,183.821
n_007_u_140_4,7,1.4,7,23.654
n_018_u_360_5,18,3.6,14,114.759
n_039_u_780_3,39,7.8,29,565.917
n_040_u_800_3,40,8,28,578.068
n_006_u_120_5,6,1.2,6,17.936
n_048_u_960_1,48,9.6,34,893.442
n_049_u_980_1,49,9.8,40,894.543
n_018_u_360_7,18,3.6,14,109.371
n_022_u_440_4,22,4.4,18,171.227
n_007_u_140_5,7,1.4,6,21.633
n_018_u_360_6,18,3.6,14,115.921
n_041_u_819_3,41,8.2,29,557.544
n_041_u_819_2,41,8.2,31,587.205
n_050_u_1000_1,50,10,35,919.462
n_014_u_280_3,14,2.8,12,92.782
n_024_u_480_4,24,4.8,17,199.831
n_008_u_160_4,8,1.6,7,26.516
n_008_u_160_5,8,1.6,7,32.139
n_039_u_780_4,39,7.8,30,640.095
n_015_u_300_3,15,3,11,64.1519999999999
n_006_u_120_6,6,1.2,5,16.48
n_043_u_860_2,43,8.6,36,699.627
n_016_u_320_3,16,3.2,13,101.978
n_019_u_380_5,19,3.8,18,162.28
n_040_u_800_4,40,8,30,612.402
n_031_u_620_5,31,6.2,23,393.166
n_044_u_880_2,44,8.8,29,690.348
n_020_u_400_5,20,4,14,175.861
n_041_u_819_4,41,8.2,31,563.915
n_017_u_340_3,17,3.4,12,107.075
n_010_u_200_4,10,2,11,42.528
n_019_u_380_6,19,3.8,16,143.289
n_007_u_140_6,7,1.4,6,23.6319999999999
n_042_u_840_4,42,8.4,31,651.808
n_020_u_400_6,20,4,16,139.243
n_026_u_520_4,26,5.2,20,237.727
n_008_u_160_6,8,1.6,8,31.336
n_025_u_500_4,25,5,18,254.376
n_044_u_880_4,44,8.8,31,605.414
n_011_u_220_4,11,2.2,9,53.8790000000001
n_009_u_180_6,9,1.8,8,36.328
n_044_u_880_3,44,8.8,32,609.283
n_032_u_640_5,32,6.4,22,338.436
n_045_u_900_2,45,9,34,711.432
n_044_u_880_5,44,8.8,32,632.538
n_046_u_920_2,46,9.2,32,735.108
n_033_u_660_5,33,6.6,25,373.609
n_042_u_840_3,42,8.4,31,634.324
n_011_u_220_6,11,2.2,11,53.5790000000002
n_045_u_900_3,45,9,31,641.151
n_019_u_380_7,19,3.8,13,144.744
n_021_u_420_5,21,4.2,15,174.6
n_042_u_840_2,42,8.4,35,767.476
n_011_u_220_5,11,2.2,10,48.21
n_021_u_420_6,21,4.2,15,184.79
n_011_u_220_7,11,2.2,10,42.6290000000001
n_012_u_240_4,12,2.4,13,59.2450000000001
n_009_u_180_5,9,1.8,7,39.2829999999999
n_043_u_860_3,43,8.6,34,669.116
n_009_u_180_4,9,1.8,8,40.2240000000002
n_012_u_240_5,12,2.4,11,54.229
n_013_u_260_4,13,2.6,12,75.9850000000001
n_020_u_400_7,20,4,15,146.432
n_045_u_900_5,45,9,41,675.821
n_010_u_200_5,10,2,7,50.9100000000001
n_036_u_720_5,36,7.2,25,393.117
n_027_u_540_4,27,5.4,26,297.959
n_023_u_459_5,23,4.6,18,192.929
n_021_u_420_7,21,4.2,17,167.803
n_022_u_440_7,22,4.4,15,157.169
n_043_u_860_4,43,8.6,30,727.557
n_046_u_920_5,46,9.2,34,687.441
n_031_u_620_6,31,6.2,27,375.827
n_028_u_560_4,28,5.6,23,289.594
n_012_u_240_7,12,2.4,11,53.1849999999999
n_047_u_940_3,47,9.4,35,717.858
n_034_u_680_5,34,6.8,27,427.36
n_047_u_940_2,47,9.4,36,845.162
n_045_u_900_4,45,9,31,770.051
n_048_u_960_2,48,9.6,34,809.778
n_031_u_620_8,31,6.2,26,380.755
n_010_u_200_6,10,2,9,50.7560000000001
n_024_u_480_7,24,4.8,21,190.103
n_035_u_700_5,35,7,26,403.919
n_013_u_260_7,13,2.6,12,71.0720000000001
n_031_u_620_7,31,6.2,25,411.936
n_032_u_640_6,32,6.4,25,328.251
n_012_u_240_6,12,2.4,10,53.7059999999999
n_022_u_440_5,22,4.4,17,171.507
n_024_u_480_6,24,4.8,19,210.12
n_014_u_280_5,14,2.8,12,73.616
n_024_u_480_5,24,4.8,18,266.462
n_049_u_980_2,49,9.8,36,896.486
n_025_u_500_6,25,5,17,172.376
n_046_u_920_3,46,9.2,36,828.53
n_029_u_580_4,29,5.8,20,350.575
n_030_u_600_4,30,6,21,322.525
n_032_u_640_7,32,6.4,23,321.1
n_015_u_300_4,15,3,14,81.402
n_046_u_920_4,46,9.2,33,708.355
n_014_u_280_4,14,2.8,12,91.194
n_022_u_440_6,22,4.4,17,215.682
n_025_u_500_5,25,5,19,228.668
n_037_u_740_5,37,7.4,25,453.56
n_024_u_480_8,24,4.8,22,237.013
n_047_u_940_5,47,9.4,33,780.266
n_033_u_660_7,33,6.6,25,356.676
n_033_u_660_6,33,6.6,25,383.366
n_013_u_260_5,13,2.6,11,71.403
n_013_u_260_6,13,2.6,12,65.797
n_048_u_960_4,48,9.6,34,759.576
n_023_u_459_6,23,4.6,19,231.3
n_050_u_1000_2,50,10,35,911.636
n_016_u_320_4,16,3.2,11,101.439
n_025_u_500_8,25,5,19,195.839
n_014_u_280_7,14,2.8,10,78.712
n_047_u_940_4,47,9.4,33,835.389
n_023_u_459_7,23,4.6,17,195.915
n_026_u_520_5,26,5.2,21,312.314
n_034_u_680_6,34,6.8,27,374.134
n_032_u_640_8,32,6.4,25,385.106
n_048_u_960_5,48,9.6,38,822.422
n_015_u_300_6,15,3,12,84.9269999999999
n_049_u_980_3,49,9.8,35,799.931
n_017_u_340_4,17,3.4,14,101.811
n_025_u_500_7,25,5,19,214.229
n_026_u_520_8,26,5.2,18,235.069
n_048_u_960_3,48,9.6,33,888.703
n_039_u_780_5,39,7.8,30,506.732
n_014_u_280_6,14,2.8,11,95.357
n_034_u_680_7,34,6.8,26,445.29
n_050_u_1000_4,50,10,36,839.94
n_038_u_760_5,38,7.6,30,516.378
n_006_u_120_7,6,1.2,6,18.066
n_005_u_100_7,5,1,7,15.6819999999998
n_015_u_300_7,15,3,14,88.367
n_034_u_680_8,34,6.8,23,379.215
n_033_u_660_8,33,6.6,26,436.221
n_027_u_540_6,27,5.4,19,282.01
n_027_u_540_5,27,5.4,22,258.678
n_049_u_980_4,49,9.8,39,868.862
n_050_u_1000_3,50,10,35,931.509
n_016_u_320_5,16,3.2,12,114.995
n_015_u_300_5,15,3,16,92.0930000000001
n_028_u_560_5,28,5.6,20,291.544
n_026_u_520_6,26,5.2,17,236.549
n_026_u_520_7,26,5.2,19,227.256
n_035_u_700_8,35,7,29,420.053
n_050_u_1000_5,50,10,38,939.175
n_049_u_980_5,49,9.8,38,926.451
n_017_u_340_6,17,3.4,15,105.257
n_018_u_360_8,18,3.6,13,120.945
n_036_u_720_6,36,7.2,28,489.541
n_019_u_380_8,19,3.8,14,137.156
n_016_u_320_6,16,3.2,13,94.8990000000001
n_040_u_800_5,40,8,27,508.751
n_017_u_340_5,17,3.4,13,108.137
n_007_u_140_7,7,1.4,8,21.8889999999999
n_027_u_540_8,27,5.4,20,293.197
n_044_u_880_6,44,8.8,33,755.649
n_029_u_580_5,29,5.8,25,327.117
n_037_u_740_8,37,7.4,27,467.612
n_016_u_320_7,16,3.2,12,103.327
n_028_u_560_7,28,5.6,21,260.455
n_045_u_900_6,45,9,32,708.623
n_037_u_740_6,37,7.4,25,451.99
n_035_u_700_6,35,7,25,463.219
n_035_u_700_7,35,7,24,430.937
n_041_u_819_5,41,8.2,31,555.262
n_017_u_340_7,17,3.4,14,139.739
n_046_u_920_6,46,9.2,32,706.536
n_011_u_220_8,11,2.2,12,51.9860000000001
n_008_u_160_7,8,1.6,6,21.174
n_030_u_600_5,30,6,22,285.131
n_012_u_240_8,12,2.4,10,49.2279999999998
n_037_u_740_7,37,7.4,27,512.938
n_027_u_540_7,27,5.4,20,288.079
n_038_u_760_7,38,7.6,29,526.684
n_038_u_760_6,38,7.6,26,495.863
n_005_u_100_8,5,1,4,11.8579999999999
n_013_u_260_8,13,2.6,11,67.8619999999999
n_005_u_100_9,5,1,4,14.963
n_036_u_720_7,36,7.2,25,451.62
n_037_u_740_9,37,7.4,26,511.411
n_044_u_880_7,44,8.8,33,652.022
n_028_u_560_8,28,5.6,20,298.791
n_028_u_560_6,28,5.6,20,255.25
n_020_u_400_8,20,4,14,161.52
n_044_u_880_9,44,8.8,32,651.611
n_011_u_220_9,11,2.2,11,47.0559999999998
n_042_u_840_5,42,8.4,33,608.155
n_029_u_580_6,29,5.8,23,309.411
n_030_u_600_7,30,6,21,285.561
n_011_u_220_11,11,2.2,9,45.788
n_021_u_420_8,21,4.2,18,157.12
n_018_u_360_9,18,3.6,15,111.379
n_036_u_720_8,36,7.2,28,514.776
n_009_u_180_7,9,1.8,11,44.4669999999999
n_029_u_580_7,29,5.8,20,287.359
n_024_u_480_9,24,4.8,15,186.166
n_043_u_860_5,43,8.6,35,659.361
n_038_u_760_9,38,7.6,29,562.121
n_005_u_100_11,5,1,5,14.7939999999999
n_018_u_360_10,18,3.6,15,141.742
n_045_u_900_8,45,9,33,681.748
n_039_u_780_9,39,7.8,29,495.072
n_045_u_900_7,45,9,30,719.032
n_025_u_500_9,25,5,20,212.195
n_010_u_200_7,10,2,7,48.203
n_032_u_640_9,32,6.4,23,341.815
n_006_u_120_11,6,1.2,4,19.8879999999999
n_046_u_920_8,46,9.2,31,658.307
n_044_u_880_8,44,8.8,32,740.856
n_029_u_580_8,29,5.8,25,309.117
n_030_u_600_6,30,6,22,352.994
n_031_u_620_9,31,6.2,23,372.785
n_012_u_240_10,12,2.4,10,55.9089999999999
n_047_u_940_6,47,9.4,35,827.932
n_012_u_240_9,12,2.4,9,59.6749999999997
n_026_u_520_9,26,5.2,17,226.56
n_039_u_780_6,39,7.8,28,618.469
n_048_u_960_6,48,9.6,36,813.112
n_038_u_760_8,38,7.6,26,583.298
n_013_u_260_10,13,2.6,10,65.2359999999999
n_006_u_120_8,6,1.2,7,20.2889999999998
n_011_u_220_10,11,2.2,11,67.0060000000003
n_005_u_100_10,5,1,7,18.5809999999997
n_024_u_480_10,24,4.8,17,198.481
n_049_u_980_6,49,9.8,36,935.217
n_018_u_360_12,18,3.6,14,124.409
n_030_u_600_8,30,6,23,367.661
n_024_u_480_12,24,4.8,18,198.945
n_014_u_280_8,14,2.8,9,94.0540000000001
n_039_u_780_8,39,7.8,28,538.955
n_019_u_380_12,19,3.8,17,136.611
n_039_u_780_7,39,7.8,30,551.656
n_015_u_300_8,15,3,11,83.9410000000003
n_006_u_120_10,6,1.2,5,17.6930000000002
n_046_u_920_7,46,9.2,32,811.341
n_006_u_120_9,6,1.2,6,19.1819999999998
n_040_u_800_6,40,8,33,614.635
n_047_u_940_7,47,9.4,36,743.961
n_041_u_819_6,41,8.2,29,588.802
n_022_u_440_8,22,4.4,19,244.208
n_007_u_140_8,7,1.4,6,19.799
n_016_u_320_8,16,3.2,13,121.206
n_019_u_380_9,19,3.8,18,145.015
n_008_u_160_8,8,1.6,8,36.7679999999996
n_023_u_459_8,23,4.6,18,225.764
n_033_u_660_9,33,6.6,25,373.816
n_018_u_360_11,18,3.6,14,145.151
n_025_u_500_11,25,5,16,209.657
n_045_u_900_9,45,9,31,800.319
n_025_u_500_10,25,5,18,199.543
n_040_u_800_7,40,8,29,685.327
n_013_u_260_9,13,2.6,10,89.1689999999999
n_024_u_480_11,24,4.8,16,189.835
n_007_u_140_9,7,1.4,6,20.598
n_014_u_280_9,14,2.8,13,90.5729999999999
n_031_u_620_10,31,6.2,25,345.643
n_019_u_380_11,19,3.8,15,135.517
n_026_u_520_11,26,5.2,19,225.524
n_012_u_240_11,12,2.4,11,67.373
n_034_u_680_9,34,6.8,24,397.598
n_046_u_920_9,46,9.2,35,773.227
n_019_u_380_10,19,3.8,16,171.765
n_050_u_1000_6,50,10,34,1016.904
n_020_u_400_9,20,4,15,163.687
n_041_u_819_8,41,8.2,28,641.385
n_047_u_940_9,47,9.4,36,817.321
n_021_u_420_9,21,4.2,16,153.281
n_040_u_800_9,40,8,30,675.842
n_041_u_819_7,41,8.2,30,529.689
n_007_u_140_11,7,1.4,5,21.2930000000001
n_008_u_160_10,8,1.6,7,32.1839999999997
n_013_u_260_11,13,2.6,13,64.1930000000002
n_020_u_400_10,20,4,17,128.037
n_047_u_940_8,47,9.4,33,878.324
n_028_u_560_9,28,5.6,23,253.344
n_008_u_160_9,8,1.6,7,31.683
n_031_u_620_11,31,6.2,22,453.026
n_048_u_960_9,48,9.6,37,834.621
n_014_u_280_11,14,2.8,10,68.2310000000002
n_042_u_840_6,42,8.4,29,727.906
n_042_u_840_7,42,8.4,30,540.552
n_017_u_340_8,17,3.4,14,105.971
n_027_u_540_9,27,5.4,24,314.953
n_043_u_860_6,43,8.6,30,681.7
n_031_u_620_13,31,6.2,22,359.642
n_041_u_819_9,41,8.2,30,612.409
n_009_u_180_9,9,1.8,7,35.6900000000001
n_040_u_800_8,40,8,29,683.544
n_009_u_180_8,9,1.8,8,41.2279999999996
n_014_u_280_10,14,2.8,12,88.1610000000001
n_008_u_160_11,8,1.6,9,35.3580000000002
n_010_u_200_8,10,2,10,52.3300000000004
n_037_u_740_10,37,7.4,26,551.877
n_007_u_140_10,7,1.4,6,23.7689999999998
n_050_u_1000_9,50,10,37,798.893
n_048_u_960_7,48,9.6,34,777.235
n_026_u_520_10,26,5.2,19,265.792
n_015_u_300_11,15,3,13,86.808
n_038_u_760_10,38,7.6,31,526.371
n_032_u_640_13,32,6.4,28,378.983
n_025_u_500_12,25,5,21,213.927
n_005_u_100_12,5,1,4,12.1780000000003
n_042_u_840_8,42,8.4,29,590.456
n_043_u_860_8,43,8.6,30,637.368
n_039_u_780_10,39,7.8,23,500.881
n_020_u_400_12,20,4,16,159.209
n_029_u_580_9,29,5.8,28,352.34
n_006_u_120_12,6,1.2,5,16.7249999999999
n_031_u_620_12,31,6.2,23,342.281
n_009_u_180_10,9,1.8,8,37.114
n_032_u_640_10,32,6.4,21,359.284
n_015_u_300_9,15,3,10,70.9690000000001
n_021_u_420_11,21,4.2,20,190.14
n_035_u_700_9,35,7,23,404.177
n_037_u_740_13,37,7.4,25,470.886
n_010_u_200_10,10,2,9,44.895
n_050_u_1000_7,50,10,35,871.29
n_021_u_420_10,21,4.2,15,197.689
n_037_u_740_11,37,7.4,27,520.796
n_027_u_540_10,27,5.4,20,338.112
n_017_u_340_11,17,3.4,12,104.291
n_048_u_960_8,48,9.6,35,880.532
n_049_u_980_7,49,9.8,38,963.841
n_049_u_980_8,49,9.8,36,790.644
n_022_u_440_10,22,4.4,14,152.254
n_018_u_360_13,18,3.6,13,111.432
n_026_u_520_12,26,5.2,18,248.863
n_020_u_400_11,20,4,15,164.738
n_021_u_420_12,21,4.2,21,181.525
n_042_u_840_9,42,8.4,28,648.838
n_050_u_1000_8,50,10,34,898.991
n_044_u_880_10,44,8.8,31,661.014
n_027_u_540_12,27,5.4,21,261.803
n_032_u_640_12,32,6.4,23,419.326
n_009_u_180_11,9,1.8,7,34.1580000000004
n_017_u_340_9,17,3.4,13,105.961
n_038_u_760_11,38,7.6,25,466.141
n_015_u_300_10,15,3,12,94.3209999999999
n_023_u_459_9,23,4.6,15,212.635
n_043_u_860_7,43,8.6,28,692.01
n_045_u_900_10,45,9,32,720.196
n_032_u_640_11,32,6.4,22,390.019
n_016_u_320_9,16,3.2,15,106.787
n_016_u_320_10,16,3.2,13,105.522
n_005_u_100_13,5,1,4,15.4760000000001
n_011_u_220_12,11,2.2,8,43.6060000000002
n_027_u_540_11,27,5.4,20,249.284
n_019_u_380_13,19,3.8,16,168.8
n_022_u_440_9,22,4.4,19,258.365
n_037_u_740_12,37,7.4,27,481.339
n_022_u_440_11,22,4.4,17,174.173
n_036_u_720_9,36,7.2,32,524.538
n_010_u_200_9,10,2,8,43.5999999999999
n_028_u_560_12,28,5.6,21,250.104
n_012_u_240_12,12,2.4,10,53.0219999999999
n_043_u_860_9,43,8.6,31,659.646
n_038_u_760_12,38,7.6,28,542.641
n_034_u_680_10,34,6.8,24,424.244
n_005_u_100_14,5,1,6,12.3310000000001
n_023_u_459_11,23,4.6,17,213.306
n_010_u_200_11,10,2,9,47.7489999999998
n_017_u_340_10,17,3.4,14,140.841
n_030_u_600_9,30,6,22,398.28
n_033_u_660_11,33,6.6,24,452.061
n_033_u_660_13,33,6.6,22,317.104
n_028_u_560_10,28,5.6,21,293.736
n_018_u_360_14,18,3.6,13,154.511
n_022_u_440_12,22,4.4,21,175.334
n_050_u_1000_10,50,10,34,1055.756
n_033_u_660_10,33,6.6,26,531.918
n_049_u_980_9,49,9.8,37,975.859
n_039_u_780_12,39,7.8,30,625.693
n_030_u_600_12,30,6,24,306.267
n_031_u_620_14,31,6.2,21,284.748
n_046_u_920_10,46,9.2,32,699.223
n_024_u_480_13,24,4.8,19,202.324
n_006_u_120_14,6,1.2,7,19.3789999999999
n_018_u_360_15,18,3.6,14,148.064
n_023_u_459_10,23,4.6,16,188.142
n_034_u_680_12,34,6.8,23,373.138
n_017_u_340_12,17,3.4,13,100.773
n_013_u_260_12,13,2.6,11,67.712
n_028_u_560_11,28,5.6,21,285.717
n_041_u_819_10,41,8.2,29,606.374
n_023_u_459_12,23,4.6,16,181.017
n_029_u_580_10,29,5.8,22,287.516
n_029_u_580_11,29,5.8,23,290.233
n_016_u_320_11,16,3.2,12,107.554
n_025_u_500_13,25,5,19,252.66
n_008_u_160_12,8,1.6,7,28.3119999999999
n_035_u_700_11,35,7,24,415.697
n_030_u_600_10,30,6,21,338.001
n_034_u_680_11,34,6.8,23,442.369
n_033_u_660_12,33,6.6,26,388.661
n_019_u_380_15,19,3.8,16,122.663
n_040_u_800_10,40,8,31,627.786
n_047_u_940_10,47,9.4,40,755.864
n_038_u_760_13,38,7.6,26,555.091
n_044_u_880_12,44,8.8,33,666.09
n_005_u_100_15,5,1,6,15.5459999999998
n_007_u_140_12,7,1.4,7,23.1990000000001
n_039_u_780_11,39,7.8,28,614.213
n_044_u_880_11,44,8.8,32,849.835
n_040_u_800_11,40,8,29,533.579
n_006_u_120_13,6,1.2,7,15.7779999999998
n_014_u_280_12,14,2.8,11,68.6020000000003
n_032_u_640_14,32,6.4,26,410.737
n_011_u_220_14,11,2.2,10,64.5950000000003
n_034_u_680_13,34,6.8,25,489.316
n_035_u_700_12,35,7,24,412.475
n_007_u_140_13,7,1.4,9,25.0859999999998
n_035_u_700_10,35,7,23,429.054
n_039_u_780_13,39,7.8,28,542.689
n_011_u_220_13,11,2.2,9,58.9929999999999
n_021_u_420_13,21,4.2,19,167.1
n_031_u_620_15,31,6.2,24,320.462
n_006_u_120_15,6,1.2,6,17.5309999999999
n_036_u_720_12,36,7.2,25,416.256
n_018_u_360_16,18,3.6,14,139.236
n_026_u_520_13,26,5.2,20,248.405
n_036_u_720_10,36,7.2,25,534.909
n_020_u_400_13,20,4,17,156.972
n_044_u_880_13,44,8.8,31,682.747
n_030_u_600_11,30,6,25,428.375
n_019_u_380_14,19,3.8,13,122.154
n_042_u_840_10,42,8.4,31,736.176
n_040_u_800_13,40,8,29,605.984
n_045_u_900_14,45,9,32,781.726
n_031_u_620_16,31,6.2,26,359.75
n_035_u_700_13,35,7,26,422.521
n_020_u_400_14,20,4,17,144.307
n_044_u_880_14,44,8.8,33,861.086
n_011_u_220_15,11,2.2,11,54.6769999999997
n_030_u_600_13,30,6,21,321.868
n_019_u_380_16,19,3.8,17,121.059
n_007_u_140_15,7,1.4,5,27.4549999999999
n_009_u_180_12,9,1.8,7,32.2639999999997
n_048_u_960_10,48,9.6,34,756.65
n_012_u_240_16,12,2.4,8,50.8229999999999
n_045_u_900_11,45,9,33,782.676
n_029_u_580_12,29,5.8,24,337.275
n_050_u_1000_14,50,10,39,771.214
n_041_u_819_13,41,8.2,31,599.354
n_011_u_220_16,11,2.2,10,54.8199999999997
n_040_u_800_12,40,8,33,639.87
n_045_u_900_13,45,9,30,676.649
n_024_u_480_15,24,4.8,24,239.395
n_008_u_160_15,8,1.6,7,27.989
n_007_u_140_14,7,1.4,6,24.9610000000002
n_024_u_480_14,24,4.8,19,209.245
n_037_u_740_14,37,7.4,27,464.742
n_032_u_640_16,32,6.4,22,341.257
n_012_u_240_13,12,2.4,9,63.0219999999999
n_027_u_540_13,27,5.4,22,276.853
n_015_u_300_12,15,3,12,89.4940000000001
n_036_u_720_13,36,7.2,28,441.688
n_012_u_240_15,12,2.4,10,67.8050000000003
n_050_u_1000_11,50,10,35,955.755
n_045_u_900_12,45,9,33,734.62
n_041_u_819_11,41,8.2,28,608.448
n_043_u_860_10,43,8.6,33,649.489
n_022_u_440_13,22,4.4,18,166.084
n_017_u_340_16,17,3.4,14,134.353
n_020_u_400_16,20,4,18,172.021
n_008_u_160_13,8,1.6,8,27.2260000000001
n_010_u_200_12,10,2,7,37.5599999999999
n_012_u_240_14,12,2.4,14,72.9650000000001
n_024_u_480_16,24,4.8,21,236.799
n_020_u_400_15,20,4,16,155.348
n_047_u_940_11,47,9.4,34,758.798
n_042_u_840_11,42,8.4,32,540.564
n_036_u_720_11,36,7.2,30,607.89
n_038_u_760_14,38,7.6,27,535.858
n_017_u_340_13,17,3.4,14,106.076
n_021_u_420_16,21,4.2,18,172.869
n_032_u_640_15,32,6.4,26,303.805
n_005_u_100_16,5,1,4,12.1399999999999
n_046_u_920_14,46,9.2,34,706.005
n_044_u_880_15,44,8.8,31,648.736
n_049_u_980_10,49,9.8,34,826.125
n_050_u_1000_13,50,10,36,830.076
n_050_u_1000_12,50,10,37,968.888
n_025_u_500_17,25,5,22,228.169
n_046_u_920_11,46,9.2,34,685.889
n_009_u_180_13,9,1.8,9,34.759
n_024_u_480_17,24,4.8,21,224.193
n_046_u_920_12,46,9.2,33,749.966
n_041_u_819_12,41,8.2,32,599.127
n_034_u_680_14,34,6.8,22,397.668
n_014_u_280_13,14,2.8,11,69.0879999999997
n_011_u_220_17,11,2.2,7,51.067
n_008_u_160_14,8,1.6,8,29.9989999999998
n_013_u_260_13,13,2.6,10,57.9320000000002
n_025_u_500_14,25,5,20,220.348
n_042_u_840_12,42,8.4,30,629.151
n_013_u_260_16,13,2.6,12,73.2400000000002
n_031_u_620_17,31,6.2,24,421.641
n_033_u_660_15,33,6.6,22,350.886
n_013_u_260_14,13,2.6,12,63.6650000000004
