instance,n,u,procs,elapsed
n_011_u_220_5,11,2.2,6,43.054
n_046_u_920_4,46,9.2,23,454.186
n_021_u_420_7,21,4.2,12,128.833
n_034_u_680_5,34,6.8,17,287.835
n_035_u_700_5,35,7,19,348.75
n_011_u_220_6,11,2.2,6,38.3579999999999
n_012_u_240_5,12,2.4,6,45.968
n_031_u_620_6,31,6.2,14,262.211
n_023_u_459_6,23,4.6,13,123.432
n_012_u_240_7,12,2.4,6,44.099
n_045_u_900_4,45,9,24,487.303
n_029_u_580_4,29,5.8,13,192.867
n_022_u_440_6,22,4.4,11,122.185
n_023_u_459_7,23,4.6,12,146.323
n_032_u_640_6,32,6.4,15,235.229
n_013_u_260_6,13,2.6,6,47.282
n_024_u_480_5,24,4.8,10,142.955
n_031_u_620_7,31,6.2,14,212.707
n_048_u_960_2,48,9.6,24,579.518
n_024_u_480_8,24,4.8,11,134.399
n_049_u_980_3,49,9.8,23,507.639
n_047_u_940_5,47,9.4,22,513.927
n_012_u_240_6,12,2.4,6,50.6410000000001
n_036_u_720_5,36,7.2,16,295.487
n_032_u_640_8,32,6.4,14,240.377
n_046_u_920_5,46,9.2,21,534.691
n_050_u_1000_2,50,10,23,595.318
n_033_u_660_6,33,6.6,16,243.349
n_027_u_540_5,27,5.4,11,152.874
n_039_u_780_5,39,7.8,18,347.128
n_048_u_960_3,48,9.6,22,517.087
n_025_u_500_5,25,5,12,159.704
n_030_u_600_4,30,6,15,232.105
n_006_u_120_7,6,1.2,4,13.867
n_031_u_620_8,31,6.2,15,245.744
n_049_u_980_2,49,9.8,24,616.618
n_015_u_300_4,15,3,8,62.577
n_026_u_520_6,26,5.2,12,161.67
n_014_u_280_7,14,2.8,8,62.871
n_013_u_260_7,13,2.6,7,47.439
n_026_u_520_5,26,5.2,13,158.523
n_016_u_320_5,16,3.2,8,76.2190000000001
n_032_u_640_7,32,6.4,14,239.32
n_048_u_960_4,48,9.6,22,494.789
n_037_u_740_5,37,7.4,17,379.57
n_025_u_500_6,25,5,11,140.662
n_025_u_500_8,25,5,12,137.956
n_033_u_660_8,33,6.6,15,283.486
n_024_u_480_6,24,4.8,12,179.837
n_047_u_940_4,47,9.4,21,576.947
n_024_u_480_7,24,4.8,12,155.761
n_017_u_340_4,17,3.4,9,85.85
n_015_u_300_5,15,3,9,73.557
n_048_u_960_5,48,9.6,21,567.003
n_016_u_320_4,16,3.2,9,62.26
n_050_u_1000_3,50,10,21,541.722
n_047_u_940_3,47,9.4,23,622.464
n_034_u_680_6,34,6.8,16,331.125
n_033_u_660_7,33,6.6,18,324.877
n_019_u_380_8,19,3.8,10,96.422
n_034_u_680_7,34,6.8,15,282
n_049_u_980_5,49,9.8,22,545.129
n_015_u_300_6,15,3,8,66.852
n_026_u_520_7,26,5.2,11,180.66
n_014_u_280_6,14,2.8,8,62.881
n_038_u_760_5,38,7.6,18,390.402
n_015_u_300_7,15,3,7,56.3869999999999
n_005_u_100_7,5,1,4,10.2369999999999
n_014_u_280_5,14,2.8,8,64.6389999999999
n_025_u_500_7,25,5,12,181.448
n_035_u_700_8,35,7,17,301.753
n_049_u_980_4,49,9.8,22,608.51
n_035_u_700_6,35,7,17,292.601
n_036_u_720_6,36,7.2,18,287.224
n_017_u_340_5,17,3.4,9,81.3820000000001
n_040_u_800_5,40,8,19,389.664
n_050_u_1000_4,50,10,25,590.081
n_016_u_320_7,16,3.2,8,79.3119999999999
n_026_u_520_8,26,5.2,13,162.671
n_007_u_140_7,7,1.4,4,19.0940000000001
n_034_u_680_8,34,6.8,15,305.113
n_036_u_720_7,36,7.2,19,294.218
n_016_u_320_6,16,3.2,8,68.403
n_018_u_360_8,18,3.6,9,89.4400000000001
n_037_u_740_6,37,7.4,17,289.503
n_027_u_540_8,27,5.4,13,208.991
n_035_u_700_7,35,7,18,314.592
n_029_u_580_6,29,5.8,13,212.308
n_045_u_900_6,45,9,20,453.834
n_028_u_560_5,28,5.6,14,232.838
n_037_u_740_9,37,7.4,16,295.011
n_041_u_819_5,41,8.2,20,377.343
n_044_u_880_6,44,8.8,21,510.439
n_036_u_720_8,36,7.2,18,330.699
n_017_u_340_6,17,3.4,9,78.385
n_030_u_600_5,30,6,13,192.881
n_028_u_560_6,28,5.6,11,196.512
n_008_u_160_7,8,1.6,5,20.8400000000001
n_029_u_580_5,29,5.8,13,199.976
n_050_u_1000_5,50,10,23,646.253
n_012_u_240_8,12,2.4,6,40.047
n_011_u_220_8,11,2.2,5,36.5919999999999
n_028_u_560_7,28,5.6,13,177.358
n_020_u_400_8,20,4,11,103.126
n_046_u_920_6,46,9.2,23,490.629
n_027_u_540_7,27,5.4,12,198.073
n_027_u_540_6,27,5.4,14,182.24
n_030_u_600_6,30,6,15,183.131
n_038_u_760_6,38,7.6,17,348.669
n_040_u_800_6,40,8,21,353.325
n_017_u_340_7,17,3.4,7,80.75
n_042_u_840_5,42,8.4,21,439.386
n_028_u_560_8,28,5.6,14,231.254
n_032_u_640_9,32,6.4,15,257.932
n_013_u_260_8,13,2.6,7,47.2829999999999
n_007_u_140_8,7,1.4,4,19.3050000000001
n_005_u_100_8,5,1,3,22.9880000000001
n_037_u_740_8,37,7.4,17,303.906
n_044_u_880_7,44,8.8,21,458.775
n_039_u_780_6,39,7.8,17,345.088
n_039_u_780_7,39,7.8,18,356.609
n_029_u_580_8,29,5.8,15,198.127
n_009_u_180_7,9,1.8,5,25.778
n_006_u_120_8,6,1.2,4,13.5720000000001
n_006_u_120_9,6,1.2,3,15.5219999999999
n_021_u_420_8,21,4.2,9,120.221
n_045_u_900_7,45,9,20,469.535
n_048_u_960_6,48,9.6,22,494.264
n_044_u_880_8,44,8.8,20,449.291
n_038_u_760_9,38,7.6,19,344.353
n_037_u_740_7,37,7.4,17,345.661
n_038_u_760_7,38,7.6,21,352.716
n_024_u_480_9,24,4.8,11,118.774
n_005_u_100_11,5,1,3,16.0540000000001
n_011_u_220_9,11,2.2,6,45.1110000000001
n_005_u_100_9,5,1,3,19.8700000000001
n_012_u_240_9,12,2.4,7,42.077
n_011_u_220_10,11,2.2,6,45.528
n_043_u_860_5,43,8.6,19,445.304
n_029_u_580_7,29,5.8,14,225.182
n_044_u_880_9,44,8.8,20,436.475
n_025_u_500_9,25,5,12,162.587
n_015_u_300_8,15,3,7,61.3150000000001
n_047_u_940_6,47,9.4,21,562.79
n_031_u_620_9,31,6.2,14,232.441
n_030_u_600_7,30,6,14,198.356
n_046_u_920_7,46,9.2,23,472.232
n_018_u_360_9,18,3.6,9,93.8290000000002
n_010_u_200_7,10,2,6,31.8820000000001
n_019_u_380_10,19,3.8,10,83.1860000000001
n_019_u_380_9,19,3.8,9,90.7179999999998
n_011_u_220_11,11,2.2,6,37.0739999999998
n_045_u_900_8,45,9,19,447.291
n_020_u_400_9,20,4,11,123.909
n_038_u_760_8,38,7.6,17,344.807
n_005_u_100_10,5,1,4,10.7729999999999
n_022_u_440_8,22,4.4,12,122.915
n_018_u_360_10,18,3.6,9,86.3039999999999
n_018_u_360_12,18,3.6,9,97.9839999999999
n_013_u_260_9,13,2.6,7,55.568
n_014_u_280_8,14,2.8,7,59.4269999999999
n_045_u_900_9,45,9,20,548.753
n_046_u_920_9,46,9.2,22,467.248
n_026_u_520_9,26,5.2,13,159.535
n_012_u_240_10,12,2.4,6,38.3199999999999
n_039_u_780_8,39,7.8,18,413.423
n_049_u_980_6,49,9.8,23,558.091
n_006_u_120_10,6,1.2,4,17.3309999999999
n_033_u_660_9,33,6.6,16,263.782
n_012_u_240_11,12,2.4,6,42.277
n_024_u_480_10,24,4.8,11,153.694
n_013_u_260_11,13,2.6,7,48.7330000000002
n_039_u_780_9,39,7.8,19,384.898
n_047_u_940_8,47,9.4,21,476.371
n_024_u_480_11,24,4.8,11,143.231
n_047_u_940_7,47,9.4,20,503.961
n_025_u_500_10,25,5,12,152.203
n_006_u_120_11,6,1.2,4,14.232
n_016_u_320_8,16,3.2,8,66.8630000000001
n_018_u_360_11,18,3.6,9,92.405
n_040_u_800_9,40,8,17,369.034
n_030_u_600_8,30,6,13,250.86
n_007_u_140_11,7,1.4,5,17.3149999999998
n_023_u_459_8,23,4.6,13,149.428
n_041_u_819_7,41,8.2,18,375.038
n_028_u_560_9,28,5.6,13,187.238
n_019_u_380_11,19,3.8,10,95.0900000000001
n_014_u_280_9,14,2.8,7,57.115
n_014_u_280_10,14,2.8,8,60.356
n_024_u_480_12,24,4.8,14,160.699
n_046_u_920_8,46,9.2,20,540.469
n_041_u_819_6,41,8.2,18,400.412
n_050_u_1000_6,50,10,24,607.438
n_008_u_160_9,8,1.6,6,20.8980000000001
n_008_u_160_8,8,1.6,6,22.578
n_026_u_520_10,26,5.2,11,156.793
n_040_u_800_8,40,8,18,352.095
n_043_u_860_6,43,8.6,19,412.239
n_034_u_680_9,34,6.8,18,281.749
n_025_u_500_11,25,5,11,148.949
n_041_u_819_8,41,8.2,18,387.158
n_040_u_800_7,40,8,19,354.828
n_048_u_960_7,48,9.6,22,528.436
n_013_u_260_10,13,2.6,7,43.9010000000001
n_042_u_840_7,42,8.4,21,443.196
n_007_u_140_10,7,1.4,4,15.8330000000001
n_019_u_380_12,19,3.8,9,108.74
n_027_u_540_9,27,5.4,12,182.314
n_031_u_620_10,31,6.2,14,237.503
n_007_u_140_9,7,1.4,4,19.008
n_008_u_160_10,8,1.6,5,23.1419999999998
n_049_u_980_7,49,9.8,24,543.677
n_037_u_740_10,37,7.4,17,296.978
n_010_u_200_8,10,2,5,32.8699999999999
n_042_u_840_6,42,8.4,20,439.643
n_049_u_980_8,49,9.8,24,505.042
n_032_u_640_10,32,6.4,16,239.623
n_047_u_940_9,47,9.4,21,523.476
n_048_u_960_9,48,9.6,22,568.594
n_009_u_180_9,9,1.8,5,33.5159999999998
n_032_u_640_11,32,6.4,18,248.056
n_026_u_520_12,26,5.2,12,151.616
n_025_u_500_12,25,5,14,162.034
n_041_u_819_9,41,8.2,19,366.261
n_017_u_340_8,17,3.4,8,80.1699999999998
n_020_u_400_12,20,4,9,121.825
n_031_u_620_11,31,6.2,14,230.156
n_009_u_180_8,9,1.8,5,32.893
n_015_u_300_9,15,3,7,65.529
n_008_u_160_11,8,1.6,4,24.73
n_042_u_840_9,42,8.4,19,373.617
n_043_u_860_7,43,8.6,19,420.384
n_033_u_660_10,33,6.6,19,274.941
n_031_u_620_13,31,6.2,14,253.533
n_016_u_320_9,16,3.2,11,66.4559999999999
n_014_u_280_11,14,2.8,6,54.9170000000001
n_016_u_320_10,16,3.2,7,62.672
n_021_u_420_10,21,4.2,9,114.675
n_021_u_420_9,21,4.2,10,111.274
n_015_u_300_11,15,3,7,62.038
n_009_u_180_11,9,1.8,5,25.6519999999998
n_010_u_200_9,10,2,5,35.5910000000001
n_020_u_400_11,20,4,11,111.568
n_048_u_960_8,48,9.6,22,570.299
n_045_u_900_10,45,9,19,445.602
n_038_u_760_10,38,7.6,21,359.307
n_049_u_980_9,49,9.8,22,556.528
n_031_u_620_12,31,6.2,15,217.05
n_035_u_700_9,35,7,16,308.133
n_029_u_580_9,29,5.8,15,221.507
n_005_u_100_12,5,1,3,12.2089999999998
n_050_u_1000_10,50,10,21,571.911
n_020_u_400_10,20,4,11,119.915
n_027_u_540_10,27,5.4,12,185.299
n_027_u_540_11,27,5.4,13,192.964
n_021_u_420_11,21,4.2,11,137.219
n_023_u_459_9,23,4.6,11,142.867
n_012_u_240_12,12,2.4,7,46.2529999999999
n_022_u_440_10,22,4.4,11,133.394
n_026_u_520_11,26,5.2,12,171.217
n_021_u_420_12,21,4.2,11,115.266
n_022_u_440_9,22,4.4,10,121.199
n_050_u_1000_7,50,10,23,639.639
n_032_u_640_12,32,6.4,16,228.688
n_015_u_300_10,15,3,8,67.0320000000002
n_016_u_320_11,16,3.2,9,64.8230000000001
n_039_u_780_10,39,7.8,16,353.419
n_043_u_860_8,43,8.6,20,420.318
n_038_u_760_11,38,7.6,16,296.708
n_037_u_740_11,37,7.4,17,318.93
n_017_u_340_12,17,3.4,8,68.636
n_042_u_840_8,42,8.4,19,448.349
n_006_u_120_12,6,1.2,4,17.7190000000001
n_005_u_100_13,5,1,3,19.48
n_050_u_1000_9,50,10,23,534.745
n_018_u_360_13,18,3.6,9,85.325
n_044_u_880_10,44,8.8,21,450.502
n_022_u_440_12,22,4.4,12,126.293
n_037_u_740_12,37,7.4,16,328.746
n_010_u_200_10,10,2,6,34.184
n_009_u_180_10,9,1.8,5,29.7520000000002
n_036_u_720_9,36,7.2,16,316.322
n_030_u_600_9,30,6,14,204.685
n_023_u_459_10,23,4.6,11,142.023
n_011_u_220_12,11,2.2,6,34.7429999999999
n_032_u_640_13,32,6.4,15,248.755
n_037_u_740_13,37,7.4,16,302.833
n_028_u_560_10,28,5.6,13,205.812
n_017_u_340_9,17,3.4,9,87.7719999999999
n_027_u_540_12,27,5.4,14,185.414
n_029_u_580_11,29,5.8,15,193.822
n_033_u_660_13,33,6.6,15,229.657
n_028_u_560_12,28,5.6,13,194.352
n_017_u_340_11,17,3.4,8,90.3820000000001
n_050_u_1000_8,50,10,24,593.971
n_019_u_380_13,19,3.8,9,104.045
n_018_u_360_14,18,3.6,11,102.254
n_038_u_760_12,38,7.6,19,339.56
n_043_u_860_9,43,8.6,22,404.852
n_029_u_580_10,29,5.8,14,249.115
n_025_u_500_13,25,5,11,166.778
n_046_u_920_10,46,9.2,20,468.477
n_039_u_780_11,39,7.8,17,359.391
n_023_u_459_11,23,4.6,10,120.32
n_034_u_680_10,34,6.8,15,260.693
n_010_u_200_11,10,2,6,29.5120000000002
n_006_u_120_13,6,1.2,3,14.5309999999999
n_005_u_100_14,5,1,3,35.124
n_033_u_660_12,33,6.6,15,252.01
n_022_u_440_11,22,4.4,10,131.835
n_039_u_780_13,39,7.8,17,336.301
n_041_u_819_10,41,8.2,19,432.249
n_034_u_680_11,34,6.8,15,297.301
n_040_u_800_10,40,8,19,377.328
n_028_u_560_11,28,5.6,12,201.904
n_006_u_120_15,6,1.2,4,16.913
n_013_u_260_12,13,2.6,9,50.7080000000001
n_017_u_340_10,17,3.4,9,87.806
n_033_u_660_11,33,6.6,15,266.471
n_007_u_140_12,7,1.4,4,18.145
n_024_u_480_13,24,4.8,11,150.001
n_038_u_760_13,38,7.6,18,372.418
n_008_u_160_12,8,1.6,4,26.6359999999997
n_005_u_100_15,5,1,3,12.991
n_030_u_600_13,30,6,13,224.692
n_031_u_620_14,31,6.2,13,211.834
n_044_u_880_11,44,8.8,20,419.438
n_034_u_680_13,34,6.8,16,259.896
n_035_u_700_10,35,7,17,262.817
n_029_u_580_12,29,5.8,15,261.348
n_018_u_360_15,18,3.6,9,91.6180000000002
n_036_u_720_10,36,7.2,18,293.071
n_019_u_380_14,19,3.8,11,102.248
n_045_u_900_11,45,9,21,431.843
n_045_u_900_12,45,9,21,430.917
n_035_u_700_11,35,7,17,304.121
n_011_u_220_13,11,2.2,8,42.779
n_023_u_459_12,23,4.6,11,126.859
n_040_u_800_11,40,8,18,346.431
n_044_u_880_14,44,8.8,19,411.149
n_034_u_680_12,34,6.8,15,343.364
n_030_u_600_10,30,6,13,232.577
n_007_u_140_13,7,1.4,6,17.8380000000002
n_035_u_700_13,35,7,17,281.941
n_019_u_380_16,19,3.8,9,116.095
n_047_u_940_10,47,9.4,23,523.087
n_012_u_240_13,12,2.4,6,47.518
n_012_u_240_14,12,2.4,6,46.0429999999997
n_018_u_360_16,18,3.6,8,88.8960000000002
n_020_u_400_13,20,4,13,108.282
n_021_u_420_13,21,4.2,11,113.52
n_030_u_600_12,30,6,14,222.646
n_044_u_880_12,44,8.8,21,477.063
n_011_u_220_16,11,2.2,5,42.0409999999997
n_036_u_720_11,36,7.2,16,284.383
n_042_u_840_10,42,8.4,19,409.563
n_044_u_880_13,44,8.8,21,412.995
n_031_u_620_15,31,6.2,15,230.017
n_032_u_640_14,32,6.4,16,248.601
n_014_u_280_12,14,2.8,7,54.1529999999998
n_050_u_1000_11,50,10,25,548.978
n_009_u_180_12,9,1.8,5,26.288
n_011_u_220_14,11,2.2,5,36.0439999999999
n_026_u_520_13,26,5.2,12,178.012
n_039_u_780_12,39,7.8,19,405.641
n_040_u_800_12,40,8,20,432.291
n_011_u_220_15,11,2.2,7,41.48
n_046_u_920_11,46,9.2,21,509.29
n_006_u_120_14,6,1.2,4,14.3360000000002
n_007_u_140_14,7,1.4,4,19.1109999999999
n_020_u_400_14,20,4,10,102.793
n_030_u_600_11,30,6,14,223.669
n_013_u_260_13,13,2.6,7,43.1689999999999
n_024_u_480_14,24,4.8,11,157.843
n_041_u_819_13,41,8.2,19,348.935
n_045_u_900_13,45,9,20,460.478
n_040_u_800_13,40,8,17,378.438
n_036_u_720_12,36,7.2,16,306.95
n_017_u_340_13,17,3.4,9,90.732
n_008_u_160_15,8,1.6,5,22.3960000000002
n_035_u_700_12,35,7,17,292.321
n_041_u_819_11,41,8.2,19,399.997
n_045_u_900_14,45,9,21,409.09
n_007_u_140_15,7,1.4,4,20.2339999999999
n_025_u_500_14,25,5,12,163.582
n_038_u_760_14,38,7.6,18,343.491
n_048_u_960_10,48,9.6,22,547.001
n_025_u_500_15,25,5,13,168.984
n_024_u_480_17,24,4.8,12,152.826
n_012_u_240_15,12,2.4,6,44.1710000000003
n_019_u_380_15,19,3.8,10,96.4369999999999
n_008_u_160_13,8,1.6,4,22.3719999999998
n_005_u_100_16,5,1,3,16.4119999999998
n_022_u_440_13,22,4.4,10,126.414
n_031_u_620_16,31,6.2,14,247.48
n_020_u_400_15,20,4,9,105.65
n_032_u_640_17,32,6.4,14,201.863
n_012_u_240_16,12,2.4,6,41.5160000000001
n_043_u_860_10,43,8.6,20,455.408
n_042_u_840_11,42,8.4,19,378.143
n_042_u_840_12,42,8.4,19,428.95
n_024_u_480_16,24,4.8,11,132.547
n_024_u_480_15,24,4.8,11,156.597
n_032_u_640_15,32,6.4,16,273.463
n_009_u_180_13,9,1.8,5,25.5990000000002
n_037_u_740_14,37,7.4,18,332.121
n_010_u_200_12,10,2,5,31.3400000000001
n_009_u_180_14,9,1.8,5,29.2550000000001
n_015_u_300_12,15,3,9,66.6400000000003
n_027_u_540_13,27,5.4,13,185.267
n_031_u_620_17,31,6.2,15,254.237
n_050_u_1000_12,50,10,25,569.584
n_034_u_680_14,34,6.8,14,246.651
n_018_u_360_17,18,3.6,9,84.9639999999999
n_046_u_920_14,46,9.2,20,495.18
n_041_u_819_12,41,8.2,19,394.676
n_020_u_400_16,20,4,10,115.087
n_021_u_420_16,21,4.2,11,128.068
n_036_u_720_13,36,7.2,16,313.428
n_021_u_420_14,21,4.2,11,119.205
n_026_u_520_14,26,5.2,12,179.979
n_008_u_160_14,8,1.6,4,28.0390000000002
n_047_u_940_11,47,9.4,21,457.926
n_050_u_1000_14,50,10,22,568.213
n_013_u_260_16,13,2.6,7,49.4780000000001
n_033_u_660_14,33,6.6,15,318.043
n_050_u_1000_13,50,10,23,608.816
n_049_u_980_10,49,9.8,23,585.777
n_017_u_340_14,17,3.4,9,79.5160000000001
n_025_u_500_16,25,5,13,165.165
