instance,n,u,procs,elapsed,passive
n_005_u_100_29,5,1,3,0.00800000000000001,4
n_050_u_1000_24,50,10,24,0.324,42
n_026_u_520_25,26,5.2,13,0.0960000000000001,22
n_018_u_360_29,18,3.6,10,0.0450000000000008,15
n_026_u_520_26,26,5.2,16,0.111,20
n_023_u_459_23,23,4.6,13,0.100000000000001,18
n_047_u_940_22,47,9.4,25,0.322,39
n_035_u_700_22,35,7,17,0.21,29
n_033_u_660_24,33,6.6,16,0.192,27
n_034_u_680_28,34,6.8,15,0.149,28
n_048_u_960_25,48,9.6,24,0.337,38
n_022_u_440_26,22,4.4,13,0.0820000000000007,17
n_030_u_600_25,30,6,15,0.152,23
n_017_u_340_26,17,3.4,9,0.0550000000000006,14
n_018_u_360_27,18,3.6,10,0.0640000000000001,15
n_018_u_360_26,18,3.6,12,0.0720000000000001,13
n_018_u_360_30,18,3.6,11,0.0589999999999993,14
n_050_u_1000_25,50,10,25,0.365,39
n_028_u_560_22,28,5.6,14,0.129,23
n_029_u_580_25,29,5.8,16,0.133,23
n_022_u_440_22,22,4.4,12,0.0810000000000004,18
n_034_u_680_23,34,6.8,18,0.222,26
n_048_u_960_22,48,9.6,24,0.408,38
n_014_u_280_24,14,2.8,10,0.0460000000000003,10
n_039_u_780_31,39,7.8,19,0.216,30
n_024_u_480_27,24,4.8,12,0.101,20
n_050_u_1000_28,50,10,25,0.387,41
n_047_u_940_21,47,9.4,22,0.361,37
n_015_u_300_27,15,3,8,0.0359999999999996,11
n_041_u_819_22,41,8.2,21,0.259,33
n_025_u_500_27,25,5,13,0.111,20
n_006_u_120_33,6,1.2,4,0.00999999999999979,4
n_044_u_880_25,44,8.8,23,0.288,34
n_034_u_680_25,34,6.8,17,0.15,27
n_044_u_880_26,44,8.8,23,0.285,32
n_036_u_720_26,36,7.2,18,0.202,29
n_008_u_160_24,8,1.6,4,0.016,7
n_040_u_800_24,40,8,22,0.234,31
n_035_u_700_26,35,7,19,0.207999999999999,29
n_043_u_860_27,43,8.6,21,0.25,34
n_040_u_800_29,40,8,20,0.239,32
n_029_u_580_26,29,5.8,14,0.136,23
n_007_u_140_26,7,1.4,4,0.0140000000000002,4
n_047_u_940_23,47,9.4,24,0.322,38
n_015_u_300_24,15,3,7,0.0429999999999993,14
n_014_u_280_23,14,2.8,7,0.0369999999999999,10
n_042_u_840_21,42,8.4,20,0.282,33
n_011_u_220_27,11,2.2,6,0.0280000000000005,9
n_007_u_140_31,7,1.4,4,0.0110000000000001,5
n_017_u_340_27,17,3.4,10,0.0680000000000005,13
n_011_u_220_28,11,2.2,7,0.0269999999999992,8
n_036_u_720_27,36,7.2,18,0.176,31
n_029_u_580_24,29,5.8,13,0.16,22
n_010_u_200_29,10,2,4,0.0220000000000002,9
n_017_u_340_30,17,3.4,9,0.0539999999999994,15
n_039_u_780_25,39,7.8,22,0.265000000000001,30
n_009_u_180_23,9,1.8,4,0.0129999999999999,8
n_035_u_700_28,35,7,17,0.191,27
n_048_u_960_21,48,9.6,24,0.431,37
n_019_u_380_34,19,3.8,10,0.0580000000000007,15
n_006_u_120_27,6,1.2,5,0.0120000000000005,6
n_038_u_760_25,38,7.6,19,0.223,30
n_014_u_280_25,14,2.8,8,0.0360000000000005,11
n_045_u_900_27,45,9,21,0.288,37
n_005_u_100_27,5,1,4,0.00699999999999967,4
n_021_u_420_25,21,4.2,12,0.0640000000000001,17
n_031_u_620_30,31,6.2,16,0.144,25
n_039_u_780_24,39,7.8,20,0.262,31
n_045_u_900_25,45,9,23,0.331,36
n_030_u_600_27,30,6,17,0.124000000000001,24
n_020_u_400_27,20,4,12,0.0620000000000003,16
n_006_u_120_26,6,1.2,3,0.0119999999999996,5
n_045_u_900_26,45,9,26,0.28,35
n_020_u_400_32,20,4,11,0.0600000000000005,15
n_012_u_240_29,12,2.4,8,0.0229999999999997,9
n_015_u_300_23,15,3,9,0.0440000000000005,11
n_027_u_540_25,27,5.4,15,0.12,22
n_039_u_780_23,39,7.8,20,0.266,32
n_040_u_800_23,40,8,19,0.233,32
n_012_u_240_27,12,2.4,6,0.0309999999999997,10
n_046_u_920_26,46,9.2,24,0.31,40
n_036_u_720_24,36,7.2,19,0.177,29
n_031_u_620_28,31,6.2,15,0.152,26
n_012_u_240_28,12,2.4,7,0.0250000000000004,9
n_006_u_120_25,6,1.2,3,0.0129999999999999,5
n_019_u_380_28,19,3.8,12,0.0650000000000004,14
n_007_u_140_25,7,1.4,4,0.0129999999999999,5
n_024_u_480_28,24,4.8,13,0.0949999999999998,19
n_018_u_360_28,18,3.6,11,0.0609999999999999,15
n_023_u_459_30,23,4.6,12,0.0949999999999998,19
n_022_u_440_24,22,4.4,13,0.0880000000000001,18
n_024_u_480_29,24,4.8,12,0.104,19
n_043_u_860_24,43,8.6,23,0.368,33
n_028_u_560_28,28,5.6,15,0.149999999999999,22
n_043_u_860_25,43,8.6,22,0.266,34
n_031_u_620_27,31,6.2,19,0.179,24
n_035_u_700_27,35,7,17,0.191,28
n_028_u_560_25,28,5.6,13,0.119,25
n_039_u_780_27,39,7.8,21,0.215,33
n_027_u_540_24,27,5.4,13,0.119000000000001,22
n_031_u_620_31,31,6.2,16,0.185,24
n_049_u_980_26,49,9.8,25,0.356999999999999,39
n_013_u_260_28,13,2.6,7,0.0410000000000004,10
n_039_u_780_26,39,7.8,23,0.239999999999999,32
n_019_u_380_27,19,3.8,10,0.0659999999999998,16
n_006_u_120_29,6,1.2,4,0.00999999999999979,5
n_035_u_700_23,35,7,16,0.184,30
n_010_u_200_26,10,2,7,0.0199999999999996,8
n_006_u_120_28,6,1.2,3,0.00999999999999979,4
n_010_u_200_27,10,2,6,0.0259999999999998,7
n_030_u_600_28,30,6,15,0.133,24
n_030_u_600_31,30,6,16,0.134,24
n_050_u_1000_27,50,10,27,0.347,39
n_020_u_400_26,20,4,12,0.0579999999999998,16
n_037_u_740_28,37,7.4,20,0.194999999999999,32
n_019_u_380_26,19,3.8,11,0.0620000000000003,13
n_027_u_540_26,27,5.4,16,0.131,21
n_044_u_880_27,44,8.8,22,0.31,37
n_049_u_980_24,49,9.8,24,0.337,40
n_032_u_640_35,32,6.4,16,0.148000000000001,25
n_025_u_500_30,25,5,14,0.111,19
n_016_u_320_28,16,3.2,8,0.056,12
n_025_u_500_28,25,5,11,0.101,19
n_038_u_760_28,38,7.6,19,0.228,30
n_019_u_380_30,19,3.8,10,0.0640000000000001,15
n_042_u_840_26,42,8.4,20,0.26,31
n_005_u_100_30,5,1,3,0.00800000000000001,5
n_025_u_500_29,25,5,14,0.11,21
n_011_u_220_29,11,2.2,7,0.0310000000000006,8
n_028_u_560_24,28,5.6,14,0.132000000000001,20
n_019_u_380_29,19,3.8,11,0.0699999999999994,16
n_046_u_920_24,46,9.2,22,0.432,37
n_050_u_1000_26,50,10,26,0.419,39
n_017_u_340_29,17,3.4,9,0.0599999999999996,14
n_041_u_819_23,41,8.2,20,0.275,34
n_009_u_180_28,9,1.8,4,0.0150000000000006,8
n_033_u_660_33,33,6.6,18,0.151,26
n_023_u_459_28,23,4.6,13,0.0779999999999994,19
n_016_u_320_26,16,3.2,10,0.0459999999999994,14
n_046_u_920_25,46,9.2,21,0.312,38
n_008_u_160_25,8,1.6,5,0.0129999999999999,7
n_023_u_459_27,23,4.6,12,0.0960000000000001,17
n_034_u_680_26,34,6.8,18,0.188,29
n_033_u_660_28,33,6.6,18,0.172,25
n_047_u_940_29,47,9.4,23,0.316000000000001,38
n_026_u_520_29,26,5.2,13,0.113,19
n_043_u_860_26,43,8.6,21,0.316,35
n_013_u_260_26,13,2.6,6,0.032,10
n_042_u_840_27,42,8.4,22,0.25,35
n_042_u_840_25,42,8.4,21,0.236,33
n_018_u_360_31,18,3.6,9,0.0540000000000003,16
n_048_u_960_23,48,9.6,27,0.342,39
n_013_u_260_27,13,2.6,7,0.032,11
n_032_u_640_29,32,6.4,15,0.172,26
n_009_u_180_29,9,1.8,5,0.0220000000000002,6
n_017_u_340_28,17,3.4,11,0.056,13
n_009_u_180_27,9,1.8,5,0.0260000000000007,7
n_010_u_200_28,10,2,7,0.0309999999999997,8
n_014_u_280_31,14,2.8,9,0.0390000000000006,11
n_031_u_620_29,31,6.2,15,0.175999999999999,24
n_047_u_940_26,47,9.4,24,0.308000000000001,36
n_035_u_700_25,35,7,18,0.177,28
n_015_u_300_25,15,3,8,0.0409999999999995,13
n_036_u_720_31,36,7.2,20,0.191,29
n_021_u_420_26,21,4.2,13,0.0750000000000002,17
n_024_u_480_30,24,4.8,13,0.105,18
n_022_u_440_29,22,4.4,11,0.0920000000000005,17
n_037_u_740_30,37,7.4,19,0.198,28
n_049_u_980_27,49,9.8,25,0.332999999999999,40
n_037_u_740_29,37,7.4,18,0.213,32
n_048_u_960_27,48,9.6,25,0.333,41
n_029_u_580_29,29,5.8,16,0.137,25
n_014_u_280_28,14,2.8,8,0.0360000000000005,11
n_047_u_940_24,47,9.4,24,0.372,37
n_032_u_640_28,32,6.4,17,0.196000000000001,24
n_033_u_660_27,33,6.6,18,0.174,26
n_032_u_640_27,32,6.4,17,0.175999999999999,26
n_043_u_860_28,43,8.6,22,0.282,35
n_030_u_600_30,30,6,15,0.131,26
n_040_u_800_26,40,8,20,0.267,32
n_044_u_880_31,44,8.8,25,0.302,38
n_015_u_300_29,15,3,8,0.0369999999999999,13
n_044_u_880_29,44,8.8,21,0.27,36
n_022_u_440_30,22,4.4,14,0.0880000000000001,17
n_022_u_440_28,22,4.4,12,0.0830000000000002,20
n_007_u_140_28,7,1.4,4,0.0139999999999993,5
n_026_u_520_27,26,5.2,15,0.116,21
n_010_u_200_30,10,2,6,0.024,8
n_016_u_320_29,16,3.2,8,0.0549999999999997,13
n_041_u_819_29,41,8.2,22,0.254,33
n_014_u_280_26,14,2.8,8,0.0460000000000003,11
n_032_u_640_31,32,6.4,18,0.176,26
n_029_u_580_27,29,5.8,15,0.152,23
n_011_u_220_33,11,2.2,5,0.0229999999999997,10
n_026_u_520_28,26,5.2,15,0.113,22
n_027_u_540_32,27,5.4,15,0.104,22
n_041_u_819_26,41,8.2,19,0.268,34
n_032_u_640_30,32,6.4,18,0.178,24
n_011_u_220_31,11,2.2,6,0.0289999999999999,9
n_049_u_980_28,49,9.8,24,0.379,38
n_008_u_160_31,8,1.6,5,0.0189999999999992,6
n_023_u_459_29,23,4.6,13,0.119,17
n_008_u_160_28,8,1.6,5,0.016,7
n_040_u_800_25,40,8,20,0.285,32
n_030_u_600_29,30,6,16,0.137,25
n_031_u_620_32,31,6.2,17,0.151,26
n_038_u_760_30,38,7.6,19,0.208,32
n_048_u_960_29,48,9.6,25,0.385,38
n_049_u_980_25,49,9.8,25,0.33,40
n_007_u_140_27,7,1.4,5,0.0110000000000001,5
n_044_u_880_28,44,8.8,21,0.305000000000001,37
n_005_u_100_32,5,1,4,0.00899999999999945,3
n_036_u_720_29,36,7.2,17,0.207,29
n_043_u_860_29,43,8.6,23,0.285,36
n_028_u_560_26,28,5.6,13,0.132,22
n_040_u_800_27,40,8,20,0.263999999999999,32
n_043_u_860_32,43,8.6,23,0.286,37
n_036_u_720_28,36,7.2,19,0.205,29
n_039_u_780_30,39,7.8,23,0.199000000000001,32
n_016_u_320_30,16,3.2,10,0.0519999999999996,13
n_020_u_400_29,20,4,10,0.0819999999999999,17
n_038_u_760_29,38,7.6,18,0.255,29
n_007_u_140_29,7,1.4,5,0.0119999999999996,6
n_011_u_220_30,11,2.2,7,0.0270000000000001,9
n_038_u_760_31,38,7.6,19,0.271,30
n_006_u_120_32,6,1.2,3,0.00999999999999979,5
n_010_u_200_31,10,2,7,0.0209999999999999,8
n_045_u_900_36,45,9,22,0.273,34
n_023_u_459_31,23,4.6,15,0.0880000000000001,20
n_005_u_100_31,5,1,4,0.0100000000000007,4
n_015_u_300_31,15,3,8,0.0419999999999998,12
n_027_u_540_29,27,5.4,14,0.137,22
n_005_u_100_33,5,1,4,0.00800000000000001,4
n_010_u_200_34,10,2,5,0.0199999999999996,9
n_024_u_480_34,24,4.8,16,0.0869999999999997,18
n_016_u_320_27,16,3.2,9,0.048,11
n_041_u_819_25,41,8.2,20,0.261,34
n_024_u_480_32,24,4.8,12,0.0820000000000007,21
n_034_u_680_27,34,6.8,16,0.163,30
n_012_u_240_38,12,2.4,8,0.0209999999999999,9
n_021_u_420_32,21,4.2,11,0.0830000000000002,18
n_048_u_960_28,48,9.6,25,0.354,40
n_044_u_880_32,44,8.8,20,0.36,38
n_008_u_160_27,8,1.6,4,0.0149999999999997,7
n_028_u_560_30,28,5.6,15,0.127,22
n_021_u_420_29,21,4.2,11,0.0800000000000001,17
n_018_u_360_33,18,3.6,10,0.0659999999999998,15
n_020_u_400_28,20,4,11,0.0720000000000001,17
n_046_u_920_34,46,9.2,25,0.277,36
n_048_u_960_24,48,9.6,23,0.363,37
n_050_u_1000_29,50,10,23,0.35,41
n_027_u_540_27,27,5.4,14,0.134,21
n_018_u_360_34,18,3.6,10,0.0470000000000006,15
n_029_u_580_30,29,5.8,15,0.14,25
n_011_u_220_34,11,2.2,7,0.0290000000000008,9
n_015_u_300_30,15,3,9,0.0369999999999999,13
n_035_u_700_30,35,7,18,0.203,27
n_018_u_360_32,18,3.6,9,0.0650000000000004,15
n_037_u_740_31,37,7.4,18,0.212999999999999,29
n_019_u_380_33,19,3.8,12,0.0720000000000001,14
n_020_u_400_30,20,4,11,0.077,14
n_013_u_260_36,13,2.6,7,0.0309999999999997,10
n_023_u_459_32,23,4.6,12,0.0840000000000005,20
n_035_u_700_29,35,7,19,0.181,26
n_023_u_459_35,23,4.6,10,0.0869999999999997,19
n_015_u_300_26,15,3,8,0.0499999999999998,12
n_035_u_700_31,35,7,16,0.196,30
n_029_u_580_31,29,5.8,16,0.113,24
n_047_u_940_27,47,9.4,24,0.319999999999999,38
n_024_u_480_31,24,4.8,13,0.11,20
n_021_u_420_28,21,4.2,12,0.077,16
n_017_u_340_31,17,3.4,10,0.0549999999999997,12
n_040_u_800_33,40,8,19,0.181,35
n_025_u_500_39,25,5,13,0.0910000000000002,20
n_045_u_900_30,45,9,24,0.294,38
n_042_u_840_30,42,8.4,24,0.252000000000001,33
n_028_u_560_32,28,5.6,14,0.117,22
n_039_u_780_28,39,7.8,22,0.209000000000001,32
n_007_u_140_35,7,1.4,5,0.00999999999999979,5
n_046_u_920_29,46,9.2,25,0.343,40
n_006_u_120_30,6,1.2,5,0.0120000000000005,6
n_009_u_180_32,9,1.8,6,0.0150000000000006,7
n_012_u_240_32,12,2.4,7,0.0209999999999999,10
n_014_u_280_29,14,2.8,8,0.0389999999999997,12
n_044_u_880_30,44,8.8,21,0.327,34
n_024_u_480_35,24,4.8,11,0.0990000000000002,19
n_013_u_260_31,13,2.6,7,0.0300000000000002,10
n_036_u_720_30,36,7.2,18,0.215,28
n_033_u_660_30,33,6.6,16,0.172,24
n_046_u_920_28,46,9.2,24,0.287,37
n_045_u_900_29,45,9,25,0.291,37
n_026_u_520_37,26,5.2,15,0.0989999999999993,22
n_029_u_580_28,29,5.8,14,0.16,24
n_028_u_560_31,28,5.6,15,0.122,23
n_039_u_780_29,39,7.8,20,0.258999999999999,33
n_020_u_400_36,20,4,13,0.0620000000000003,14
n_011_u_220_32,11,2.2,6,0.0270000000000001,9
n_031_u_620_34,31,6.2,16,0.151,24
n_019_u_380_31,19,3.8,11,0.0539999999999994,16
n_048_u_960_26,48,9.6,23,0.357,39
n_043_u_860_31,43,8.6,22,0.300999999999999,33
n_006_u_120_31,6,1.2,4,0.00999999999999979,5
n_012_u_240_31,12,2.4,7,0.032,9
n_013_u_260_30,13,2.6,8,0.04,9
n_034_u_680_33,34,6.8,19,0.185,29
n_036_u_720_32,36,7.2,21,0.205,31
n_033_u_660_29,33,6.6,16,0.175000000000001,25
n_031_u_620_35,31,6.2,18,0.16,25
n_010_u_200_33,10,2,6,0.0219999999999994,8
n_049_u_980_32,49,9.8,22,0.367999999999999,41
n_022_u_440_33,22,4.4,12,0.0810000000000004,17
n_042_u_840_28,42,8.4,20,0.301,34
n_037_u_740_33,37,7.4,18,0.208,29
n_028_u_560_27,28,5.6,16,0.13,22
n_045_u_900_32,45,9,22,0.306,36
n_015_u_300_28,15,3,9,0.0380000000000003,10
n_033_u_660_31,33,6.6,17,0.158,27
n_040_u_800_30,40,8,24,0.23,29
n_037_u_740_35,37,7.4,19,0.227,29
n_032_u_640_34,32,6.4,17,0.170999999999999,26
n_031_u_620_33,31,6.2,18,0.173,23
n_025_u_500_33,25,5,12,0.106000000000001,19
n_050_u_1000_30,50,10,25,0.383,40
n_050_u_1000_31,50,10,23,0.385000000000001,38
n_009_u_180_30,9,1.8,6,0.0200000000000005,7
n_007_u_140_32,7,1.4,5,0.0139999999999993,6
n_045_u_900_28,45,9,21,0.372,36
n_044_u_880_33,44,8.8,21,0.297999999999999,37
n_030_u_600_32,30,6,17,0.148,24
n_026_u_520_32,26,5.2,12,0.0990000000000002,20
n_043_u_860_30,43,8.6,21,0.305,36
n_019_u_380_32,19,3.8,11,0.0659999999999998,15
n_012_u_240_34,12,2.4,7,0.0350000000000001,10
n_034_u_680_30,34,6.8,18,0.232,26
n_016_u_320_34,16,3.2,9,0.0490000000000004,14
n_041_u_819_27,41,8.2,20,0.287999999999999,31
n_041_u_819_31,41,8.2,21,0.239,33
n_034_u_680_29,34,6.8,19,0.17,26
n_045_u_900_31,45,9,24,0.345,33
n_027_u_540_30,27,5.4,13,0.133,22
n_010_u_200_32,10,2,7,0.0220000000000002,7
n_011_u_220_35,11,2.2,6,0.0300000000000002,9
n_008_u_160_33,8,1.6,5,0.0150000000000006,6
n_037_u_740_32,37,7.4,17,0.178999999999999,33
n_012_u_240_30,12,2.4,9,0.032,7
n_008_u_160_29,8,1.6,5,0.0179999999999998,7
n_038_u_760_40,38,7.6,20,0.176,32
n_036_u_720_36,36,7.2,19,0.196,30
n_017_u_340_33,17,3.4,9,0.048,15
n_005_u_100_42,5,1,3,0.00800000000000001,4
n_024_u_480_33,24,4.8,12,0.115,18
n_017_u_340_32,17,3.4,10,0.056,15
n_023_u_459_34,23,4.6,12,0.0839999999999996,17
n_026_u_520_31,26,5.2,14,0.0979999999999999,20
n_012_u_240_33,12,2.4,6,0.0270000000000001,9
n_025_u_500_32,25,5,13,0.111,20
n_047_u_940_28,47,9.4,25,0.292,38
n_036_u_720_33,36,7.2,19,0.23,29
n_040_u_800_28,40,8,20,0.263,33
n_020_u_400_33,20,4,11,0.0709999999999997,15
n_022_u_440_31,22,4.4,10,0.0760000000000005,17
n_007_u_140_30,7,1.4,5,0.0140000000000002,5
n_032_u_640_32,32,6.4,17,0.149,25
n_014_u_280_30,14,2.8,8,0.0359999999999996,11
n_018_u_360_43,18,3.6,9,0.0529999999999999,15
n_049_u_980_30,49,9.8,28,0.383,42
n_041_u_819_33,41,8.2,22,0.238,34
n_033_u_660_37,33,6.6,16,0.175000000000001,27
n_021_u_420_34,21,4.2,12,0.0770000000000008,18
n_021_u_420_30,21,4.2,12,0.077,16
n_042_u_840_31,42,8.4,23,0.311999999999999,36
n_049_u_980_29,49,9.8,23,0.388999999999999,38
n_025_u_500_35,25,5,13,0.112,21
n_008_u_160_35,8,1.6,4,0.0170000000000003,6
n_023_u_459_33,23,4.6,13,0.0970000000000004,18
n_039_u_780_38,39,7.8,22,0.213,32
n_028_u_560_29,28,5.6,15,0.156,20
n_037_u_740_36,37,7.4,20,0.23,31
n_024_u_480_36,24,4.8,15,0.103000000000001,20
n_009_u_180_33,9,1.8,5,0.0190000000000001,6
n_025_u_500_31,25,5,13,0.106999999999999,22
n_006_u_120_40,6,1.2,4,0.00900000000000034,5
n_050_u_1000_32,50,10,25,0.332999999999999,43
n_020_u_400_31,20,4,11,0.0800000000000001,15
n_016_u_320_32,16,3.2,9,0.0570000000000004,12
n_025_u_500_34,25,5,12,0.111,21
n_016_u_320_31,16,3.2,9,0.0460000000000003,13
n_048_u_960_30,48,9.6,23,0.331,41
n_042_u_840_32,42,8.4,23,0.321,31
n_029_u_580_35,29,5.8,15,0.16,22
n_041_u_819_32,41,8.2,21,0.257,34
n_032_u_640_33,32,6.4,15,0.177,25
n_048_u_960_31,48,9.6,25,0.381,35
n_035_u_700_34,35,7,20,0.223,28
n_042_u_840_29,42,8.4,21,0.272,36
n_009_u_180_34,9,1.8,6,0.0190000000000001,7
n_030_u_600_34,30,6,15,0.152,21
n_030_u_600_33,30,6,17,0.147,23
n_021_u_420_36,21,4.2,10,0.0750000000000002,17
n_008_u_160_34,8,1.6,5,0.0139999999999993,7
n_017_u_340_34,17,3.4,9,0.0519999999999996,14
n_019_u_380_41,19,3.8,10,0.0609999999999999,14
n_009_u_180_31,9,1.8,6,0.0199999999999996,6
n_041_u_819_28,41,8.2,23,0.239999999999999,35
n_015_u_300_32,15,3,9,0.0499999999999998,12
n_027_u_540_31,27,5.4,15,0.132,21
n_046_u_920_31,46,9.2,23,0.321,35
n_008_u_160_30,8,1.6,5,0.0170000000000003,7
n_022_u_440_34,22,4.4,11,0.0949999999999998,18
n_015_u_300_33,15,3,10,0.0430000000000001,12
n_031_u_620_44,31,6.2,15,0.137,26
n_038_u_760_34,38,7.6,19,0.246,30
n_048_u_960_32,48,9.6,28,0.393,39
n_005_u_100_36,5,1,3,0.0100000000000007,4
n_038_u_760_33,38,7.6,18,0.193,32
n_033_u_660_34,33,6.6,16,0.184,26
n_037_u_740_34,37,7.4,19,0.209,29
n_039_u_780_33,39,7.8,19,0.252,31
n_044_u_880_35,44,8.8,22,0.324999999999999,35
n_036_u_720_35,36,7.2,19,0.21,28
n_006_u_120_35,6,1.2,4,0.00800000000000001,5
n_013_u_260_33,13,2.6,7,0.0369999999999999,11
n_049_u_980_31,49,9.8,22,0.362,41
n_040_u_800_31,40,8,20,0.243,31
n_045_u_900_35,45,9,21,0.286,36
n_005_u_100_35,5,1,3,0.0270000000000001,4
n_046_u_920_32,46,9.2,24,0.303,38
n_015_u_300_34,15,3,10,0.0409999999999995,12
n_029_u_580_32,29,5.8,16,0.116000000000001,26
n_011_u_220_37,11,2.2,8,0.0259999999999998,11
n_044_u_880_36,44,8.8,21,0.323,35
n_007_u_140_33,7,1.4,5,0.016,7
n_046_u_920_30,46,9.2,27,0.33,40
n_022_u_440_35,22,4.4,12,0.0999999999999996,20
n_021_u_420_35,21,4.2,11,0.0919999999999996,16
n_039_u_780_32,39,7.8,19,0.242,33
n_029_u_580_33,29,5.8,16,0.137,25
n_047_u_940_34,47,9.4,23,0.348,37
n_006_u_120_34,6,1.2,4,0.0109999999999992,5
n_034_u_680_31,34,6.8,18,0.194,27
n_018_u_360_37,18,3.6,10,0.0600000000000005,16
n_050_u_1000_34,50,10,23,0.332999999999999,40
n_012_u_240_37,12,2.4,6,0.0339999999999998,10
n_035_u_700_32,35,7,20,0.241,27
n_049_u_980_33,49,9.8,24,0.357,40
n_011_u_220_38,11,2.2,5,0.024,10
n_043_u_860_33,43,8.6,24,0.31,33
n_022_u_440_32,22,4.4,11,0.101,17
n_021_u_420_31,21,4.2,10,0.0830000000000002,17
n_013_u_260_34,13,2.6,8,0.0369999999999999,11
n_034_u_680_35,34,6.8,19,0.213,28
n_044_u_880_34,44,8.8,23,0.335999999999999,35
n_013_u_260_32,13,2.6,8,0.0340000000000007,10
n_016_u_320_33,16,3.2,9,0.0569999999999995,13
n_019_u_380_36,19,3.8,11,0.069,15
n_010_u_200_35,10,2,6,0.024,8
n_014_u_280_36,14,2.8,8,0.0380000000000003,11
n_018_u_360_36,18,3.6,10,0.0609999999999999,16
n_028_u_560_33,28,5.6,14,0.121,23
n_037_u_740_37,37,7.4,20,0.21,31
n_038_u_760_36,38,7.6,19,0.225,29
n_011_u_220_36,11,2.2,5,0.0229999999999997,10
n_030_u_600_35,30,6,15,0.147,24
n_047_u_940_30,47,9.4,24,0.327999999999999,39
n_032_u_640_42,32,6.4,18,0.152,28
n_041_u_819_30,41,8.2,20,0.224,31
n_005_u_100_38,5,1,4,0.00699999999999967,4
n_036_u_720_34,36,7.2,17,0.23,28
n_016_u_320_35,16,3.2,9,0.0460000000000003,13
n_028_u_560_34,28,5.6,16,0.123,22
n_017_u_340_36,17,3.4,10,0.0570000000000004,13
n_019_u_380_35,19,3.8,10,0.0629999999999997,15
n_020_u_400_34,20,4,11,0.0830000000000002,16
n_033_u_660_32,33,6.6,18,0.213,25
n_008_u_160_32,8,1.6,6,0.0149999999999997,6
n_050_u_1000_36,50,10,24,0.39,39
n_038_u_760_32,38,7.6,22,0.245,29
n_026_u_520_34,26,5.2,14,0.118,19
n_024_u_480_39,24,4.8,14,0.0819999999999999,19
n_024_u_480_38,24,4.8,11,0.108,20
n_005_u_100_34,5,1,4,0.00800000000000001,4
n_046_u_920_38,46,9.2,23,0.291,37
n_014_u_280_32,14,2.8,8,0.0490000000000004,11
n_050_u_1000_33,50,10,24,0.373,37
n_034_u_680_37,34,6.8,17,0.204,26
n_028_u_560_35,28,5.6,13,0.124000000000001,23
n_049_u_980_37,49,9.8,24,0.372999999999999,40
n_047_u_940_31,47,9.4,24,0.406000000000001,38
n_038_u_760_35,38,7.6,19,0.252,31
n_017_u_340_38,17,3.4,7,0.0499999999999998,14
n_005_u_100_37,5,1,3,0.00699999999999967,4
n_026_u_520_35,26,5.2,14,0.108,21
n_018_u_360_39,18,3.6,10,0.0679999999999996,14
n_025_u_500_38,25,5,13,0.117999999999999,21
n_013_u_260_40,13,2.6,7,0.0300000000000002,11
n_045_u_900_33,45,9,25,0.347,35
n_021_u_420_33,21,4.2,12,0.0670000000000002,16
n_023_u_459_36,23,4.6,13,0.105,18
n_026_u_520_33,26,5.2,15,0.119,21
n_035_u_700_35,35,7,17,0.216,27
n_024_u_480_37,24,4.8,14,0.0979999999999999,18
n_049_u_980_34,49,9.8,28,0.391,37
n_014_u_280_33,14,2.8,8,0.0389999999999997,11
n_012_u_240_35,12,2.4,8,0.0279999999999996,10
n_016_u_320_39,16,3.2,8,0.0489999999999995,12
n_017_u_340_35,17,3.4,10,0.0550000000000006,15
n_018_u_360_35,18,3.6,11,0.0649999999999995,14
n_027_u_540_37,27,5.4,15,0.122,23
n_043_u_860_35,43,8.6,22,0.271999999999999,36
n_042_u_840_36,42,8.4,20,0.292,33
n_031_u_620_38,31,6.2,16,0.161,26
n_044_u_880_45,44,8.8,22,0.239,37
n_035_u_700_36,35,7,18,0.184,28
n_043_u_860_34,43,8.6,21,0.282999999999999,32
n_029_u_580_34,29,5.8,15,0.153,21
n_040_u_800_32,40,8,20,0.259,31
n_009_u_180_38,9,1.8,5,0.0190000000000001,8
n_031_u_620_37,31,6.2,17,0.146999999999999,26
n_018_u_360_38,18,3.6,10,0.0619999999999994,15
n_034_u_680_36,34,6.8,17,0.196,29
n_010_u_200_37,10,2,5,0.024,9
n_034_u_680_32,34,6.8,18,0.176,26
n_011_u_220_47,11,2.2,7,0.0199999999999996,9
n_016_u_320_36,16,3.2,9,0.0449999999999999,13
n_032_u_640_37,32,6.4,17,0.16,25
n_029_u_580_36,29,5.8,16,0.140999999999999,25
n_007_u_140_34,7,1.4,4,0.016,5
n_010_u_200_36,10,2,6,0.0259999999999998,8
n_030_u_600_37,30,6,16,0.138,24
n_045_u_900_34,45,9,25,0.324,39
n_035_u_700_33,35,7,19,0.194,29
n_026_u_520_41,26,5.2,14,0.0809999999999995,20
n_027_u_540_33,27,5.4,14,0.107,23
n_048_u_960_35,48,9.6,25,0.337000000000001,39
n_012_u_240_36,12,2.4,8,0.032,11
n_032_u_640_36,32,6.4,19,0.173,24
n_050_u_1000_37,50,10,26,0.417000000000001,41
n_025_u_500_36,25,5,14,0.0949999999999998,21
n_030_u_600_39,30,6,16,0.132,25
