instance,n,u,procs,elapsed
n_043_u_860_1,43,8.6,18,438.315
n_036_u_720_3,36,7.2,13,294.065
n_011_u_220_3,11,2.2,5,44.332
n_021_u_420_4,21,4.2,8,110.23
n_012_u_240_3,12,2.4,5,50.584
n_037_u_740_3,37,7.4,14,283.049
n_022_u_440_4,22,4.4,8,106.053
n_013_u_260_3,13,2.6,6,41.021
n_047_u_940_1,47,9.4,18,465.281
n_010_u_200_3,10,2,5,28.592
n_035_u_700_3,35,7,14,297.975
n_036_u_720_4,36,7.2,15,313.283
n_038_u_760_2,38,7.6,14,324.478
n_039_u_780_4,39,7.8,15,297.636
n_039_u_780_2,39,7.8,15,334.372
n_018_u_360_4,18,3.6,8,97.312
n_005_u_100_4,5,1,3,11.097
n_006_u_120_6,6,1.2,3,12.2
n_048_u_960_1,48,9.6,19,495.675
n_006_u_120_4,6,1.2,3,13.46
n_039_u_780_3,39,7.8,14,308.063
n_037_u_740_4,37,7.4,13,311.128
n_049_u_980_1,49,9.8,19,510.78
n_006_u_120_5,6,1.2,4,13.972
n_014_u_280_3,14,2.8,6,52.957
n_038_u_760_4,38,7.6,16,343.904
n_038_u_760_3,38,7.6,15,340.767
n_043_u_860_2,43,8.6,17,349.455
n_041_u_819_2,41,8.2,16,359.189
n_050_u_1000_1,50,10,19,539.176
n_041_u_819_3,41,8.2,15,298.869
n_005_u_100_5,5,1,3,12.596
n_040_u_800_2,40,8,15,369.086
n_008_u_160_5,8,1.6,4,21.216
n_015_u_300_3,15,3,7,66.2060000000001
n_008_u_160_4,8,1.6,4,26.172
n_010_u_200_4,10,2,5,28.798
n_018_u_360_5,18,3.6,8,71.078
n_040_u_800_3,40,8,14,328.861
n_007_u_140_4,7,1.4,4,20.749
n_042_u_840_2,42,8.4,20,404.492
n_005_u_100_6,5,1,3,54.178
n_016_u_320_3,16,3.2,7,70.665
n_024_u_480_4,24,4.8,9,140.264
n_040_u_800_4,40,8,16,356.149
n_019_u_380_7,19,3.8,7,87.039
n_019_u_380_5,19,3.8,7,87.138
n_007_u_140_5,7,1.4,3,19.5799999999999
n_023_u_459_4,23,4.6,9,126.022
n_026_u_520_4,26,5.2,9,135.891
n_007_u_140_6,7,1.4,3,16.659
n_019_u_380_6,19,3.8,8,86.899
n_043_u_860_4,43,8.6,15,357.7
n_009_u_180_4,9,1.8,4,26.8040000000001
n_025_u_500_4,25,5,11,163.57
n_042_u_840_4,42,8.4,15,373.407
n_017_u_340_3,17,3.4,7,73.7270000000001
n_044_u_880_2,44,8.8,18,403.58
n_042_u_840_3,42,8.4,16,361.826
n_045_u_900_2,45,9,18,409.493
n_047_u_940_2,47,9.4,17,409.013
n_018_u_360_6,18,3.6,9,86.511
n_032_u_640_5,32,6.4,12,220.148
n_010_u_200_6,10,2,5,30.218
n_041_u_819_4,41,8.2,17,390.37
n_009_u_180_5,9,1.8,4,20.186
n_009_u_180_6,9,1.8,6,26.301
n_033_u_660_5,33,6.6,13,225.914
n_043_u_860_3,43,8.6,17,381.539
n_011_u_220_4,11,2.2,5,36.433
n_046_u_920_2,46,9.2,17,412.533
n_027_u_540_4,27,5.4,12,143.319
n_008_u_160_6,8,1.6,5,27.0740000000001
n_012_u_240_4,12,2.4,7,41.567
n_021_u_420_6,21,4.2,8,102.688
n_021_u_420_5,21,4.2,8,101.946
n_018_u_360_7,18,3.6,7,86.7130000000001
n_014_u_280_4,14,2.8,6,46.6700000000001
n_010_u_200_5,10,2,5,29.9930000000001
n_023_u_459_5,23,4.6,9,116.821
n_020_u_400_5,20,4,7,109.655
n_020_u_400_7,20,4,8,93.0970000000001
n_046_u_920_3,46,9.2,18,394.722
n_020_u_400_6,20,4,7,105.578
n_013_u_260_4,13,2.6,6,40.954
n_044_u_880_4,44,8.8,18,419.633
n_031_u_620_5,31,6.2,11,215.166
n_044_u_880_5,44,8.8,18,353.869
n_034_u_680_5,34,6.8,13,287.292
n_028_u_560_4,28,5.6,10,171.937
n_022_u_440_5,22,4.4,10,133.55
n_022_u_440_6,22,4.4,9,102.635
n_011_u_220_6,11,2.2,5,35.692
n_045_u_900_3,45,9,17,431.358
n_013_u_260_5,13,2.6,6,48.897
n_011_u_220_7,11,2.2,5,33.752
n_031_u_620_6,31,6.2,13,190.632
n_022_u_440_7,22,4.4,10,123.74
n_023_u_459_7,23,4.6,10,129.836
n_029_u_580_4,29,5.8,10,190.282
n_021_u_420_7,21,4.2,8,114.811
n_032_u_640_8,32,6.4,12,197.084
n_045_u_900_5,45,9,18,475.872
n_012_u_240_5,12,2.4,6,43.867
n_024_u_480_5,24,4.8,9,134.319
n_023_u_459_6,23,4.6,10,109.476
n_049_u_980_2,49,9.8,19,509.881
n_032_u_640_6,32,6.4,12,204.743
n_044_u_880_3,44,8.8,18,486.019
n_047_u_940_4,47,9.4,17,445.512
n_046_u_920_5,46,9.2,18,421.485
n_035_u_700_5,35,7,15,348.559
n_030_u_600_4,30,6,12,192.171
n_048_u_960_5,48,9.6,18,453.954
n_032_u_640_7,32,6.4,12,206.49
n_046_u_920_4,46,9.2,17,477.382
n_050_u_1000_2,50,10,18,516.625
n_048_u_960_2,48,9.6,19,566.759
n_025_u_500_5,25,5,10,155.867
n_031_u_620_7,31,6.2,12,188.776
n_047_u_940_5,47,9.4,18,440.656
n_012_u_240_7,12,2.4,5,46.9929999999999
n_011_u_220_5,11,2.2,6,41.1130000000001
n_026_u_520_5,26,5.2,11,141.631
n_037_u_740_5,37,7.4,14,257.274
n_013_u_260_7,13,2.6,6,41.34
n_027_u_540_5,27,5.4,9,169.661
n_014_u_280_6,14,2.8,6,52.731
n_016_u_320_4,16,3.2,6,73.537
n_013_u_260_6,13,2.6,5,55.135
n_036_u_720_5,36,7.2,16,273.01
n_014_u_280_7,14,2.8,7,47.624
n_024_u_480_7,24,4.8,9,127.36
n_015_u_300_7,15,3,7,57.405
n_045_u_900_4,45,9,18,501.464
n_015_u_300_4,15,3,6,56.145
n_049_u_980_3,49,9.8,19,482.33
n_017_u_340_4,17,3.4,7,75.543
n_047_u_940_3,47,9.4,18,471.818
n_026_u_520_6,26,5.2,9,153.254
n_033_u_660_8,33,6.6,12,206.785
n_024_u_480_8,24,4.8,9,148.433
n_034_u_680_6,34,6.8,13,236.788
n_050_u_1000_3,50,10,18,478.228
n_034_u_680_7,34,6.8,13,241.934
n_031_u_620_8,31,6.2,12,246.058
n_012_u_240_6,12,2.4,5,47.1180000000001
n_039_u_780_5,39,7.8,15,328.764
n_050_u_1000_4,50,10,20,472.134
n_036_u_720_6,36,7.2,13,247.569
n_048_u_960_3,48,9.6,20,507.785
n_006_u_120_7,6,1.2,3,14.495
n_016_u_320_5,16,3.2,7,64.056
n_025_u_500_6,25,5,10,158.5
n_014_u_280_5,14,2.8,6,50.226
n_038_u_760_5,38,7.6,15,338.986
n_048_u_960_4,48,9.6,18,478.21
n_033_u_660_6,33,6.6,13,263.624
n_005_u_100_7,5,1,4,10.428
n_024_u_480_6,24,4.8,10,124.322
n_017_u_340_5,17,3.4,7,66.472
n_049_u_980_5,49,9.8,19,510.974
n_015_u_300_5,15,3,6,59.9780000000001
n_026_u_520_8,26,5.2,11,148.392
n_049_u_980_4,49,9.8,18,553.228
n_025_u_500_8,25,5,10,162.945
n_033_u_660_7,33,6.6,15,300.861
n_017_u_340_6,17,3.4,7,78.369
n_027_u_540_7,27,5.4,10,150.463
n_026_u_520_7,26,5.2,9,136.382
n_045_u_900_6,45,9,17,377.24
n_015_u_300_6,15,3,7,63.686
n_035_u_700_6,35,7,13,275.688
n_035_u_700_8,35,7,14,259.981
n_034_u_680_8,34,6.8,13,245.424
n_035_u_700_7,35,7,16,286.148
n_040_u_800_5,40,8,16,366.565
n_019_u_380_8,19,3.8,8,92.9010000000001
n_027_u_540_8,27,5.4,11,165.965
n_036_u_720_7,36,7.2,13,248.628
n_025_u_500_7,25,5,10,124.813
n_018_u_360_8,18,3.6,7,88.1130000000001
n_007_u_140_7,7,1.4,4,18.23
n_012_u_240_8,12,2.4,5,37.3869999999999
n_028_u_560_5,28,5.6,11,177.878
n_016_u_320_7,16,3.2,7,70.7299999999999
n_041_u_819_5,41,8.2,15,323.354
n_028_u_560_8,28,5.6,13,190.653
n_016_u_320_6,16,3.2,7,69.2749999999999
n_036_u_720_8,36,7.2,14,299.716
n_029_u_580_5,29,5.8,11,207.307
n_008_u_160_7,8,1.6,4,19.8620000000001
n_038_u_760_6,38,7.6,14,272.578
n_037_u_740_6,37,7.4,14,306.913
n_046_u_920_6,46,9.2,18,455.443
n_005_u_100_8,5,1,4,11.0050000000001
n_027_u_540_6,27,5.4,11,159.971
n_030_u_600_5,30,6,12,223.154
n_029_u_580_6,29,5.8,10,179.518
n_013_u_260_8,13,2.6,6,44.01
n_044_u_880_6,44,8.8,17,438.778
n_037_u_740_8,37,7.4,14,278.73
n_020_u_400_8,20,4,8,104.616
n_050_u_1000_5,50,10,20,645.277
n_039_u_780_6,39,7.8,14,314.029
n_028_u_560_6,28,5.6,10,163.288
n_044_u_880_7,44,8.8,17,404.523
n_006_u_120_8,6,1.2,4,13.117
n_042_u_840_5,42,8.4,19,398.2
n_021_u_420_8,21,4.2,7,94.268
n_028_u_560_7,28,5.6,11,162.378
n_018_u_360_9,18,3.6,9,74.405
n_030_u_600_6,30,6,12,206.556
n_011_u_220_8,11,2.2,5,40.9290000000001
n_011_u_220_9,11,2.2,5,30.2950000000001
n_045_u_900_9,45,9,16,408.636
n_044_u_880_8,44,8.8,16,370.362
n_047_u_940_6,47,9.4,17,462.13
n_045_u_900_8,45,9,16,381.486
n_009_u_180_7,9,1.8,5,25.9190000000001
n_025_u_500_9,25,5,10,148.313
n_045_u_900_7,45,9,17,410.953
n_037_u_740_9,37,7.4,12,301.586
n_040_u_800_6,40,8,16,360.814
n_017_u_340_7,17,3.4,7,59.6849999999999
n_030_u_600_7,30,6,12,214.483
n_037_u_740_7,37,7.4,14,261.224
n_007_u_140_8,7,1.4,3,18.1859999999999
n_011_u_220_10,11,2.2,5,36.4739999999999
n_012_u_240_11,12,2.4,5,38.8509999999999
n_039_u_780_7,39,7.8,14,330.859
n_012_u_240_10,12,2.4,5,38.5719999999999
n_029_u_580_7,29,5.8,11,175.418
n_032_u_640_9,32,6.4,12,208.163
n_014_u_280_8,14,2.8,6,48.367
n_006_u_120_9,6,1.2,3,13.4099999999999
n_012_u_240_9,12,2.4,5,41.9850000000001
n_019_u_380_9,19,3.8,9,85.7720000000002
n_029_u_580_8,29,5.8,12,207.248
n_043_u_860_5,43,8.6,16,455.893
n_026_u_520_9,26,5.2,10,131.663
n_038_u_760_9,38,7.6,16,279.632
n_046_u_920_9,46,9.2,17,376.407
n_031_u_620_9,31,6.2,11,233.013
n_038_u_760_7,38,7.6,16,340.239
n_010_u_200_7,10,2,5,30.4640000000002
n_005_u_100_9,5,1,4,14.0640000000001
n_039_u_780_8,39,7.8,16,301.344
n_024_u_480_10,24,4.8,9,116.527
n_024_u_480_9,24,4.8,9,126.432
n_005_u_100_11,5,1,3,37.8910000000001
n_040_u_800_8,40,8,15,310.488
n_022_u_440_8,22,4.4,9,119.254
n_047_u_940_8,47,9.4,19,409.698
n_013_u_260_11,13,2.6,5,41.6400000000001
n_044_u_880_9,44,8.8,18,404.972
n_048_u_960_6,48,9.6,19,516.633
n_006_u_120_10,6,1.2,3,15.422
n_019_u_380_10,19,3.8,9,77.825
n_007_u_140_10,7,1.4,4,14.0919999999999
n_038_u_760_8,38,7.6,14,288.006
n_005_u_100_10,5,1,4,10.4010000000001
n_020_u_400_9,20,4,8,116.21
n_011_u_220_11,11,2.2,5,33.5690000000002
n_024_u_480_11,24,4.8,9,127.158
n_050_u_1000_6,50,10,19,515.066
n_031_u_620_10,31,6.2,12,182.894
n_046_u_920_7,46,9.2,18,410.359
n_014_u_280_10,14,2.8,6,49.1320000000001
n_015_u_300_8,15,3,6,51.915
n_025_u_500_10,25,5,10,128.486
n_018_u_360_10,18,3.6,7,81.7760000000001
n_025_u_500_11,25,5,10,148.357
n_049_u_980_6,49,9.8,19,512.657
n_049_u_980_7,49,9.8,20,454.995
n_025_u_500_12,25,5,10,155.81
n_027_u_540_9,27,5.4,11,156.212
n_047_u_940_7,47,9.4,19,495.269
n_041_u_819_9,41,8.2,15,345.358
n_019_u_380_11,19,3.8,9,86.758
n_040_u_800_9,40,8,15,373.29
n_030_u_600_8,30,6,13,197.081
n_013_u_260_9,13,2.6,6,51.058
n_033_u_660_9,33,6.6,12,262.128
n_018_u_360_11,18,3.6,9,78.2349999999999
n_018_u_360_12,18,3.6,7,105.026
n_017_u_340_8,17,3.4,7,63.152
n_039_u_780_9,39,7.8,15,429.808
n_023_u_459_8,23,4.6,9,129.623
n_007_u_140_11,7,1.4,4,17.481
n_008_u_160_11,8,1.6,5,21.7
n_006_u_120_11,6,1.2,3,19.7839999999999
n_020_u_400_11,20,4,9,115.69
n_016_u_320_8,16,3.2,6,69.4929999999999
n_016_u_320_9,16,3.2,7,67.3029999999999
n_041_u_819_6,41,8.2,16,400.707
n_047_u_940_9,47,9.4,17,430.301
n_026_u_520_12,26,5.2,10,142.243
n_034_u_680_9,34,6.8,15,287.929
n_048_u_960_7,48,9.6,19,446.191
n_014_u_280_9,14,2.8,6,65.241
n_048_u_960_9,48,9.6,19,439.54
n_042_u_840_7,42,8.4,16,356.175
n_049_u_980_9,49,9.8,18,410.002
n_008_u_160_8,8,1.6,5,24.6320000000001
n_040_u_800_7,40,8,15,371.622
n_041_u_819_7,41,8.2,15,328.201
n_038_u_760_10,38,7.6,16,285.388
n_042_u_840_6,42,8.4,16,417.307
n_041_u_819_8,41,8.2,15,310.691
n_032_u_640_10,32,6.4,13,235.95
n_007_u_140_9,7,1.4,3,18.6420000000001
n_005_u_100_12,5,1,3,14.4399999999998
n_009_u_180_9,9,1.8,4,24.9850000000001
n_008_u_160_9,8,1.6,4,20.2269999999999
n_024_u_480_12,24,4.8,9,150.443
n_014_u_280_11,14,2.8,6,49.885
n_027_u_540_11,27,5.4,12,139.642
n_008_u_160_10,8,1.6,4,22.7850000000001
n_046_u_920_8,46,9.2,19,514.42
n_009_u_180_8,9,1.8,5,30.4849999999999
n_015_u_300_11,15,3,6,56.0810000000001
n_043_u_860_6,43,8.6,15,404.83
n_015_u_300_9,15,3,6,59.8499999999999
n_016_u_320_11,16,3.2,7,57.0409999999999
n_028_u_560_9,28,5.6,11,161.444
n_020_u_400_12,20,4,8,108.953
n_021_u_420_12,21,4.2,9,109.694
n_032_u_640_11,32,6.4,14,216.235
n_019_u_380_12,19,3.8,8,102.005
n_010_u_200_8,10,2,5,30.856
n_013_u_260_10,13,2.6,7,44.9159999999999
n_026_u_520_10,26,5.2,9,144.297
n_049_u_980_8,49,9.8,19,526.411
n_048_u_960_8,48,9.6,20,541.271
n_050_u_1000_7,50,10,18,473.645
n_039_u_780_10,39,7.8,14,297.174
n_042_u_840_8,42,8.4,15,332.75
n_018_u_360_13,18,3.6,8,79.769
n_006_u_120_12,6,1.2,3,16.8970000000002
n_020_u_400_10,20,4,8,89.9080000000001
n_031_u_620_11,31,6.2,13,212.729
n_009_u_180_10,9,1.8,5,24.212
n_021_u_420_10,21,4.2,8,99.306
n_037_u_740_11,37,7.4,14,297.25
n_021_u_420_9,21,4.2,8,125.85
n_030_u_600_9,30,6,11,185.299
n_035_u_700_9,35,7,14,291.089
n_037_u_740_12,37,7.4,13,255.419
n_022_u_440_10,22,4.4,9,112.235
n_021_u_420_11,21,4.2,8,102.839
n_043_u_860_8,43,8.6,17,397.124
n_027_u_540_10,27,5.4,10,151.555
n_043_u_860_7,43,8.6,16,435.493
n_033_u_660_10,33,6.6,14,278.986
n_016_u_320_10,16,3.2,6,67.423
n_022_u_440_9,22,4.4,10,113.533
n_015_u_300_10,15,3,6,64.663
n_031_u_620_12,31,6.2,12,218.462
n_037_u_740_10,37,7.4,14,326.571
n_017_u_340_9,17,3.4,7,70.403
n_010_u_200_10,10,2,5,32.088
n_010_u_200_9,10,2,5,32.1979999999999
n_029_u_580_9,29,5.8,12,203.632
n_029_u_580_10,29,5.8,12,206.969
n_038_u_760_11,38,7.6,13,285.993
n_031_u_620_13,31,6.2,13,246.409
n_038_u_760_12,38,7.6,15,285.556
n_044_u_880_10,44,8.8,17,387.335
n_027_u_540_12,27,5.4,11,167.795
n_019_u_380_13,19,3.8,7,86.5129999999999
n_005_u_100_13,5,1,3,14.0529999999999
n_032_u_640_12,32,6.4,16,267.771
n_045_u_900_10,45,9,17,435.513
n_036_u_720_9,36,7.2,15,252.999
n_042_u_840_9,42,8.4,16,415.896
n_028_u_560_10,28,5.6,10,156.845
n_005_u_100_14,5,1,3,14.0610000000001
n_023_u_459_9,23,4.6,10,137.675
n_033_u_660_12,33,6.6,13,246.916
n_022_u_440_11,22,4.4,8,105.309
n_011_u_220_12,11,2.2,5,34.0329999999999
n_050_u_1000_9,50,10,19,555.269
n_009_u_180_11,9,1.8,5,24.9950000000001
n_044_u_880_11,44,8.8,15,349.754
n_028_u_560_12,28,5.6,11,193.955
n_050_u_1000_8,50,10,19,495.745
n_026_u_520_11,26,5.2,10,161.29
n_029_u_580_12,29,5.8,11,185.838
n_050_u_1000_10,50,10,19,521.801
n_012_u_240_12,12,2.4,5,51.501
n_040_u_800_10,40,8,17,344.888
n_011_u_220_13,11,2.2,6,36.0549999999998
n_018_u_360_14,18,3.6,8,78.4580000000001
n_039_u_780_13,39,7.8,14,294.064
n_023_u_459_11,23,4.6,9,108.579
n_037_u_740_13,37,7.4,14,254.312
n_007_u_140_12,7,1.4,4,19.55
n_018_u_360_15,18,3.6,7,86.6990000000001
n_006_u_120_15,6,1.2,4,15.364
n_038_u_760_13,38,7.6,16,387.355
n_034_u_680_13,34,6.8,13,247.592
n_017_u_340_11,17,3.4,7,82.471
n_033_u_660_13,33,6.6,13,252.843
n_017_u_340_10,17,3.4,7,70.2410000000002
n_031_u_620_14,31,6.2,12,209.86
n_023_u_459_10,23,4.6,9,143.802
n_005_u_100_15,5,1,3,21.4880000000001
n_017_u_340_12,17,3.4,7,67.6989999999998
n_043_u_860_9,43,8.6,16,384.714
n_028_u_560_11,28,5.6,10,167.059
n_032_u_640_13,32,6.4,12,267.466
n_022_u_440_12,22,4.4,10,110.4
n_010_u_200_11,10,2,4,28.5469999999998
n_033_u_660_11,33,6.6,13,237.716
n_029_u_580_11,29,5.8,12,193.962
n_024_u_480_13,24,4.8,9,124.733
n_034_u_680_11,34,6.8,13,226.437
n_040_u_800_12,40,8,16,326.844
n_030_u_600_10,30,6,11,199.249
n_041_u_819_10,41,8.2,15,311.24
n_046_u_920_10,46,9.2,16,431.298
n_007_u_140_14,7,1.4,4,15.9479999999999
n_045_u_900_11,45,9,17,362.297
n_039_u_780_11,39,7.8,15,298.737
n_019_u_380_16,19,3.8,8,87.72
n_024_u_480_14,24,4.8,9,115.146
n_008_u_160_12,8,1.6,3,21.221
n_006_u_120_13,6,1.2,3,12.9770000000001
n_020_u_400_13,20,4,10,108.905
n_018_u_360_16,18,3.6,7,88.2919999999999
n_025_u_500_13,25,5,11,155.652
n_032_u_640_14,32,6.4,13,216.004
n_012_u_240_13,12,2.4,5,43.4289999999999
n_013_u_260_12,13,2.6,6,48.5640000000001
n_040_u_800_11,40,8,15,282.173
n_034_u_680_12,34,6.8,13,285.126
n_035_u_700_10,35,7,14,276.044
n_034_u_680_10,34,6.8,13,306.517
n_035_u_700_11,35,7,13,297.43
n_045_u_900_12,45,9,16,375.774
n_007_u_140_13,7,1.4,5,17.2820000000002
n_047_u_940_10,47,9.4,20,470.789
n_023_u_459_12,23,4.6,9,110.002
n_035_u_700_12,35,7,13,234.915
n_020_u_400_15,20,4,7,89.0600000000002
n_043_u_860_10,43,8.6,15,333.942
n_019_u_380_14,19,3.8,9,84.7080000000001
n_012_u_240_14,12,2.4,5,47.009
n_010_u_200_12,10,2,4,25.616
n_030_u_600_11,30,6,11,177.731
n_031_u_620_15,31,6.2,12,215.93
n_021_u_420_13,21,4.2,8,104.898
n_014_u_280_12,14,2.8,6,45.6679999999999
n_030_u_600_12,30,6,13,195.196
n_040_u_800_13,40,8,14,318.13
n_036_u_720_12,36,7.2,14,240.219
n_020_u_400_14,20,4,8,86.6959999999999
n_031_u_620_16,31,6.2,15,234.64
n_007_u_140_15,7,1.4,4,17.921
n_030_u_600_13,30,6,11,217.433
n_041_u_819_11,41,8.2,16,336.576
n_042_u_840_10,42,8.4,15,363.047
n_036_u_720_10,36,7.2,15,328.216
n_025_u_500_14,25,5,9,127.026
n_041_u_819_13,41,8.2,16,316.742
n_008_u_160_13,8,1.6,4,20.471
n_044_u_880_13,44,8.8,17,400.942
n_036_u_720_11,36,7.2,14,247.992
n_009_u_180_12,9,1.8,4,26.6919999999998
n_032_u_640_17,32,6.4,12,190.414
n_008_u_160_15,8,1.6,4,20.2629999999999
n_035_u_700_13,35,7,14,245.061
n_044_u_880_14,44,8.8,16,395.597
n_026_u_520_13,26,5.2,10,174.318
n_011_u_220_15,11,2.2,5,36.4660000000001
n_046_u_920_11,46,9.2,17,457.099
n_045_u_900_13,45,9,18,406.638
n_023_u_459_13,23,4.6,9,120.136
n_044_u_880_12,44,8.8,18,492.661
n_042_u_840_13,42,8.4,16,366.946
n_048_u_960_10,48,9.6,18,482.091
n_039_u_780_12,39,7.8,16,373.393
n_011_u_220_16,11,2.2,5,35.212
n_050_u_1000_12,50,10,21,493.676
n_031_u_620_17,31,6.2,11,217.886
n_020_u_400_16,20,4,9,91.5059999999999
n_037_u_740_14,37,7.4,15,273.869
n_006_u_120_14,6,1.2,3,14.7160000000003
n_042_u_840_11,42,8.4,18,449.285
n_009_u_180_15,9,1.8,4,24.6150000000002
n_049_u_980_10,49,9.8,18,442.537
n_013_u_260_13,13,2.6,6,40.212
n_011_u_220_14,11,2.2,6,35.3979999999997
n_025_u_500_15,25,5,10,165.713
n_012_u_240_15,12,2.4,5,45.895
n_021_u_420_14,21,4.2,8,94.2529999999999
n_050_u_1000_13,50,10,19,522.144
n_033_u_660_14,33,6.6,12,265.319
n_009_u_180_13,9,1.8,4,30.143
n_046_u_920_13,46,9.2,18,453.27
n_021_u_420_16,21,4.2,8,94.194
n_027_u_540_13,27,5.4,10,168.853
n_033_u_660_16,33,6.6,12,210.48
n_041_u_819_12,41,8.2,15,349.407
n_022_u_440_13,22,4.4,9,106.344
n_032_u_640_15,32,6.4,13,200.559
n_015_u_300_12,15,3,6,67.9960000000001
n_017_u_340_14,17,3.4,8,66.2369999999996
n_037_u_740_15,37,7.4,15,302.127
n_008_u_160_14,8,1.6,4,20.498
n_046_u_920_14,46,9.2,16,385.595
n_013_u_260_15,13,2.6,6,40.232
n_016_u_320_12,16,3.2,6,65.27
n_038_u_760_14,38,7.6,15,303.259
n_036_u_720_13,36,7.2,13,257.584
n_019_u_380_15,19,3.8,8,86.8910000000001
n_024_u_480_16,24,4.8,10,123.534
n_042_u_840_12,42,8.4,16,376.428
n_017_u_340_15,17,3.4,7,74.2339999999999
n_034_u_680_14,34,6.8,12,241.141
n_005_u_100_16,5,1,3,27.596
n_043_u_860_11,43,8.6,16,381.475
n_022_u_440_16,22,4.4,8,110.256
n_013_u_260_16,13,2.6,6,54.3869999999997
n_009_u_180_14,9,1.8,5,29.4479999999999
