instance,n,u,procs,elapsed
n_006_u_120_1,6,1.2,4,0.662000000000262
n_005_u_100_1,5,1,5,0.772000000000844
n_005_u_100_2,5,1,4,1.15200000000004
n_007_u_140_1,7,1.4,6,1.30500000000029
n_007_u_140_2,7,1.4,5,1.15899999999965
n_008_u_160_1,8,1.6,6,1.60199999999895
n_006_u_120_2,6,1.2,5,1.46299999999974
n_008_u_160_2,8,1.6,7,1.5010000000002
n_009_u_180_2,9,1.8,9,1.75199999999859
n_010_u_200_2,10,2,8,2.0619999999999
n_012_u_240_2,12,2.4,8,2.13800000000083
n_009_u_180_1,9,1.8,7,2.36599999999999
n_010_u_200_1,10,2,9,2.55099999999948
n_012_u_240_1,12,2.4,9,2.74799999999959
n_011_u_220_2,11,2.2,11,2.70800000000054
n_013_u_260_1,13,2.6,10,3.35599999999977
n_013_u_260_2,13,2.6,9,3.87099999999919
n_011_u_220_1,11,2.2,10,4.10399999999936
n_014_u_280_2,14,2.8,11,3.99300000000039
n_016_u_320_1,16,3.2,14,4.20000000000073
n_014_u_280_1,14,2.8,11,4.48200000000179
n_015_u_300_1,15,3,14,5.06000000000131
n_015_u_300_2,15,3,14,5.12700000000041
n_017_u_340_1,17,3.4,15,5.35900000000038
n_017_u_340_2,17,3.4,12,5.46299999999974
n_016_u_320_2,16,3.2,13,5.59699999999975
n_019_u_380_2,19,3.8,15,5.65300000000025
n_018_u_360_1,18,3.6,13,6.43999999999869
n_018_u_360_3,18,3.6,13,5.40300000000025
n_018_u_360_2,18,3.6,14,6.02700000000004
n_020_u_400_1,20,4,15,6.89199999999983
n_019_u_380_1,19,3.8,15,6.9369999999999
n_020_u_400_2,20,4,14,6.34400000000096
n_019_u_380_3,19,3.8,14,6.54799999999886
n_021_u_420_1,21,4.2,17,8.50799999999981
n_020_u_400_3,20,4,13,7.41400000000067
n_022_u_440_1,22,4.4,19,9.25900000000001
n_021_u_420_2,21,4.2,16,7.8179999999993
n_021_u_420_3,21,4.2,17,8.0619999999999
n_023_u_459_1,23,4.6,17,9.96099999999933
n_022_u_440_2,22,4.4,15,7.72899999999936
