instance,n,u,procs,elapsed,passive
n_035_u_700_23,35,7,13,0.252,31
n_030_u_600_25,30,6,12,0.178,27
n_045_u_900_25,45,9,15,0.349,41
n_028_u_560_22,28,5.6,10,0.154,27
n_029_u_580_23,29,5.8,11,0.156,27
n_042_u_840_21,42,8.4,14,0.282,41
n_037_u_740_26,37,7.4,12,0.27,34
n_048_u_960_22,48,9.6,15,0.397,45
n_044_u_880_26,44,8.8,16,0.317,43
n_009_u_180_23,9,1.8,3,0.0150000000000001,8
n_016_u_320_23,16,3.2,6,0.1,15
n_024_u_480_28,24,4.8,9,0.081,22
n_050_u_1000_25,50,10,19,0.398,47
n_036_u_720_26,36,7.2,14,0.246,31
n_022_u_440_25,22,4.4,8,0.0880000000000001,20
n_017_u_340_31,17,3.4,7,0.04,17
n_012_u_240_27,12,2.4,4,0.032,11
n_040_u_800_27,40,8,14,0.242,35
n_038_u_760_25,38,7.6,13,0.264,36
n_035_u_700_27,35,7,13,0.226,33
n_011_u_220_28,11,2.2,6,0.0289999999999999,11
n_007_u_140_29,7,1.4,4,0.0100000000000002,7
n_038_u_760_26,38,7.6,14,0.254,34
n_005_u_100_27,5,1,3,0.0089999999999999,5
n_031_u_620_28,31,6.2,11,0.13,28
n_045_u_900_26,45,9,14,0.311,43
n_015_u_300_24,15,3,5,0.0439999999999996,14
n_042_u_840_20,42,8.4,15,0.305,38
n_050_u_1000_24,50,10,15,0.343,48
n_043_u_860_27,43,8.6,16,0.326,41
n_005_u_100_28,5,1,3,0.0169999999999999,4
n_030_u_600_23,30,6,10,0.162,30
n_027_u_540_25,27,5.4,9,0.118,25
n_034_u_680_26,34,6.8,12,0.23,30
n_009_u_180_22,9,1.8,4,0.0179999999999998,9
n_033_u_660_26,33,6.6,10,0.214,32
n_012_u_240_28,12,2.4,5,0.0260000000000002,11
n_010_u_200_29,10,2,4,0.0209999999999999,9
n_029_u_580_25,29,5.8,9,0.179,27
n_039_u_780_24,39,7.8,12,0.298,38
n_017_u_340_27,17,3.4,7,0.0700000000000003,15
n_029_u_580_26,29,5.8,10,0.212,27
n_006_u_120_26,6,1.2,3,0.00900000000000034,5
n_022_u_440_24,22,4.4,7,0.085,20
n_018_u_360_28,18,3.6,7,0.052,18
n_027_u_540_24,27,5.4,10,0.166,26
n_018_u_360_29,18,3.6,8,0.0390000000000001,15
n_020_u_400_30,20,4,7,0.0630000000000002,19
n_025_u_500_28,25,5,9,0.081,24
n_043_u_860_25,43,8.6,15,0.344,38
n_038_u_760_28,38,7.6,15,0.252,35
n_039_u_780_26,39,7.8,16,0.221,34
n_046_u_920_24,46,9.2,15,0.475,41
n_006_u_120_28,6,1.2,3,0.00900000000000034,6
n_031_u_620_27,31,6.2,12,0.225,27
n_010_u_200_27,10,2,5,0.0210000000000004,9
n_030_u_600_32,30,6,11,0.109,27
n_024_u_480_29,24,4.8,9,0.0940000000000003,22
n_037_u_740_25,37,7.4,13,0.281,33
n_034_u_680_24,34,6.8,12,0.214,33
n_049_u_980_26,49,9.8,17,0.367,45
n_029_u_580_24,29,5.8,10,0.134,28
n_034_u_680_23,34,6.8,14,0.283,28
n_026_u_520_26,26,5.2,10,0.178,23
n_023_u_459_30,23,4.6,8,0.069,22
n_022_u_440_23,22,4.4,8,0.0770000000000004,20
n_044_u_880_27,44,8.8,14,0.374,40
n_019_u_380_27,19,3.8,7,0.0590000000000002,17
n_045_u_900_27,45,9,15,0.362,42
n_028_u_560_25,28,5.6,10,0.104,26
n_040_u_800_24,40,8,14,0.257,37
n_013_u_260_26,13,2.6,5,0.0339999999999998,13
n_017_u_340_26,17,3.4,6,0.105,16
n_031_u_620_31,31,6.2,12,0.179,26
n_025_u_500_29,25,5,9,0.0880000000000001,25
n_007_u_140_26,7,1.4,4,0.00999999999999979,7
n_049_u_980_25,49,9.8,16,0.357,45
n_012_u_240_29,12,2.4,4,0.0209999999999999,11
n_011_u_220_29,11,2.2,4,0.0239999999999996,10
n_034_u_680_25,34,6.8,14,0.198,30
n_043_u_860_23,43,8.6,14,0.353,39
n_039_u_780_23,39,7.8,15,0.328,35
n_019_u_380_29,19,3.8,7,0.0649999999999999,17
n_006_u_120_25,6,1.2,3,0.0110000000000001,5
n_016_u_320_28,16,3.2,6,0.0509999999999997,15
n_005_u_100_30,5,1,3,0.0860000000000003,5
n_023_u_459_28,23,4.6,10,0.0720000000000001,20
n_030_u_600_28,30,6,11,0.117,27
n_046_u_920_25,46,9.2,16,0.269,44
n_016_u_320_27,16,3.2,7,0.0339999999999998,15
n_035_u_700_26,35,7,13,0.194,30
n_039_u_780_25,39,7.8,15,0.315,35
n_020_u_400_27,20,4,8,0.0529999999999999,18
n_037_u_740_29,37,7.4,14,0.213,32
n_031_u_620_30,31,6.2,10,0.13,29
n_006_u_120_27,6,1.2,3,0.0110000000000001,6
n_040_u_800_23,40,8,15,0.289,35
n_013_u_260_27,13,2.6,5,0.0289999999999999,11
n_019_u_380_26,19,3.8,8,0.0470000000000006,18
n_031_u_620_29,31,6.2,10,0.146,28
n_033_u_660_31,33,6.6,13,0.144,28
n_007_u_140_25,7,1.4,4,0.0110000000000001,7
n_026_u_520_27,26,5.2,9,0.0880000000000005,24
n_048_u_960_21,48,9.6,17,0.459,43
n_018_u_360_31,18,3.6,7,0.048,16
n_050_u_1000_28,50,10,15,0.4,47
n_035_u_700_25,35,7,13,0.158,32
n_024_u_480_30,24,4.8,9,0.0789999999999997,22
n_010_u_200_25,10,2,5,0.0770000000000004,10
n_030_u_600_27,30,6,11,0.0989999999999998,27
n_044_u_880_29,44,8.8,17,0.221,41
n_025_u_500_30,25,5,9,0.0909999999999997,24
n_049_u_980_27,49,9.8,16,0.254,48
n_048_u_960_24,48,9.6,16,0.295,45
n_050_u_1000_27,50,10,17,0.28,46
n_040_u_800_26,40,8,12,0.218,37
n_019_u_380_28,19,3.8,7,0.0510000000000002,18
n_037_u_740_30,37,7.4,13,0.156000000000001,35
n_043_u_860_26,43,8.6,14,0.304,40
n_015_u_300_23,15,3,6,0.0380000000000003,13
n_011_u_220_31,11,2.2,4,0.024,10
n_007_u_140_28,7,1.4,4,0.0100000000000007,6
n_020_u_400_26,20,4,8,0.0449999999999999,18
n_041_u_819_23,41,8.2,15,0.307,39
n_042_u_840_27,42,8.4,15,0.209,38
n_017_u_340_30,17,3.4,6,0.0499999999999998,15
n_042_u_840_26,42,8.4,14,0.221,39
n_036_u_720_31,36,7.2,12,0.154999999999999,34
n_046_u_920_26,46,9.2,17,0.367,42
n_008_u_160_25,8,1.6,4,0.0120000000000005,8
n_038_u_760_29,38,7.6,14,0.208,34
n_047_u_940_27,47,9.4,14,0.242,46
n_032_u_640_28,32,6.4,12,0.159,29
n_010_u_200_28,10,2,5,0.0250000000000004,10
n_035_u_700_24,35,7,11,0.165,32
n_015_u_300_26,15,3,6,0.0380000000000003,14
n_009_u_180_29,9,1.8,4,0.0170000000000003,9
n_009_u_180_28,9,1.8,4,0.0140000000000002,8
n_048_u_960_28,48,9.6,16,0.285,44
n_016_u_320_29,16,3.2,6,0.0469999999999997,15
n_049_u_980_24,49,9.8,18,0.347999999999999,44
n_040_u_800_25,40,8,14,0.222,35
n_048_u_960_23,48,9.6,18,0.364,42
n_032_u_640_30,32,6.4,11,0.135,30
n_038_u_760_30,38,7.6,12,0.166,36
n_005_u_100_31,5,1,3,0.0179999999999998,5
n_039_u_780_27,39,7.8,14,0.186,36
n_007_u_140_27,7,1.4,3,0.0120000000000005,6
n_043_u_860_33,43,8.6,15,0.204,40
n_005_u_100_32,5,1,3,0.00599999999999934,4
n_042_u_840_24,42,8.4,16,0.344,38
n_029_u_580_29,29,5.8,11,0.147,26
n_042_u_840_25,42,8.4,15,0.195,39
n_029_u_580_28,29,5.8,11,0.132,25
n_026_u_520_28,26,5.2,10,0.109,22
n_013_u_260_28,13,2.6,5,0.0359999999999996,12
n_006_u_120_29,6,1.2,3,0.0150000000000006,5
n_017_u_340_29,17,3.4,6,0.0659999999999998,15
n_014_u_280_29,14,2.8,5,0.0359999999999996,13
n_009_u_180_26,9,1.8,5,0.0140000000000002,9
n_010_u_200_35,10,2,4,0.0190000000000001,9
n_015_u_300_30,15,3,6,0.0369999999999999,15
n_020_u_400_29,20,4,7,0.0620000000000003,18
n_015_u_300_25,15,3,6,0.0339999999999998,14
n_023_u_459_26,23,4.6,9,0.0999999999999996,21
n_009_u_180_27,9,1.8,4,0.0190000000000001,8
n_016_u_320_26,16,3.2,6,0.0440000000000005,14
n_024_u_480_32,24,4.8,9,0.077,24
n_046_u_920_27,46,9.2,17,0.298,40
n_021_u_420_26,21,4.2,7,0.0650000000000004,20
n_033_u_660_28,33,6.6,12,0.154,29
n_031_u_620_32,31,6.2,10,0.128,29
n_044_u_880_28,44,8.8,14,0.251,41
n_028_u_560_24,28,5.6,10,0.0939999999999994,27
n_020_u_400_28,20,4,8,0.0510000000000002,18
n_018_u_360_33,18,3.6,7,0.0510000000000002,16
n_022_u_440_29,22,4.4,8,0.069,20
n_032_u_640_27,32,6.4,11,0.149,29
n_036_u_720_29,36,7.2,15,0.187,32
n_048_u_960_20,48,9.6,17,0.476,43
n_018_u_360_32,18,3.6,7,0.0599999999999996,15
n_041_u_819_26,41,8.2,15,0.24,37
n_022_u_440_30,22,4.4,9,0.0759999999999996,20
n_013_u_260_29,13,2.6,5,0.0270000000000001,13
n_011_u_220_30,11,2.2,5,0.0229999999999997,9
n_008_u_160_28,8,1.6,4,0.0129999999999999,8
n_047_u_940_26,47,9.4,16,0.229,44
n_028_u_560_27,28,5.6,11,0.0950000000000006,27
n_019_u_380_30,19,3.8,8,0.0650000000000004,17
n_047_u_940_25,47,9.4,17,0.276,41
n_043_u_860_29,43,8.6,15,0.218,41
n_023_u_459_29,23,4.6,9,0.105,19
n_037_u_740_31,37,7.4,13,0.165999999999999,35
n_030_u_600_31,30,6,12,0.12,26
n_023_u_459_36,23,4.6,9,0.0720000000000001,21
n_033_u_660_27,33,6.6,10,0.133,32
n_022_u_440_28,22,4.4,8,0.0659999999999998,20
n_015_u_300_22,15,3,6,0.0380000000000003,13
n_032_u_640_29,32,6.4,12,0.143999999999999,32
n_029_u_580_30,29,5.8,11,0.114000000000001,27
n_039_u_780_28,39,7.8,15,0.186,34
n_026_u_520_29,26,5.2,10,0.0879999999999992,26
n_010_u_200_31,10,2,4,0.0149999999999997,9
n_022_u_440_27,22,4.4,9,0.0830000000000002,20
n_014_u_280_28,14,2.8,6,0.0299999999999994,12
n_044_u_880_32,44,8.8,14,0.281,41
n_006_u_120_30,6,1.2,3,0.0100000000000007,6
n_014_u_280_27,14,2.8,5,0.0299999999999994,13
n_043_u_860_24,43,8.6,15,0.388,39
n_047_u_940_24,47,9.4,15,0.305,44
n_027_u_540_30,27,5.4,8,0.107,25
n_028_u_560_31,28,5.6,11,0.101999999999999,25
n_050_u_1000_26,50,10,16,0.322,47
n_011_u_220_34,11,2.2,4,0.0230000000000006,10
n_030_u_600_30,30,6,12,0.12,26
n_028_u_560_26,28,5.6,10,0.11,25
n_010_u_200_26,10,2,5,0.0180000000000007,10
n_029_u_580_27,29,5.8,10,0.109,28
n_043_u_860_28,43,8.6,15,0.214,39
n_021_u_420_29,21,4.2,9,0.0669999999999993,18
n_048_u_960_27,48,9.6,16,0.268,45
n_026_u_520_30,26,5.2,10,0.0819999999999999,24
n_038_u_760_31,38,7.6,13,0.217,35
n_014_u_280_26,14,2.8,5,0.0369999999999999,13
n_019_u_380_31,19,3.8,8,0.0460000000000003,17
n_033_u_660_30,33,6.6,11,0.138999999999999,32
n_010_u_200_30,10,2,4,0.0200000000000005,9
n_044_u_880_30,44,8.8,15,0.255999999999999,41
n_046_u_920_32,46,9.2,16,0.255,41
n_017_u_340_28,17,3.4,7,0.0450000000000008,17
n_023_u_459_32,23,4.6,7,0.0729999999999995,22
n_050_u_1000_30,50,10,16,0.285,47
n_015_u_300_29,15,3,5,0.0330000000000004,14
n_024_u_480_31,24,4.8,9,0.114,22
n_031_u_620_33,31,6.2,11,0.127000000000001,28
n_036_u_720_27,36,7.2,13,0.161,32
n_042_u_840_30,42,8.4,16,0.18,40
n_011_u_220_32,11,2.2,4,0.0209999999999999,10
n_031_u_620_34,31,6.2,11,0.135,29
n_048_u_960_26,48,9.6,15,0.268999999999999,45
n_028_u_560_23,28,5.6,10,0.093,26
n_035_u_700_30,35,7,12,0.14,33
n_044_u_880_31,44,8.8,15,0.299,40
n_013_u_260_34,13,2.6,5,0.0289999999999999,12
n_033_u_660_29,33,6.6,11,0.152,32
n_009_u_180_32,9,1.8,4,0.016,8
n_034_u_680_27,34,6.8,12,0.165,30
n_035_u_700_31,35,7,11,0.149,34
n_024_u_480_35,24,4.8,8,0.0790000000000006,22
n_027_u_540_28,27,5.4,10,0.104,24
n_011_u_220_33,11,2.2,4,0.0220000000000002,10
n_032_u_640_31,32,6.4,12,0.140000000000001,28
n_042_u_840_29,42,8.4,14,0.213,39
n_045_u_900_29,45,9,16,0.244,40
n_017_u_340_32,17,3.4,6,0.0469999999999997,16
n_015_u_300_28,15,3,7,0.0350000000000001,13
n_039_u_780_29,39,7.8,14,0.217000000000001,35
n_037_u_740_33,37,7.4,12,0.193000000000001,34
n_027_u_540_29,27,5.4,10,0.128,24
n_009_u_180_31,9,1.8,4,0.0139999999999993,9
n_006_u_120_31,6,1.2,4,0.00800000000000001,6
n_036_u_720_37,36,7.2,14,0.145,32
n_048_u_960_25,48,9.6,17,0.257000000000001,44
n_023_u_459_31,23,4.6,9,0.0829999999999993,20
n_045_u_900_31,45,9,16,0.255000000000001,41
n_023_u_459_27,23,4.6,9,0.112,20
n_012_u_240_31,12,2.4,5,0.0299999999999994,12
n_027_u_540_27,27,5.4,10,0.0999999999999996,24
n_036_u_720_30,36,7.2,12,0.17,34
n_039_u_780_30,39,7.8,14,0.157999999999999,37
n_035_u_700_28,35,7,13,0.16,32
n_006_u_120_32,6,1.2,3,0.00899999999999945,5
n_015_u_300_27,15,3,6,0.032,14
n_022_u_440_33,22,4.4,8,0.0670000000000002,19
n_032_u_640_32,32,6.4,12,0.117,29
n_012_u_240_33,12,2.4,4,0.0289999999999999,11
n_044_u_880_33,44,8.8,15,0.234,42
n_049_u_980_32,49,9.8,16,0.308000000000001,45
n_035_u_700_29,35,7,17,0.186,29
n_050_u_1000_31,50,10,16,0.329,47
n_041_u_819_25,41,8.2,14,0.236,38
n_028_u_560_30,28,5.6,9,0.105,27
n_024_u_480_33,24,4.8,9,0.0990000000000002,21
n_041_u_819_28,41,8.2,15,0.208,38
n_026_u_520_35,26,5.2,9,0.0910000000000002,25
n_024_u_480_34,24,4.8,10,0.0730000000000004,22
n_019_u_380_32,19,3.8,8,0.0579999999999998,17
n_030_u_600_29,30,6,11,0.126,27
n_008_u_160_27,8,1.6,3,0.0119999999999996,7
n_008_u_160_30,8,1.6,4,0.0140000000000002,8
n_011_u_220_35,11,2.2,5,0.024,11
n_040_u_800_31,40,8,12,0.186,38
n_022_u_440_32,22,4.4,7,0.0750000000000002,21
n_007_u_140_33,7,1.4,3,0.0109999999999992,7
n_046_u_920_29,46,9.2,16,0.28,41
n_046_u_920_28,46,9.2,16,0.231000000000001,42
n_017_u_340_33,17,3.4,7,0.04,15
n_016_u_320_34,16,3.2,6,0.0469999999999997,14
n_019_u_380_33,19,3.8,6,0.056,18
n_045_u_900_28,45,9,15,0.282999999999999,42
n_034_u_680_30,34,6.8,12,0.197,30
n_025_u_500_32,25,5,9,0.0869999999999997,23
n_037_u_740_32,37,7.4,12,0.157999999999999,35
n_036_u_720_33,36,7.2,12,0.172,34
n_013_u_260_31,13,2.6,5,0.024,12
n_021_u_420_28,21,4.2,8,0.0570000000000004,19
n_013_u_260_30,13,2.6,6,0.032,13
n_039_u_780_31,39,7.8,13,0.21,35
n_049_u_980_30,49,9.8,17,0.304,45
n_012_u_240_30,12,2.4,6,0.0250000000000004,12
n_030_u_600_33,30,6,13,0.139,27
n_028_u_560_29,28,5.6,10,0.141,27
n_006_u_120_33,6,1.2,3,0.00800000000000001,6
n_050_u_1000_32,50,10,17,0.282,46
n_021_u_420_31,21,4.2,7,0.0670000000000002,20
n_042_u_840_31,42,8.4,15,0.276,38
n_041_u_819_32,41,8.2,14,0.253,39
n_025_u_500_34,25,5,8,0.0970000000000004,23
n_045_u_900_30,45,9,17,0.285,40
n_043_u_860_32,43,8.6,17,0.292,37
n_041_u_819_27,41,8.2,14,0.247,37
n_020_u_400_34,20,4,8,0.0620000000000003,17
n_008_u_160_34,8,1.6,4,0.0120000000000005,7
n_042_u_840_28,42,8.4,13,0.251,42
n_037_u_740_36,37,7.4,13,0.179,34
n_009_u_180_33,9,1.8,4,0.0170000000000003,8
n_024_u_480_36,24,4.8,8,0.0889999999999995,22
n_041_u_819_24,41,8.2,15,0.207,38
n_008_u_160_29,8,1.6,3,0.0149999999999997,7
n_028_u_560_28,28,5.6,10,0.128,25
n_016_u_320_32,16,3.2,6,0.0430000000000001,15
n_012_u_240_32,12,2.4,5,0.0220000000000002,10
n_010_u_200_34,10,2,4,0.0209999999999999,9
n_009_u_180_30,9,1.8,4,0.0139999999999993,8
n_036_u_720_28,36,7.2,14,0.161,33
n_046_u_920_31,46,9.2,16,0.255,43
n_043_u_860_31,43,8.6,17,0.282,39
n_040_u_800_30,40,8,13,0.188,37
n_036_u_720_32,36,7.2,12,0.177,34
n_008_u_160_26,8,1.6,4,0.0250000000000004,7
n_032_u_640_33,32,6.4,10,0.129,31
n_019_u_380_34,19,3.8,7,0.056,18
n_017_u_340_34,17,3.4,6,0.0569999999999995,16
n_035_u_700_34,35,7,11,0.156000000000001,34
n_010_u_200_33,10,2,4,0.0170000000000003,9
n_030_u_600_34,30,6,11,0.113,30
n_007_u_140_32,7,1.4,3,0.0149999999999997,6
n_037_u_740_34,37,7.4,13,0.153,35
n_026_u_520_32,26,5.2,10,0.093,23
n_044_u_880_35,44,8.8,16,0.255000000000001,41
n_026_u_520_31,26,5.2,9,0.0899999999999999,24
n_013_u_260_33,13,2.6,5,0.0390000000000006,12
n_025_u_500_31,25,5,9,0.0920000000000005,24
n_044_u_880_34,44,8.8,14,0.274,42
n_029_u_580_35,29,5.8,11,0.133999999999999,27
n_011_u_220_37,11,2.2,5,0.0250000000000004,11
n_021_u_420_35,21,4.2,7,0.0790000000000006,20
n_035_u_700_33,35,7,13,0.156000000000001,32
n_021_u_420_30,21,4.2,9,0.0709999999999997,18
n_022_u_440_34,22,4.4,7,0.077,20
n_022_u_440_31,22,4.4,8,0.0650000000000004,20
n_045_u_900_32,45,9,14,0.254,43
n_040_u_800_29,40,8,15,0.255,35
n_032_u_640_34,32,6.4,11,0.15,29
n_047_u_940_28,47,9.4,19,0.273000000000001,41
n_011_u_220_36,11,2.2,4,0.0200000000000005,10
n_046_u_920_30,46,9.2,16,0.277,43
n_040_u_800_28,40,8,14,0.227,36
n_048_u_960_31,48,9.6,17,0.292,44
n_007_u_140_31,7,1.4,3,0.00999999999999979,6
n_021_u_420_27,21,4.2,8,0.0600000000000005,19
n_023_u_459_35,23,4.6,9,0.0830000000000002,23
n_041_u_819_31,41,8.2,14,0.202,39
n_049_u_980_28,49,9.8,16,0.306,46
n_025_u_500_33,25,5,9,0.0910000000000002,23
n_034_u_680_29,34,6.8,11,0.140000000000001,32
n_020_u_400_33,20,4,8,0.0570000000000004,20
n_007_u_140_30,7,1.4,3,0.0100000000000007,6
n_023_u_459_34,23,4.6,8,0.0649999999999995,22
n_049_u_980_38,49,9.8,17,0.262,45
n_008_u_160_33,8,1.6,4,0.0119999999999996,7
n_034_u_680_32,34,6.8,12,0.134,31
n_013_u_260_32,13,2.6,6,0.024,12
n_012_u_240_34,12,2.4,5,0.032,12
n_037_u_740_35,37,7.4,12,0.217,34
n_014_u_280_30,14,2.8,6,0.0309999999999997,12
n_038_u_760_33,38,7.6,13,0.172,35
n_039_u_780_36,39,7.8,14,0.222,35
n_045_u_900_33,45,9,14,0.237,44
n_048_u_960_32,48,9.6,16,0.308,44
n_029_u_580_33,29,5.8,10,0.115,27
n_006_u_120_38,6,1.2,3,0.00700000000000056,5
n_050_u_1000_34,50,10,19,0.295,47
n_033_u_660_35,33,6.6,11,0.140000000000001,32
n_015_u_300_33,15,3,6,0.0390000000000006,15
n_016_u_320_30,16,3.2,5,0.0430000000000001,15
n_012_u_240_35,12,2.4,5,0.024,11
n_005_u_100_35,5,1,3,0.0270000000000001,5
n_016_u_320_40,16,3.2,6,0.04,15
n_020_u_400_32,20,4,8,0.0549999999999997,18
n_030_u_600_35,30,6,11,0.117,27
n_049_u_980_31,49,9.8,17,0.289000000000001,46
n_024_u_480_38,24,4.8,9,0.0870000000000006,21
n_015_u_300_34,15,3,6,0.0369999999999999,15
n_043_u_860_30,43,8.6,14,0.264,40
n_048_u_960_29,48,9.6,15,0.298,46
n_020_u_400_31,20,4,7,0.0649999999999995,18
n_026_u_520_34,26,5.2,10,0.107,25
n_024_u_480_37,24,4.8,8,0.0810000000000004,22
n_017_u_340_36,17,3.4,7,0.0489999999999995,15
n_041_u_819_30,41,8.2,15,0.21,37
n_032_u_640_35,32,6.4,12,0.151,28
n_010_u_200_32,10,2,4,0.0169999999999995,9
n_048_u_960_30,48,9.6,17,0.298,44
n_037_u_740_37,37,7.4,13,0.189,34
n_038_u_760_35,38,7.6,12,0.208,35
n_021_u_420_34,21,4.2,9,0.0860000000000003,18
n_008_u_160_32,8,1.6,4,0.0149999999999997,8
n_018_u_360_36,18,3.6,7,0.0510000000000002,18
n_019_u_380_39,19,3.8,7,0.0710000000000006,17
n_041_u_819_29,41,8.2,15,0.194,38
n_025_u_500_35,25,5,9,0.0909999999999993,23
n_005_u_100_37,5,1,3,0.0149999999999997,4
n_026_u_520_33,26,5.2,9,0.0940000000000003,25
n_016_u_320_33,16,3.2,6,0.0540000000000003,16
n_015_u_300_31,15,3,6,0.0419999999999998,13
n_043_u_860_34,43,8.6,17,0.242,38
n_008_u_160_31,8,1.6,3,0.0179999999999998,7
n_050_u_1000_33,50,10,18,0.274999999999999,49
n_025_u_500_36,25,5,10,0.0839999999999996,22
n_028_u_560_34,28,5.6,10,0.101,26
n_010_u_200_36,10,2,4,0.0209999999999999,10
n_015_u_300_32,15,3,7,0.0490000000000004,13
n_034_u_680_31,34,6.8,12,0.167,31
n_034_u_680_28,34,6.8,12,0.148,34
n_033_u_660_34,33,6.6,13,0.147,32
n_027_u_540_31,27,5.4,9,0.133,24
n_029_u_580_31,29,5.8,13,0.108000000000001,25
n_049_u_980_34,49,9.8,19,0.299,43
n_034_u_680_36,34,6.8,12,0.180000000000001,31
n_038_u_760_32,38,7.6,16,0.192,33
n_047_u_940_31,47,9.4,16,0.313000000000001,44
n_021_u_420_33,21,4.2,7,0.0609999999999999,20
n_018_u_360_38,18,3.6,7,0.0540000000000003,16
n_023_u_459_33,23,4.6,9,0.0819999999999999,21
n_005_u_100_34,5,1,3,0.0110000000000001,4
n_029_u_580_41,29,5.8,10,0.119999999999999,26
n_017_u_340_35,17,3.4,7,0.0469999999999997,16
n_039_u_780_33,39,7.8,12,0.224,37
n_028_u_560_35,28,5.6,10,0.112,26
n_036_u_720_36,36,7.2,13,0.184,32
n_043_u_860_35,43,8.6,15,0.236000000000001,39
n_045_u_900_34,45,9,16,0.25,41
n_006_u_120_35,6,1.2,3,0.00700000000000056,5
n_033_u_660_33,33,6.6,12,0.141,31
n_036_u_720_35,36,7.2,13,0.184,32
n_039_u_780_32,39,7.8,14,0.237,34
n_016_u_320_36,16,3.2,6,0.0369999999999999,14
n_014_u_280_33,14,2.8,6,0.032,13
n_035_u_700_35,35,7,15,0.214,30
n_035_u_700_32,35,7,13,0.214,30
n_030_u_600_37,30,6,11,0.113,28
n_021_u_420_32,21,4.2,7,0.0739999999999998,20
n_038_u_760_34,38,7.6,13,0.198,36
n_006_u_120_34,6,1.2,3,0.00800000000000001,6
n_010_u_200_37,10,2,4,0.0229999999999997,10
n_048_u_960_35,48,9.6,17,0.271,43
n_050_u_1000_35,50,10,18,0.261,47
n_012_u_240_36,12,2.4,5,0.0299999999999994,11
n_028_u_560_32,28,5.6,9,0.101,26
n_049_u_980_33,49,9.8,17,0.286,46
n_023_u_459_37,23,4.6,9,0.0819999999999999,21
n_018_u_360_35,18,3.6,7,0.0499999999999998,18
n_005_u_100_36,5,1,3,0.0179999999999998,4
n_032_u_640_40,32,6.4,11,0.127000000000001,32
n_049_u_980_29,49,9.8,16,0.308,47
n_042_u_840_34,42,8.4,13,0.202,41
n_037_u_740_39,37,7.4,13,0.171,34
n_050_u_1000_37,50,10,17,0.338,46
n_029_u_580_34,29,5.8,11,0.126,27
n_042_u_840_36,42,8.4,15,0.267,39
n_033_u_660_32,33,6.6,11,0.168,30
n_028_u_560_33,28,5.6,9,0.102,27
n_015_u_300_37,15,3,6,0.032,14
n_009_u_180_36,9,1.8,4,0.0130000000000008,8
n_019_u_380_36,19,3.8,7,0.0620000000000003,17
n_037_u_740_38,37,7.4,13,0.173999999999999,34
n_019_u_380_35,19,3.8,7,0.0490000000000004,17
n_009_u_180_38,9,1.8,4,0.0150000000000006,9
n_031_u_620_37,31,6.2,13,0.153,27
n_016_u_320_35,16,3.2,6,0.0389999999999997,15
n_048_u_960_34,48,9.6,17,0.283,45
n_047_u_940_30,47,9.4,17,0.262,42
n_017_u_340_37,17,3.4,7,0.0549999999999997,15
n_045_u_900_35,45,9,17,0.283,39
n_031_u_620_39,31,6.2,12,0.106,29
n_046_u_920_36,46,9.2,17,0.242,43
n_018_u_360_37,18,3.6,6,0.0529999999999999,17
n_043_u_860_36,43,8.6,15,0.226,39
n_016_u_320_31,16,3.2,7,0.0519999999999996,13
n_038_u_760_36,38,7.6,14,0.176,36
n_027_u_540_34,27,5.4,10,0.0890000000000004,24
n_017_u_340_39,17,3.4,7,0.0470000000000006,17
n_023_u_459_38,23,4.6,8,0.0800000000000001,21
n_039_u_780_34,39,7.8,14,0.179,36
n_005_u_100_38,5,1,3,0.00699999999999967,5
n_047_u_940_33,47,9.4,16,0.279000000000001,45
n_030_u_600_36,30,6,10,0.119999999999999,29
n_039_u_780_35,39,7.8,14,0.223999999999999,34
n_034_u_680_35,34,6.8,12,0.2,30
n_034_u_680_34,34,6.8,11,0.137,32
n_006_u_120_36,6,1.2,3,0.0110000000000001,6
n_015_u_300_36,15,3,6,0.0389999999999997,15
n_025_u_500_37,25,5,8,0.0889999999999995,23
n_006_u_120_37,6,1.2,3,0.00699999999999967,5
n_010_u_200_38,10,2,4,0.0209999999999999,10
n_022_u_440_37,22,4.4,8,0.0620000000000003,21
n_012_u_240_37,12,2.4,5,0.0360000000000005,10
n_013_u_260_38,13,2.6,6,0.0329999999999995,11
n_045_u_900_36,45,9,15,0.226,42
n_041_u_819_35,41,8.2,15,0.177,37
n_022_u_440_39,22,4.4,8,0.0609999999999999,21
n_014_u_280_32,14,2.8,6,0.0500000000000007,12
n_014_u_280_35,14,2.8,6,0.0280000000000005,12
n_029_u_580_37,29,5.8,13,0.127000000000001,25
n_008_u_160_37,8,1.6,4,0.0129999999999999,8
n_012_u_240_38,12,2.4,6,0.0190000000000001,10
n_038_u_760_37,38,7.6,12,0.2,36
n_005_u_100_39,5,1,3,0.00699999999999967,5
n_018_u_360_39,18,3.6,8,0.0539999999999994,16
n_042_u_840_42,42,8.4,14,0.181,39
n_019_u_380_37,19,3.8,7,0.0520000000000005,18
n_034_u_680_33,34,6.8,12,0.157999999999999,30
n_036_u_720_34,36,7.2,12,0.187,34
n_019_u_380_38,19,3.8,7,0.0540000000000003,18
n_028_u_560_38,28,5.6,9,0.123,27
n_009_u_180_44,9,1.8,5,0.0140000000000002,9
n_041_u_819_36,41,8.2,17,0.192,36
