n,u,Algorithm,mean,sd,min_time,max_time,n_obs,CI
29,"5,8",W-GA-FTpEDF,"0,924576800000001","0,093700173620381","0,742999999999992","1,19079999999998",50,"0,0266292947023162"
30,6,W-GA-FTpEDF,"1,0118196","0,150211664075485","0,728719999999994","1,46011999999999",50,"0,0426896825890338"
31,"6,2",W-GA-FTpEDF,"1,0825532","0,160398347368453","0,705900000000002","1,54494000000002",50,"0,0455847059488261"
32,"6,4",W-GA-FTpEDF,"1,1310252","0,145946412072714","0,865080000000016","1,46522000000001",50,"0,0414775113819492"
33,"6,6",W-GA-FTpEDF,"1,2206484","0,154527637847121","0,922979999999988","1,6802",50,"0,0439162687633349"
34,"6,8",W-GA-FTpEDF,"1,359216","0,168177285757914","0,956980000000004","1,73258000000002",50,"0,0477954557782058"
35,7,W-GA-FTpEDF,"1,462312","0,161145838726218","1,15583999999999","1,78864000000001",50,"0,0457971406422131"
36,"7,2",W-GA-FTpEDF,"1,504648","0,161981940943545","1,23799999999999","1,86074000000001",50,"0,0460347582632506"
37,"7,4",W-GA-FTpEDF,"1,6454276","0,214823274074105","1,26014000000003","2,20260000000002",50,"0,0610520989791579"
38,"7,6",W-GA-FTpEDF,"1,6676384","0,159806078239488","1,3475","1,99606",50,"0,045416384924767"
39,"7,8",W-GA-FTpEDF,"1,719754","0,219123208962727","1,18475999999999","2,34436000000002",50,"0,0622741269533408"
40,8,W-GA-FTpEDF,"1,8630724","0,234384366612816","1,46842000000001","2,40252",50,"0,0666112999687207"
41,"8,2",W-GA-FTpEDF,"2,0366708","0,237986074955695","1,58900000000001","2,59088",50,"0,0676348941541796"
42,"8,4",W-GA-FTpEDF,"2,0793956","0,252943043368279","1,63498","2,75186000000002",50,"0,0718856175447851"
43,"8,6",W-GA-FTpEDF,"2,2052332","0,240946602759588","1,73531999999999","2,92326",50,"0,0684762668466537"
44,"8,8",W-GA-FTpEDF,"2,2276364","0,201851385366886","1,68289999999997","2,77462",50,"0,0573655289987259"
45,9,W-GA-FTpEDF,"2,369094","0,301172140030601","1,67434000000001","3,27019999999996",50,"0,0855921751596163"
46,"9,2",W-GA-FTpEDF,"2,3836004","0,252715351834625","1,87386000000002","2,91119999999998",50,"0,0718209083268975"
47,"9,4",W-GA-FTpEDF,"2,5803196","0,290580942827517","1,78097999999998","3,3991",50,"0,0825821902185649"
48,"9,6",W-GA-FTpEDF,"2,7159856","0,304670323720171","1,97414000000001","3,42764",50,"0,0865863479641387"
49,"9,8",W-GA-FTpEDF,"2,8132736","0,331231389236205","1,98490000000002","3,59912",50,"0,0941349192624115"
50,10,W-GA-FTpEDF,"2,923554","0,238363920850589","2,56176","3,71522",50,"0,0677422767693705"
5,1,S-GA-FTpEDF,"21,48158","22,5250227498492","10,0799999999999","120,124",50,"6,40154063547693"
6,"1,2",S-GA-FTpEDF,"14,3533799999999","1,91963981411049","11,5790000000002","19,817",50,"0,545555598854608"
7,"1,4",S-GA-FTpEDF,"18,06094","1,9814470326671","13,1050000000005","22,7310000000007",50,"0,563121016015334"
8,"1,6",S-GA-FTpEDF,"21,63796","2,26002236723619","17,1289999999999","27,0740000000001",50,"0,642291250118542"
9,"1,8",S-GA-FTpEDF,"26,1246800000001","2,85697036222156","18,9110000000001","31,5029999999997",50,"0,811941993187863"
10,2,S-GA-FTpEDF,"29,44282","2,77766919387684","24,5820000000003","37,556",50,"0,789404850507156"
11,"2,2",S-GA-FTpEDF,"36,3169","3,84315036188826","27,2579999999998","45,268",50,"1,09221124804592"
12,"2,4",S-GA-FTpEDF,"41,8826199999999","5,10682695882153","32,9230000000007","51,9379999999992",50,"1,4513441632579"
13,"2,6",S-GA-FTpEDF,"46,7019399999999","5,49992280617443","35,7189999999991","61,4109999999991",50,"1,56306076698402"
14,"2,8",S-GA-FTpEDF,"53,2249","5,9738823538425","44,442","69,5019999999995",50,"1,69775858006347"
15,3,S-GA-FTpEDF,"59,31172","6,12892518472855","46,6320000000005","74,3919999999998",50,"1,74182126506844"
16,"3,2",S-GA-FTpEDF,"66,8106999999999","6,36805813559885","53,415","83,4949999999999",50,"1,80978209775119"
17,"3,4",S-GA-FTpEDF,"73,7588199999999","7,62270575371728","59,6849999999999","95,8069999999998",50,"2,16634900557566"
18,"3,6",S-GA-FTpEDF,"82,6003400000001","9,86953660101504","67,9760000000006","111,143",50,"2,80489126720849"
19,"3,8",S-GA-FTpEDF,"90,16904","9,3699790363279","76,0680000000002","116,95",50,"2,6629185781853"
20,4,S-GA-FTpEDF,"101,3901","11,4350812714065","81,2510000000002","132,074",50,"3,24981413967185"
21,"4,2",S-GA-FTpEDF,"109,06252","12,0741193353422","89,5720000000001","141,204000000001",50,"3,43142674798443"
22,"4,4",S-GA-FTpEDF,"116,27334","11,1260400102917","100,506","145,98",50,"3,16198558504458"
23,"4,6",S-GA-FTpEDF,"125,01594","12,1619351682676","108,579","162,574",50,"3,45638373156457"
24,"4,8",S-GA-FTpEDF,"134,51092","12,7958124142395","110,991","160,176",50,"3,6365296516401"
25,5,S-GA-FTpEDF,"144,95302","13,2760252342333","112,58","172,143",50,"3,77300462505106"
26,"5,2",S-GA-FTpEDF,"154,03532","17,0666225457763","128,897000000001","198,778",50,"4,85028046144215"
27,"5,4",S-GA-FTpEDF,"166,03808","16,1661139965228","121,43","215,145",50,"4,59435876339729"
28,"5,6",S-GA-FTpEDF,"176,56516","17,7568504174977","146,325","222,91",50,"5,04644105216088"
29,"5,8",S-GA-FTpEDF,"187,79624","17,4742857523124","151,024","224,046",50,"4,96613706284103"
30,6,S-GA-FTpEDF,"199,89082","19,990952390958","168,722","258,406",50,"5,68136580787512"
31,"6,2",S-GA-FTpEDF,"214,27706","19,7314690738589","180,321","261,638",50,"5,60762146510194"
32,"6,4",S-GA-FTpEDF,"221,1051","20,6376476572919","177,874","267,771",50,"5,86515456903119"
33,"6,6",S-GA-FTpEDF,"236,596","26,73517968627","170,261999999999","300,861",50,"7,59805399795126"
34,"6,8",S-GA-FTpEDF,"256,7016","24,2525725965519","220,364","309,916999999999",50,"6,89250486962196"
35,7,S-GA-FTpEDF,"271,93538","24,9379682804092","228,06","348,559",50,"7,08729216774454"
36,"7,2",S-GA-FTpEDF,"271,29602","25,4979426408869","230,528","328,216",50,"7,24643512015054"
37,"7,4",S-GA-FTpEDF,"291,7291","26,2349652168356","250,541","349,54",50,"7,45589461866452"
38,"7,6",S-GA-FTpEDF,"316,80168","33,1325170473889","262,515","389,188",50,"9,41615715952658"
39,"7,8",S-GA-FTpEDF,"324,67226","33,5465581596621","267,128999999999","429,808",50,"9,53382634168059"
40,8,S-GA-FTpEDF,"338,03566","32,5416202741307","272,508000000001","421,597000000001",50,"9,24822615464404"
41,"8,2",S-GA-FTpEDF,"341,79538","26,6522389386799","298,869","400,707",50,"7,57448249829367"
42,"8,4",S-GA-FTpEDF,"371,50878","35,2135069002779","311,65","458,642",50,"10,0075679320362"
43,"8,6",S-GA-FTpEDF,"388,39142","32,3627490798243","325,628","458,124",50,"9,19739152368341"
44,"8,8",S-GA-FTpEDF,"406,42508","45,5797473991801","337,785","584,645",50,"12,9536208851367"
45,9,S-GA-FTpEDF,"421,59748","44,7300502977857","332,917000000001","526,794",50,"12,7121396407965"
46,"9,2",S-GA-FTpEDF,"435,35596","45,9914766313614","341,365000000001","551,001",50,"13,0706330382383"
47,"9,4",S-GA-FTpEDF,"450,81712","34,0779737592529","390,39","527,775",50,"9,68485298404566"
48,"9,6",S-GA-FTpEDF,"477,739","43,6719666091441","386,085","589,947",50,"12,4114355836333"
49,"9,8",S-GA-FTpEDF,"493,31036","43,4547382436822","410,002","610,229",50,"12,3496999652445"
50,10,S-GA-FTpEDF,"507,95442","47,5290485862475","431,168","645,277",50,"13,5076061529153"
