instance,n,u,procs,elapsed,passive
n_018_u_360_27,18,3.6,15,0.0800000000000001,10
n_029_u_580_25,29,5.8,25,0.201,19
n_046_u_920_21,46,9.2,35,0.503,23
n_031_u_620_26,31,6.2,28,0.275,16
n_037_u_740_27,37,7.4,31,0.308,21
n_031_u_620_27,31,6.2,27,0.23,18
n_013_u_260_22,13,2.6,12,0.0510000000000002,6
n_041_u_819_22,41,8.2,33,0.39,21
n_033_u_660_26,33,6.6,28,0.272,16
n_026_u_520_32,26,5.2,19,0.0990000000000002,17
n_027_u_540_22,27,5.4,20,0.159,17
n_028_u_560_25,28,5.6,24,0.176,16
n_038_u_760_26,38,7.6,33,0.325,22
n_013_u_260_23,13,2.6,11,0.048,8
n_008_u_160_24,8,1.6,8,0.0170000000000003,5
n_024_u_480_28,24,4.8,22,0.151,12
n_005_u_100_28,5,1,6,0.00800000000000001,3
n_043_u_860_27,43,8.6,36,0.458,22
n_035_u_700_19,35,7,29,0.276,20
n_046_u_920_23,46,9.2,41,0.533,27
n_042_u_840_21,42,8.4,37,0.473,24
n_044_u_880_32,44,8.8,33,0.401999999999999,25
n_029_u_580_22,29,5.8,22,0.199,18
n_048_u_960_21,48,9.6,40,0.612,26
n_026_u_520_27,26,5.2,24,0.178,15
n_029_u_580_26,29,5.8,24,0.204,16
n_010_u_200_29,10,2,8,0.0289999999999999,5
n_047_u_940_24,47,9.4,40,0.445,26
n_034_u_680_25,34,6.8,28,0.223,20
n_009_u_180_23,9,1.8,6,0.0190000000000001,5
n_022_u_440_23,22,4.4,17,0.124,12
n_011_u_220_34,11,2.2,11,0.0250000000000004,7
n_026_u_520_25,26,5.2,22,0.155,18
n_013_u_260_25,13,2.6,10,0.0439999999999996,8
n_018_u_360_29,18,3.6,13,0.0680000000000005,14
n_046_u_920_31,46,9.2,35,0.43,26
n_014_u_280_26,14,2.8,12,0.0490000000000004,8
n_036_u_720_27,36,7.2,30,0.322,19
n_015_u_300_23,15,3,11,0.0549999999999997,9
n_043_u_860_25,43,8.6,32,0.449999999999999,24
n_038_u_760_28,38,7.6,31,0.305,20
n_021_u_420_25,21,4.2,20,0.102,11
n_005_u_100_30,5,1,6,0.00699999999999967,2
n_029_u_580_23,29,5.8,26,0.213,18
n_043_u_860_24,43,8.6,34,0.518,25
n_013_u_260_33,13,2.6,11,0.0380000000000003,8
n_029_u_580_24,29,5.8,24,0.214,17
n_010_u_200_27,10,2,9,0.0350000000000001,6
n_047_u_940_21,47,9.4,34,0.499,28
n_026_u_520_23,26,5.2,22,0.159,14
n_010_u_200_26,10,2,10,0.0349999999999993,4
n_045_u_900_25,45,9,36,0.528,26
n_024_u_480_35,24,4.8,19,0.118,13
n_026_u_520_24,26,5.2,20,0.181,14
n_023_u_459_30,23,4.6,19,0.140000000000001,13
n_022_u_440_24,22,4.4,19,0.137,13
n_048_u_960_19,48,9.6,39,0.639,25
n_018_u_360_31,18,3.6,15,0.0899999999999999,9
n_014_u_280_23,14,2.8,12,0.0579999999999998,9
n_046_u_920_26,46,9.2,36,0.496,25
n_012_u_240_27,12,2.4,10,0.0519999999999996,6
n_038_u_760_25,38,7.6,30,0.35,20
n_031_u_620_28,31,6.2,25,0.272,15
n_005_u_100_27,5,1,7,0.00900000000000034,2
n_043_u_860_26,43,8.6,30,0.441,24
n_049_u_980_24,49,9.8,39,0.517,30
n_035_u_700_26,35,7,29,0.305000000000001,21
n_045_u_900_26,45,9,36,0.466,26
n_047_u_940_23,47,9.4,41,0.552,28
n_027_u_540_27,27,5.4,20,0.151000000000001,15
n_013_u_260_28,13,2.6,11,0.0490000000000004,9
n_035_u_700_22,35,7,31,0.355,20
n_010_u_200_28,10,2,10,0.032,5
n_037_u_740_30,37,7.4,32,0.338,19
n_026_u_520_26,26,5.2,22,0.182,13
n_015_u_300_21,15,3,13,0.0710000000000006,8
n_023_u_459_28,23,4.6,19,0.130999999999999,15
n_023_u_459_27,23,4.6,17,0.119,17
n_026_u_520_34,26,5.2,23,0.157,14
n_012_u_240_28,12,2.4,9,0.0379999999999994,6
n_045_u_900_27,45,9,37,0.494,22
n_014_u_280_25,14,2.8,10,0.0470000000000006,9
n_028_u_560_24,28,5.6,24,0.202999999999999,14
n_016_u_320_26,16,3.2,13,0.077,7
n_040_u_800_23,40,8,30,0.32,27
n_018_u_360_28,18,3.6,17,0.0939999999999994,9
n_012_u_240_29,12,2.4,12,0.0359999999999996,7
n_039_u_780_33,39,7.8,32,0.326,22
n_037_u_740_29,37,7.4,28,0.323,22
n_006_u_120_35,6,1.2,7,0.0110000000000001,3
n_007_u_140_25,7,1.4,5,0.016,3
n_042_u_840_26,42,8.4,36,0.39,26
n_043_u_860_28,43,8.6,33,0.429,25
n_050_u_1000_26,50,10,40,0.668,27
n_025_u_500_28,25,5,23,0.138999999999999,16
n_031_u_620_30,31,6.2,26,0.267,15
n_009_u_180_28,9,1.8,7,0.0209999999999999,6
n_010_u_200_30,10,2,11,0.0289999999999999,4
n_034_u_680_26,34,6.8,26,0.27,17
n_031_u_620_32,31,6.2,23,0.180000000000001,16
n_046_u_920_25,46,9.2,38,0.532,24
n_039_u_780_28,39,7.8,34,0.342,22
n_035_u_700_24,35,7,28,0.326,21
n_023_u_459_29,23,4.6,18,0.135000000000001,17
n_027_u_540_24,27,5.4,21,0.19,12
n_049_u_980_26,49,9.8,40,0.561,27
n_041_u_819_26,41,8.2,30,0.4,24
n_047_u_940_25,47,9.4,36,0.492,28
n_019_u_380_36,19,3.8,15,0.0709999999999997,10
n_006_u_120_30,6,1.2,6,0.0169999999999995,1
n_017_u_340_28,17,3.4,14,0.0780000000000003,7
n_008_u_160_28,8,1.6,7,0.0209999999999999,4
n_020_u_400_26,20,4,18,0.0920000000000005,13
n_013_u_260_27,13,2.6,12,0.0470000000000006,6
n_049_u_980_25,49,9.8,39,0.534000000000001,26
n_039_u_780_26,39,7.8,34,0.367,24
n_048_u_960_24,48,9.6,35,0.56,27
n_050_u_1000_25,50,10,43,0.585,32
n_006_u_120_28,6,1.2,7,0.00999999999999979,3
n_014_u_280_27,14,2.8,13,0.0490000000000004,8
n_050_u_1000_27,50,10,40,0.579000000000001,25
n_026_u_520_29,26,5.2,25,0.205,14
n_025_u_500_29,25,5,21,0.181,12
n_027_u_540_26,27,5.4,22,0.172000000000001,15
n_042_u_840_27,42,8.4,34,0.423999999999999,22
n_044_u_880_27,44,8.8,35,0.513999999999999,24
n_025_u_500_30,25,5,19,0.16,15
n_049_u_980_27,49,9.8,39,0.572,23
n_016_u_320_28,16,3.2,15,0.085,9
n_035_u_700_25,35,7,27,0.292,20
n_022_u_440_29,22,4.4,18,0.13,13
n_042_u_840_23,42,8.4,32,0.451000000000001,19
n_028_u_560_22,28,5.6,25,0.223,13
n_019_u_380_31,19,3.8,15,0.0869999999999997,9
n_009_u_180_29,9,1.8,8,0.024,5
n_016_u_320_27,16,3.2,17,0.0679999999999996,9
n_023_u_459_31,23,4.6,20,0.133999999999999,13
n_015_u_300_26,15,3,14,0.0629999999999997,10
n_011_u_220_29,11,2.2,10,0.0369999999999999,6
n_045_u_900_28,45,9,40,0.569,21
n_009_u_180_25,9,1.8,8,0.0179999999999998,5
n_044_u_880_28,44,8.8,38,0.532,22
n_039_u_780_24,39,7.8,33,0.368,25
n_050_u_1000_29,50,10,38,0.607,28
n_036_u_720_31,36,7.2,30,0.332,19
n_046_u_920_27,46,9.2,35,0.528,29
n_021_u_420_29,21,4.2,16,0.0979999999999999,12
n_006_u_120_26,6,1.2,7,0.0110000000000001,4
n_037_u_740_36,37,7.4,31,0.345,17
n_029_u_580_27,29,5.8,24,0.221,14
n_042_u_840_25,42,8.4,37,0.412999999999999,23
n_017_u_340_27,17,3.4,15,0.0940000000000003,8
n_011_u_220_30,11,2.2,9,0.0270000000000001,7
n_050_u_1000_28,50,10,41,0.579,29
n_017_u_340_29,17,3.4,16,0.0869999999999997,9
n_012_u_240_30,12,2.4,12,0.04,7
n_048_u_960_20,48,9.6,35,0.523,29
n_019_u_380_29,19,3.8,16,0.102,9
n_016_u_320_29,16,3.2,13,0.0749999999999993,8
n_039_u_780_25,39,7.8,30,0.372,24
n_036_u_720_28,36,7.2,29,0.285,22
n_039_u_780_35,39,7.8,33,0.284,24
n_042_u_840_24,42,8.4,30,0.451,25
n_036_u_720_29,36,7.2,27,0.293,22
n_009_u_180_27,9,1.8,6,0.0280000000000005,5
n_040_u_800_28,40,8,34,0.32,21
n_013_u_260_29,13,2.6,13,0.0460000000000003,6
n_047_u_940_26,47,9.4,37,0.525,24
n_006_u_120_37,6,1.2,5,0.00900000000000034,3
n_006_u_120_27,6,1.2,5,0.016,2
n_009_u_180_26,9,1.8,9,0.0249999999999995,4
n_015_u_300_22,15,3,11,0.0439999999999996,10
n_032_u_640_37,32,6.4,31,0.19,18
n_031_u_620_29,31,6.2,24,0.282999999999999,17
n_017_u_340_31,17,3.4,18,0.0880000000000001,9
n_026_u_520_28,26,5.2,18,0.171,14
n_014_u_280_28,14,2.8,10,0.0430000000000001,9
n_022_u_440_26,22,4.4,18,0.111999999999999,12
n_022_u_440_30,22,4.4,20,0.132000000000001,11
n_019_u_380_27,19,3.8,15,0.0980000000000008,12
n_030_u_600_29,30,6,23,0.205,17
n_039_u_780_27,39,7.8,34,0.374,21
n_017_u_340_30,17,3.4,15,0.093,7
n_027_u_540_28,27,5.4,21,0.189,15
n_007_u_140_30,7,1.4,7,0.0740000000000007,5
n_006_u_120_29,6,1.2,5,0.0119999999999996,3
n_019_u_380_38,19,3.8,17,0.0899999999999999,8
n_019_u_380_28,19,3.8,16,0.0889999999999995,10
n_024_u_480_30,24,4.8,23,0.158,13
n_044_u_880_29,44,8.8,38,0.466,24
n_029_u_580_29,29,5.8,22,0.207999999999999,18
n_032_u_640_32,32,6.4,26,0.202999999999999,20
n_024_u_480_31,24,4.8,19,0.157,12
n_033_u_660_27,33,6.6,27,0.275,14
n_049_u_980_28,49,9.8,36,0.606,30
n_025_u_500_31,25,5,21,0.154,12
n_041_u_819_25,41,8.2,29,0.405,22
n_022_u_440_28,22,4.4,17,0.141999999999999,9
n_029_u_580_28,29,5.8,22,0.208,17
n_026_u_520_30,26,5.2,23,0.149,15
n_011_u_220_31,11,2.2,9,0.0359999999999996,6
n_038_u_760_29,38,7.6,30,0.374,22
n_028_u_560_27,28,5.6,23,0.215,13
n_008_u_160_27,8,1.6,7,0.0209999999999999,6
n_005_u_100_31,5,1,5,0.00899999999999945,2
n_028_u_560_23,28,5.6,24,0.137,14
n_022_u_440_27,22,4.4,21,0.140000000000001,14
n_036_u_720_30,36,7.2,30,0.34,19
n_030_u_600_30,30,6,22,0.192,17
n_020_u_400_31,20,4,18,0.0960000000000001,10
n_019_u_380_30,19,3.8,15,0.0899999999999999,12
n_035_u_700_30,35,7,30,0.258,23
n_044_u_880_33,44,8.8,37,0.373,21
n_016_u_320_30,16,3.2,13,0.0729999999999995,7
n_029_u_580_30,29,5.8,24,0.22,17
n_030_u_600_28,30,6,26,0.242,14
n_011_u_220_35,11,2.2,9,0.0330000000000004,6
n_040_u_800_25,40,8,32,0.401,25
n_027_u_540_29,27,5.4,22,0.180000000000001,16
n_048_u_960_23,48,9.6,38,0.545,28
n_048_u_960_27,48,9.6,39,0.569,28
n_007_u_140_27,7,1.4,6,0.0149999999999997,5
n_018_u_360_32,18,3.6,14,0.0809999999999995,12
n_038_u_760_30,38,7.6,31,0.363,21
n_040_u_800_27,40,8,30,0.366,24
n_005_u_100_32,5,1,4,0.00800000000000001,3
n_032_u_640_30,32,6.4,26,0.281,17
n_030_u_600_31,30,6,23,0.195,19
n_030_u_600_32,30,6,24,0.231,16
n_021_u_420_28,21,4.2,18,0.113,10
n_038_u_760_31,38,7.6,31,0.365,21
n_034_u_680_30,34,6.8,26,0.323,19
n_007_u_140_29,7,1.4,7,0.0179999999999998,3
n_039_u_780_30,39,7.8,32,0.388,21
n_044_u_880_31,44,8.8,34,0.507,22
n_005_u_100_33,5,1,5,0.0129999999999999,2
n_006_u_120_32,6,1.2,6,0.0110000000000001,4
n_015_u_300_25,15,3,11,0.0590000000000002,8
n_015_u_300_29,15,3,13,0.0570000000000004,10
n_032_u_640_39,32,6.4,27,0.212000000000001,21
n_024_u_480_32,24,4.8,18,0.166,9
n_011_u_220_33,11,2.2,8,0.0329999999999995,7
n_036_u_720_32,36,7.2,30,0.383,17
n_032_u_640_28,32,6.4,29,0.28,20
n_050_u_1000_31,50,10,41,0.646999999999999,28
n_020_u_400_28,20,4,17,0.101999999999999,13
n_035_u_700_31,35,7,29,0.299,18
n_018_u_360_34,18,3.6,16,0.0720000000000001,10
n_035_u_700_27,35,7,27,0.305,19
n_018_u_360_33,18,3.6,13,0.0960000000000001,8
n_048_u_960_25,48,9.6,36,0.553999999999999,25
n_032_u_640_29,32,6.4,27,0.278,16
n_047_u_940_27,47,9.4,36,0.569,20
n_041_u_819_23,41,8.2,38,0.455,24
n_029_u_580_31,29,5.8,22,0.17,18
n_035_u_700_29,35,7,26,0.244,23
n_033_u_660_32,33,6.6,23,0.218999999999999,17
n_020_u_400_30,20,4,17,0.11,10
n_045_u_900_38,45,9,37,0.371,27
n_008_u_160_25,8,1.6,8,0.016,4
n_017_u_340_33,17,3.4,12,0.0670000000000002,10
n_032_u_640_31,32,6.4,25,0.239000000000001,20
n_050_u_1000_30,50,10,40,0.652,25
n_012_u_240_40,12,2.4,14,0.0300000000000002,7
n_014_u_280_29,14,2.8,13,0.0499999999999998,9
n_015_u_300_27,15,3,14,0.0540000000000003,11
n_037_u_740_31,37,7.4,33,0.334,21
n_024_u_480_36,24,4.8,18,0.213,12
n_019_u_380_33,19,3.8,17,0.143999999999999,11
n_050_u_1000_37,50,10,36,0.486000000000001,25
n_042_u_840_28,42,8.4,32,0.483000000000001,22
n_039_u_780_29,39,7.8,29,0.425999999999999,19
n_037_u_740_32,37,7.4,29,0.331,19
n_035_u_700_28,35,7,29,0.304,22
n_048_u_960_26,48,9.6,37,0.553999999999999,26
n_009_u_180_30,9,1.8,9,0.0250000000000004,5
n_006_u_120_31,6,1.2,7,0.0119999999999996,3
n_049_u_980_32,49,9.8,35,0.532,30
n_041_u_819_24,41,8.2,34,0.323,21
n_024_u_480_34,24,4.8,22,0.166,14
n_017_u_340_32,17,3.4,14,0.0800000000000001,8
n_031_u_620_33,31,6.2,27,0.249,17
n_044_u_880_30,44,8.8,34,0.468,25
n_028_u_560_26,28,5.6,22,0.205,15
n_008_u_160_26,8,1.6,6,0.0149999999999997,5
n_040_u_800_29,40,8,32,0.429,25
n_038_u_760_32,38,7.6,29,0.371,23
n_017_u_340_39,17,3.4,15,0.0670000000000002,8
n_005_u_100_34,5,1,6,0.00900000000000034,2
n_007_u_140_31,7,1.4,6,0.0129999999999999,5
n_021_u_420_26,21,4.2,19,0.125,11
n_028_u_560_30,28,5.6,22,0.225000000000001,13
n_015_u_300_28,15,3,13,0.0540000000000003,10
n_011_u_220_32,11,2.2,9,0.0329999999999995,5
n_039_u_780_31,39,7.8,30,0.388,20
n_025_u_500_41,25,5,19,0.121,13
n_006_u_120_33,6,1.2,7,0.0120000000000005,4
n_016_u_320_34,16,3.2,13,0.0780000000000003,8
n_019_u_380_32,19,3.8,14,0.0890000000000004,11
n_043_u_860_30,43,8.6,32,0.511,23
n_040_u_800_30,40,8,32,0.362,21
n_034_u_680_29,34,6.8,28,0.318,17
n_046_u_920_28,46,9.2,36,0.461,28
n_021_u_420_27,21,4.2,21,0.093,12
n_042_u_840_30,42,8.4,40,0.477,21
n_010_u_200_32,10,2,9,0.0279999999999996,5
n_049_u_980_29,49,9.8,37,0.612,26
n_007_u_140_32,7,1.4,7,0.016,4
n_031_u_620_34,31,6.2,24,0.244,17
n_031_u_620_35,31,6.2,24,0.251,16
n_018_u_360_35,18,3.6,15,0.0969999999999995,9
n_009_u_180_32,9,1.8,8,0.0209999999999999,4
n_022_u_440_31,22,4.4,17,0.147,12
n_020_u_400_32,20,4,18,0.106,10
n_027_u_540_30,27,5.4,20,0.208,14
n_033_u_660_31,33,6.6,26,0.253,23
n_013_u_260_30,13,2.6,12,0.0520000000000005,8
n_043_u_860_31,43,8.6,36,0.479,25
n_042_u_840_29,42,8.4,34,0.506,21
n_037_u_740_33,37,7.4,25,0.33,20
n_041_u_819_28,41,8.2,33,0.496,18
n_045_u_900_40,45,9,33,0.353000000000001,26
n_033_u_660_29,33,6.6,29,0.317,16
n_008_u_160_30,8,1.6,7,0.0199999999999996,4
n_009_u_180_31,9,1.8,9,0.0229999999999997,5
n_028_u_560_28,28,5.6,21,0.245,15
n_045_u_900_33,45,9,37,0.548,22
n_010_u_200_33,10,2,11,0.0309999999999997,6
n_030_u_600_34,30,6,27,0.274,15
n_012_u_240_42,12,2.4,10,0.0259999999999998,6
n_037_u_740_37,37,7.4,28,0.254,20
n_030_u_600_40,30,6,25,0.179,18
n_024_u_480_33,24,4.8,19,0.173,14
n_049_u_980_30,49,9.8,40,0.717,22
n_012_u_240_35,12,2.4,9,0.0379999999999994,6
n_032_u_640_34,32,6.4,27,0.28,18
n_016_u_320_31,16,3.2,13,0.117999999999999,9
n_019_u_380_34,19,3.8,16,0.169,9
n_023_u_459_33,23,4.6,21,0.14,13
n_043_u_860_32,43,8.6,33,0.477,24
n_043_u_860_33,43,8.6,31,0.476,21
n_030_u_600_33,30,6,26,0.253,17
n_022_u_440_33,22,4.4,19,0.129,12
n_048_u_960_31,48,9.6,37,0.575,25
n_042_u_840_31,42,8.4,33,0.550999999999999,24
n_020_u_400_33,20,4,18,0.151,11
n_043_u_860_29,43,8.6,43,0.558,23
n_045_u_900_31,45,9,37,0.504,26
n_010_u_200_34,10,2,7,0.0309999999999997,5
n_010_u_200_35,10,2,9,0.0300000000000002,6
n_009_u_180_33,9,1.8,8,0.0259999999999998,6
n_016_u_320_32,16,3.2,15,0.0760000000000005,8
n_021_u_420_31,21,4.2,16,0.119,12
n_045_u_900_29,45,9,39,0.456,25
n_046_u_920_33,46,9.2,36,0.412,25
n_038_u_760_42,38,7.6,29,0.254,23
n_010_u_200_31,10,2,9,0.0329999999999995,4
n_028_u_560_29,28,5.6,24,0.281,16
n_005_u_100_44,5,1,6,0.00700000000000056,3
n_012_u_240_33,12,2.4,11,0.0420000000000007,6
n_034_u_680_27,34,6.8,27,0.290999999999999,20
n_026_u_520_31,26,5.2,20,0.169,14
n_015_u_300_33,15,3,13,0.0620000000000003,7
n_025_u_500_43,25,5,21,0.131,11
n_022_u_440_32,22,4.4,21,0.144,12
n_023_u_459_34,23,4.6,22,0.142,13
n_037_u_740_35,37,7.4,31,0.343,20
n_049_u_980_31,49,9.8,39,0.669,23
n_012_u_240_31,12,2.4,12,0.0439999999999996,6
n_013_u_260_35,13,2.6,11,0.04,7
n_031_u_620_36,31,6.2,26,0.232,19
n_025_u_500_36,25,5,18,0.131,16
n_029_u_580_35,29,5.8,24,0.295999999999999,15
n_032_u_640_33,32,6.4,27,0.305,18
n_018_u_360_45,18,3.6,16,0.0640000000000001,9
n_049_u_980_33,49,9.8,39,0.556,25
n_033_u_660_33,33,6.6,30,0.26,19
n_034_u_680_28,34,6.8,30,0.294,17
n_045_u_900_30,45,9,36,0.529,23
n_016_u_320_33,16,3.2,13,0.077,7
n_042_u_840_32,42,8.4,32,0.537,24
n_047_u_940_31,47,9.4,35,0.641,26
n_023_u_459_36,23,4.6,18,0.144,14
n_022_u_440_34,22,4.4,19,0.14,11
n_029_u_580_32,29,5.8,25,0.215999999999999,14
n_009_u_180_34,9,1.8,8,0.0209999999999999,6
n_012_u_240_32,12,2.4,8,0.0340000000000007,8
n_041_u_819_27,41,8.2,33,0.442,23
n_016_u_320_35,16,3.2,15,0.0720000000000001,7
n_023_u_459_35,23,4.6,20,0.178999999999999,13
n_048_u_960_28,48,9.6,38,0.598,27
n_035_u_700_32,35,7,27,0.336,20
n_032_u_640_35,32,6.4,25,0.239,20
n_008_u_160_29,8,1.6,9,0.0199999999999996,4
n_014_u_280_33,14,2.8,12,0.0549999999999997,9
n_041_u_819_31,41,8.2,37,0.451000000000001,23
n_026_u_520_36,26,5.2,20,0.133,16
n_023_u_459_32,23,4.6,16,0.174,10
n_045_u_900_32,45,9,32,0.571,24
n_025_u_500_34,25,5,18,0.167,14
n_050_u_1000_32,50,10,41,0.565,28
n_008_u_160_33,8,1.6,9,0.0209999999999999,4
n_048_u_960_30,48,9.6,40,0.617999999999999,30
n_048_u_960_32,48,9.6,39,0.644,24
n_029_u_580_33,29,5.8,22,0.217,15
n_040_u_800_31,40,8,35,0.375999999999999,25
n_025_u_500_32,25,5,20,0.171,16
n_028_u_560_34,28,5.6,23,0.2,15
n_043_u_860_41,43,8.6,34,0.327999999999999,24
n_012_u_240_34,12,2.4,13,0.0440000000000005,7
n_007_u_140_33,7,1.4,6,0.0139999999999993,3
n_015_u_300_30,15,3,13,0.0709999999999997,5
n_010_u_200_43,10,2,9,0.024,5
n_015_u_300_32,15,3,12,0.0599999999999996,9
n_015_u_300_34,15,3,16,0.0619999999999994,6
n_036_u_720_34,36,7.2,28,0.327999999999999,21
n_044_u_880_34,44,8.8,39,0.575,23
n_035_u_700_34,35,7,30,0.323,18
n_033_u_660_34,33,6.6,32,0.314,16
n_017_u_340_34,17,3.4,15,0.0810000000000004,9
n_038_u_760_44,38,7.6,29,0.260000000000001,21
n_034_u_680_32,34,6.8,29,0.293,18
n_037_u_740_34,37,7.4,30,0.377999999999999,21
n_021_u_420_30,21,4.2,20,0.121,13
n_031_u_620_46,31,6.2,27,0.212000000000001,15
n_005_u_100_46,5,1,6,0.00699999999999967,2
n_041_u_819_29,41,8.2,33,0.416,24
n_022_u_440_35,22,4.4,19,0.154999999999999,10
n_011_u_220_36,11,2.2,8,0.0279999999999996,6
n_029_u_580_34,29,5.8,23,0.189,18
n_021_u_420_34,21,4.2,17,0.107,12
n_043_u_860_35,43,8.6,32,0.428,23
n_050_u_1000_33,50,10,45,0.651,25
n_047_u_940_30,47,9.4,37,0.521999999999999,25
n_008_u_160_31,8,1.6,7,0.0219999999999994,5
n_043_u_860_34,43,8.6,33,0.371,24
n_046_u_920_32,46,9.2,37,0.474,30
n_020_u_400_34,20,4,16,0.0899999999999999,13
n_035_u_700_33,35,7,28,0.311,18
n_048_u_960_29,48,9.6,39,0.665,25
n_010_u_200_37,10,2,9,0.0300000000000002,5
n_018_u_360_47,18,3.6,15,0.0629999999999997,8
n_044_u_880_35,44,8.8,33,0.548,21
n_010_u_200_36,10,2,9,0.0359999999999996,4
n_045_u_900_35,45,9,33,0.437,28
n_025_u_500_33,25,5,28,0.218,12
n_027_u_540_34,27,5.4,23,0.185,15
n_044_u_880_36,44,8.8,37,0.548999999999999,24
n_023_u_459_44,23,4.6,18,0.117,15
n_013_u_260_34,13,2.6,12,0.0440000000000005,7
n_014_u_280_32,14,2.8,12,0.0570000000000004,10
n_025_u_500_35,25,5,20,0.151,15
n_029_u_580_36,29,5.8,23,0.234,14
n_036_u_720_35,36,7.2,31,0.361000000000001,21
n_015_u_300_31,15,3,13,0.0529999999999999,11
n_011_u_220_37,11,2.2,9,0.0350000000000001,4
n_017_u_340_35,17,3.4,15,0.0780000000000003,8
n_041_u_819_30,41,8.2,34,0.382,25
n_011_u_220_38,11,2.2,9,0.0330000000000004,6
n_012_u_240_37,12,2.4,8,0.0460000000000003,8
n_038_u_760_37,38,7.6,32,0.357,23
n_050_u_1000_34,50,10,38,0.558000000000001,28
n_035_u_700_35,35,7,28,0.282,22
n_036_u_720_37,36,7.2,30,0.287,21
n_008_u_160_32,8,1.6,6,0.0220000000000002,3
n_005_u_100_39,5,1,7,0.00999999999999979,2
n_039_u_780_37,39,7.8,28,0.256,24
n_021_u_420_32,21,4.2,16,0.122,11
n_006_u_120_39,6,1.2,6,0.0110000000000001,2
n_039_u_780_32,39,7.8,30,0.428,21
n_024_u_480_37,24,4.8,18,0.144,12
n_006_u_120_34,6,1.2,6,0.0140000000000002,3
n_028_u_560_35,28,5.6,25,0.199,13
n_050_u_1000_38,50,10,38,0.577,24
n_046_u_920_30,46,9.2,40,0.607,21
n_036_u_720_36,36,7.2,29,0.313,20
n_028_u_560_33,28,5.6,24,0.209000000000001,13
n_017_u_340_36,17,3.4,14,0.077,10
n_023_u_459_37,23,4.6,20,0.13,13
n_028_u_560_31,28,5.6,22,0.259,14
n_023_u_459_38,23,4.6,19,0.149,10
n_013_u_260_32,13,2.6,11,0.0410000000000004,8
n_019_u_380_40,19,3.8,17,0.0680000000000005,11
n_018_u_360_40,18,3.6,16,0.0950000000000006,10
n_021_u_420_33,21,4.2,18,0.0999999999999996,12
n_024_u_480_39,24,4.8,19,0.123,13
n_042_u_840_36,42,8.4,34,0.467000000000001,26
n_030_u_600_35,30,6,26,0.244000000000001,18
n_031_u_620_48,31,6.2,23,0.173,18
n_017_u_340_40,17,3.4,13,0.0700000000000003,8
n_027_u_540_33,27,5.4,21,0.166,15
n_047_u_940_29,47,9.4,39,0.45,27
n_047_u_940_28,47,9.4,36,0.525,28
n_024_u_480_38,24,4.8,19,0.147,15
n_036_u_720_33,36,7.2,28,0.367,15
n_044_u_880_37,44,8.8,37,0.5,22
n_019_u_380_35,19,3.8,17,0.0860000000000003,10
n_026_u_520_35,26,5.2,24,0.184,14
n_009_u_180_38,9,1.8,9,0.024,4
n_041_u_819_35,41,8.2,31,0.334000000000001,22
n_038_u_760_33,38,7.6,30,0.342,24
n_045_u_900_34,45,9,35,0.487,23
n_025_u_500_38,25,5,19,0.157999999999999,15
n_038_u_760_35,38,7.6,27,0.379,22
n_005_u_100_35,5,1,4,0.0100000000000007,2
n_005_u_100_37,5,1,5,0.0100000000000007,3
n_008_u_160_37,8,1.6,7,0.0250000000000004,3
n_046_u_920_34,46,9.2,40,0.499,25
n_011_u_220_39,11,2.2,10,0.0369999999999999,6
n_014_u_280_31,14,2.8,12,0.0449999999999999,7
n_035_u_700_36,35,7,29,0.293,19
n_014_u_280_30,14,2.8,11,0.048,8
n_028_u_560_32,28,5.6,23,0.204,15
n_033_u_660_35,33,6.6,28,0.278,18
n_012_u_240_36,12,2.4,10,0.0460000000000003,6
n_034_u_680_35,34,6.8,26,0.300000000000001,20
n_045_u_900_36,45,9,36,0.449,25
n_034_u_680_31,34,6.8,28,0.325,21
n_030_u_600_36,30,6,26,0.238,15
n_013_u_260_36,13,2.6,12,0.0500000000000007,7
n_050_u_1000_36,50,10,40,0.606000000000001,29
n_044_u_880_47,44,8.8,34,0.349000000000001,26
n_012_u_240_38,12,2.4,10,0.0300000000000002,7
n_042_u_840_33,42,8.4,34,0.507,22
n_036_u_720_45,36,7.2,29,0.295000000000001,18
n_011_u_220_49,11,2.2,10,0.0250000000000004,6
n_018_u_360_36,18,3.6,16,0.096000000000001,8
n_018_u_360_38,18,3.6,15,0.0920000000000005,12
n_022_u_440_39,22,4.4,19,0.118000000000001,13
n_009_u_180_35,9,1.8,10,0.0230000000000015,5
n_031_u_620_41,31,6.2,24,0.173999999999999,16
n_042_u_840_34,42,8.4,34,0.480999999999999,19
n_021_u_420_38,21,4.2,16,0.113,12
n_026_u_520_33,26,5.2,21,0.181000000000001,13
n_042_u_840_35,42,8.4,34,0.396,20
n_032_u_640_41,32,6.4,26,0.19,19
n_017_u_340_38,17,3.4,12,0.0679999999999996,12
n_009_u_180_36,9,1.8,7,0.0199999999999996,5
n_038_u_760_36,38,7.6,30,0.335,23
n_030_u_600_37,30,6,25,0.232,15
n_030_u_600_41,30,6,24,0.183000000000001,18
n_027_u_540_32,27,5.4,20,0.135999999999999,15
n_048_u_960_33,48,9.6,38,0.565,24
n_005_u_100_38,5,1,6,0.00900000000000034,3
n_009_u_180_37,9,1.8,8,0.0269999999999992,5
